CHEMBL_ID,DRUG_NAME,canonical_smiles,molecular_weight,alogp,hbd,hba,psa,num_rings,MURCKO_SCAFFOLD,IN_DRUGCOMB,IN_GDSC,IN_BOTH
CHEMBL1115,PYRIDOSTIGMINE,CN(C)C(=O)Oc1ccc[n+](C)c1,181.22,0.57,0.0,2.0,33.42,1.0,c1cc[nH+]cc1,False,False,False
CHEMBL1116,RALOXIFENE HYDROCHLORIDE,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,510.06,6.08,2.0,6.0,70.0,7.0,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccccc2)sc2ccccc12,True,False,False
CHEMBL1117,IDARUBICIN,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,497.5,1.02,5.0,10.0,176.61,3.0,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCC[C@@H]3O[C@H]1CCCCO1,False,False,False
CHEMBL95889,BETAINE,C[N+](C)(C)CC(=O)O,118.16,-0.22,1.0,1.0,37.3,2.0,,True,False,False
CHEMBL1118,DESVENLAFAXINE,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,263.38,2.73,2.0,3.0,43.7,4.0,c1ccc(CC2CCCCC2)cc1,True,False,False
CHEMBL319144,MINODRONIC ACID,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O,322.15,-0.12,5.0,5.0,152.59,4.0,c1ccn2ccnc2c1,False,False,False
CHEMBL328190,LASOFOXIFENE,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,413.56,5.73,1.0,3.0,32.7,6.0,c1ccc([C@H]2CCc3ccccc3[C@H]2c2ccc(OCCN3CCCC3)cc2)cc1,False,False,False
CHEMBL317052,REGADENOSON ANHYDROUS,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,390.36,-2.43,5.0,12.0,186.46,4.0,c1cnn(-c2ncc3ncn([C@H]4CCCO4)c3n2)c1,False,False,False
CHEMBL329522,EXIFONE,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,278.22,1.15,6.0,7.0,138.45,2.0,O=C(c1ccccc1)c1ccccc1,False,False,False
CHEMBL99946,LEVOMILNACIPRAN,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,246.35,1.77,1.0,2.0,46.33,5.0,c1ccc(C2CC2)cc1,False,False,False
CHEMBL1121,SINCALIDE,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,1143.29,,,,,,O=C(CCc1ccccc1)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NCC(=O)NCCc1ccccc1,False,False,False
CHEMBL317094,IMIDAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,405.45,0.88,2.0,6.0,116.25,9.0,O=C(CNCCCc1ccccc1)N1CCNC1=O,False,False,False
CHEMBL100116,PENTAZOCINE,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,285.43,3.88,1.0,2.0,23.47,2.0,c1ccc2c(c1)CC1CC2CCN1,False,False,False
CHEMBL1123,DICYCLOMINE,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,309.49,4.4,0.0,3.0,29.54,7.0,C1CCC(C2CCCCC2)CC1,False,False,False
CHEMBL1126,PENICILLIN G SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],356.38,0.86,2.0,4.0,86.71,4.0,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12,True,False,False
CHEMBL1128,EDROPHONIUM CHLORIDE,CC[N+](C)(C)c1cccc(O)c1.[Cl-],201.7,1.98,1.0,1.0,20.23,2.0,c1ccccc1,False,False,False
CHEMBL1129,TRIFLURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,296.2,-0.8,3.0,6.0,104.55,2.0,O=c1ccn([C@H]2CCCO2)c(=O)[nH]1,True,False,False
CHEMBL1131,ACITRETIN,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,326.44,5.17,1.0,2.0,46.53,6.0,c1ccccc1,True,False,False
CHEMBL1133,OXYBUTYNIN CHLORIDE,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,393.96,3.34,1.0,4.0,49.77,7.0,c1ccc(CC2CCCCC2)cc1,True,False,False
CHEMBL1134,DECAMETHONIUM BROMIDE,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],418.3,3.52,0.0,0.0,0.0,11.0,,True,False,False
CHEMBL1136,TELITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,812.02,4.93,1.0,14.0,171.85,11.0,O=C1CC(=O)OCC2OC(=O)N(CCCCn3cnc(-c4cccnc4)c3)[C@@H]2CC(=O)CCC[C@H](O[C@H]2CCCCO2)C1,True,False,False
CHEMBL1138,EZETIMIBE,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,409.43,4.89,2.0,3.0,60.77,6.0,O=C1[C@H](CCCc2ccccc2)[C@@H](c2ccccc2)N1c1ccccc1,True,False,False
CHEMBL1139,EPOPROSTENOL,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,352.47,3.41,3.0,4.0,86.99,10.0,C=C1C[C@@H]2CCC[C@@H]2O1,False,False,False
CHEMBL1140,NIACINAMIDE,NC(=O)c1cccnc1,122.13,0.18,1.0,2.0,55.98,1.0,c1ccncc1,True,False,False
CHEMBL418995,AMINEPTINE,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,337.46,4.5,2.0,2.0,49.33,8.0,c1ccc2c(c1)CCc1ccccc1C2,False,False,False
CHEMBL106258,AMINOREX,NC1=NCC(c2ccccc2)O1,162.19,1.07,1.0,3.0,47.61,1.0,C1=NCC(c2ccccc2)O1,False,False,False
CHEMBL110458,MIGALASTAT,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,163.17,-2.97,5.0,5.0,92.95,1.0,C1CCNCC1,False,False,False
CHEMBL108545,METHYL SALICYLATE,COC(=O)c1ccccc1O,152.15,1.18,1.0,3.0,46.53,1.0,c1ccccc1,False,False,False
CHEMBL1141,POTASSIUM IODIDE,[I-].[K+],166.0,,,,,,,True,False,False
CHEMBL1144,PRAVASTATIN,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,424.53,2.44,4.0,6.0,124.29,10.0,C1=CC2=CCCC[C@@H]2CC1,True,False,False
CHEMBL1148,TORSEMIDE,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,348.43,2.53,3.0,5.0,100.19,5.0,c1ccc(Nc2ccncc2)cc1,True,False,False
CHEMBL1149,LEVOCARNITINE,C[N+](C)(C)C[C@H](O)CC(=O)[O-],161.2,-1.81,1.0,3.0,60.36,4.0,,False,False,False
CHEMBL1152,PREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,402.49,2.13,2.0,6.0,100.9,3.0,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,True,False,False
CHEMBL110691,CHLORMADINONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,404.93,4.75,0.0,4.0,60.44,2.0,O=C1C=C2C=C[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,False,False,False
CHEMBL113178,SELENOMETHIONINE,C[Se]CC[C@H](N)C(=O)O,196.11,,,,,,,True,False,False
CHEMBL1159,PINACIDIL ANHYDROUS,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,245.33,2.35,2.0,3.0,73.1,2.0,c1ccncc1,False,False,False
CHEMBL1161,MOMETASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,521.44,4.87,1.0,6.0,93.81,4.0,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C(OC(=O)c3ccco3)CC[C@H]21,True,False,False
CHEMBL1162,NORETHINDRONE,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,298.43,3.49,1.0,2.0,37.3,0.0,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1,False,False,False
CHEMBL1163,ATAZANAVIR,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,704.87,4.21,5.0,9.0,171.22,14.0,c1ccc(CCCCNCc2ccc(-c3ccccn3)cc2)cc1,True,False,False
CHEMBL1165,MOEXIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,498.58,2.58,2.0,7.0,114.4,11.0,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1,False,False,False
CHEMBL1166,ARGATROBAN,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,508.65,0.91,6.0,6.0,177.71,9.0,O=C(CNS(=O)(=O)c1cccc2c1NCCC2)N1CCCCC1,True,False,False
CHEMBL1167,SPECTINOMYCIN,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,332.35,-2.93,5.0,9.0,129.51,2.0,O=C1CCO[C@H]2O[C@@H]3CCCC[C@H]3OC12,False,False,False
CHEMBL1168,RAMIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,416.52,2.38,2.0,5.0,95.94,9.0,O=C(CNCCCc1ccccc1)N1CC[C@@H]2CCC[C@@H]21,True,False,False
CHEMBL419213,LISINOPRIL,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O,441.53,1.24,4.0,5.0,132.96,12.0,O=C(CNCCCc1ccccc1)N1CCCC1,False,False,False
CHEMBL1169,AMINOSALICYLIC ACID,Nc1ccc(C(=O)O)c(O)c1,153.14,0.67,3.0,3.0,83.55,1.0,c1ccccc1,False,False,False
CHEMBL1170,TESTOSTERONE PROPIONATE,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,344.5,4.84,0.0,3.0,43.37,2.0,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,True,False,False
CHEMBL117287,PRUCALOPRIDE,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,367.88,2.09,2.0,5.0,76.82,6.0,O=C(NC1CCNCC1)c1cccc2c1OCC2,True,False,False
CHEMBL1172,DESLORATADINE,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,310.83,4.02,1.0,2.0,24.92,0.0,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,False,False,False
CHEMBL1174,EPTIFIBATIDE,N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,831.98,-1.84,11.0,11.0,323.89,10.0,O=C1CCSSCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)CNC(=O)CN1,True,False,False
CHEMBL333826,DEQUALINIUM,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,456.68,6.17,2.0,2.0,59.8,11.0,c1ccc2c(c1)ccc[n+]2CCCCCCCCCC[n+]1cccc2ccccc21,False,False,False
CHEMBL1175,DULOXETINE,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,297.42,4.63,1.0,3.0,21.26,6.0,c1csc(COc2cccc3ccccc23)c1,True,False,False
CHEMBL1177,PEMOLINE,NC1=NC(=O)C(c2ccccc2)O1,176.18,0.6,1.0,3.0,64.68,1.0,O=C1N=COC1c1ccccc1,False,False,False
CHEMBL117785,TETRABENAZINE,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,317.43,3.24,0.0,4.0,38.77,4.0,O=C1CCN2CCc3ccccc3C2C1,True,False,False
CHEMBL71595,HYDROGEN PEROXIDE,OO,34.01,0.02,2.0,2.0,40.46,0.0,,False,False,False
CHEMBL1184,ACETYLCHOLINE CHLORIDE,CC(=O)OCC[N+](C)(C)C.[Cl-],181.66,0.26,0.0,2.0,26.3,3.0,,True,False,False
CHEMBL1185,ZOLMITRIPTAN,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,287.36,1.92,2.0,3.0,57.36,5.0,O=C1N[C@@H](Cc2ccc3[nH]ccc3c2)CO1,True,False,False
CHEMBL1187,PHOSPHORIC ACID,O=P(O)(O)O,97.99,-0.93,3.0,1.0,77.76,0.0,,False,False,False
CHEMBL121663,DEQUALINIUM CHLORIDE,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21.[Cl-].[Cl-],527.58,6.17,2.0,2.0,59.8,11.0,c1ccc2c(c1)ccc[n+]2CCCCCCCCCC[n+]1cccc2ccccc21,False,False,False
CHEMBL1190,DECAMETHONIUM,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,258.49,3.52,0.0,0.0,0.0,11.0,,False,False,False
CHEMBL339427,TUBOCURARINE,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,609.74,6.7,2.0,7.0,80.62,2.0,c1cc2cc(c1)Oc1ccc3c(c1)[C@H](Cc1ccc(cc1)Oc1cccc4c1[C@@H](C2)[NH2+]CC4)NCC3,False,False,False
CHEMBL338802,SULFAGUANIDINE,N=C(N)NS(=O)(=O)c1ccc(N)cc1,214.25,-0.56,4.0,4.0,122.06,2.0,c1ccccc1,True,False,False
CHEMBL1191,SULFAMETHIZOLE,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,270.34,1.23,2.0,6.0,97.97,3.0,O=S(=O)(Nc1nncs1)c1ccccc1,True,False,False
CHEMBL1193,PHENIRAMINE,CN(C)CCC(c1ccccc1)c1ccccn1,240.35,3.17,0.0,2.0,16.13,5.0,c1ccc(Cc2ccccn2)cc1,False,False,False
CHEMBL1194,PRILOCAINE,CCCNC(C)C(=O)Nc1ccccc1C,220.32,2.32,2.0,2.0,41.13,5.0,c1ccccc1,True,False,False
CHEMBL1195,PROPOXYCAINE,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,294.4,2.56,1.0,5.0,64.79,9.0,c1ccccc1,False,False,False
CHEMBL1196,PROPARACAINE,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,294.39,2.56,1.0,5.0,64.79,9.0,c1ccccc1,True,False,False
CHEMBL1197,HEXYLCAINE,CC(CNC1CCCCC1)OC(=O)c1ccccc1,261.36,3.15,1.0,3.0,38.33,5.0,O=C(OCCNC1CCCCC1)c1ccccc1,False,False,False
CHEMBL1198,PRAMOXINE,CCCCOc1ccc(OCCCN2CCOCC2)cc1,293.41,2.97,0.0,4.0,30.93,9.0,c1ccc(OCCCN2CCOCC2)cc1,False,False,False
CHEMBL1200,BENOXINATE,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,308.42,2.95,1.0,5.0,64.79,10.0,c1ccccc1,False,False,False
CHEMBL1201,THIOTHIXENE,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,443.64,3.47,0.0,5.0,43.86,5.0,C(CCN1CCNCC1)=C1c2ccccc2Sc2ccccc21,False,False,False
CHEMBL127516,BUTAMBEN,CCCCOC(=O)c1ccc(N)cc1,193.25,2.23,1.0,3.0,52.32,4.0,c1ccccc1,False,False,False
CHEMBL1202,CIPROFLOXACIN HYDROCHLORIDE,Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,367.81,1.58,2.0,5.0,74.57,3.0,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,False,False,False
CHEMBL1205,NELFINAVIR MESYLATE,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,663.9,4.75,4.0,6.0,101.9,9.0,O=C(N[C@H](CCN1CC[C@@H]2CCCC[C@@H]2C1)CSc1ccccc1)c1ccccc1,False,False,False
CHEMBL1206,ETHOPROPAZINE,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,312.48,5.02,0.0,3.0,6.48,5.0,c1ccc2c(c1)Nc1ccccc1S2,False,False,False
CHEMBL1208,CINOXACIN,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,262.22,0.84,1.0,6.0,90.65,2.0,O=c1cn[nH]c2cc3c(cc12)OCO3,True,False,False
CHEMBL334966,CANGRELOR,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,776.37,2.85,7.0,15.0,255.91,15.0,c1ncc2ncn([C@H]3CCCO3)c2n1,False,False,False
CHEMBL1214,CARBENICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,378.41,0.49,3.0,5.0,124.01,5.0,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12,False,False,False
CHEMBL340978,BENOXAPROFEN,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,301.73,4.34,1.0,3.0,63.33,3.0,c1ccc(-c2nc3ccccc3o2)cc1,False,False,False
CHEMBL1215,PHENYLEPHRINE,CNC[C@H](O)c1cccc(O)c1,167.21,0.65,3.0,3.0,52.49,3.0,c1ccccc1,True,False,False
CHEMBL1218,RAMELTEON,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,259.35,2.57,1.0,2.0,38.33,4.0,c1cc2c(c3c1CCC3)CCO2,True,False,False
CHEMBL1219,RABEPRAZOLE,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,359.45,2.99,1.0,5.0,83.09,8.0,c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1,True,False,False
CHEMBL1220,TINIDAZOLE,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,247.28,0.53,0.0,6.0,95.1,5.0,c1c[nH]cn1,True,False,False
CHEMBL1221,SULCONAZOLE,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,397.76,6.52,0.0,3.0,17.82,6.0,c1ccc(CSC(Cn2ccnc2)c2ccccc2)cc1,False,False,False
CHEMBL135400,ZOPICLONE,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,388.82,1.57,0.0,7.0,91.76,2.0,O=C(OC1c2nccnc2C(=O)N1c1ccccn1)N1CCNCC1,False,False,False
CHEMBL1223,PENICILLIN G POTASSIUM,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],372.49,0.86,2.0,4.0,86.71,4.0,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12,False,False,False
CHEMBL1224,ACRIVASTINE,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,348.45,4.02,1.0,3.0,53.43,6.0,C(\CN1CCCC1)=C(\c1ccccc1)c1ccccn1,False,False,False
CHEMBL344159,TOLVAPTAN,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,448.95,5.68,2.0,3.0,69.64,3.0,O=C(Nc1ccc(C(=O)N2CCCCc3ccccc32)cc1)c1ccccc1,True,False,False
CHEMBL1228,OXYPHENBUTAZONE ANHYDROUS,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,324.38,3.49,1.0,3.0,60.85,5.0,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,False,False,False
CHEMBL1229,OSELTAMIVIR,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,312.41,1.29,2.0,5.0,90.65,7.0,C1=CCCCC1,True,False,False
CHEMBL139367,PERAMIVIR ANHYDROUS,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,328.41,-0.14,6.0,4.0,148.53,7.0,C1CCCC1,False,False,False
CHEMBL341812,IBUFENAC,CC(C)Cc1ccc(CC(=O)O)cc1,192.26,2.51,1.0,1.0,37.3,4.0,c1ccccc1,False,False,False
CHEMBL1231,OXYBUTYNIN,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,357.49,3.34,1.0,4.0,49.77,7.0,c1ccc(CC2CCCCC2)cc1,True,False,False
CHEMBL1232,ERTAPENEM SODIUM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12.[Na+],497.51,0.94,5.0,7.0,156.27,7.0,O=C(Nc1ccccc1)[C@@H]1C[C@H](SC2=CN3C(=O)C[C@H]3C2)CN1,False,False,False
CHEMBL1233,CARISOPRODOL,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,260.33,2.02,2.0,4.0,90.65,7.0,,True,False,False
CHEMBL1234,DEFEROXAMINE MESYLATE,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,656.8,0.92,6.0,9.0,205.84,23.0,,True,False,False
CHEMBL1237,LISINOPRIL ANHYDROUS,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,405.5,1.24,4.0,5.0,132.96,12.0,O=C(CNCCCc1ccccc1)N1CCCC1,False,False,False
CHEMBL1238,AZELAIC ACID,O=C(O)CCCCCCCC(=O)O,188.22,1.89,2.0,2.0,74.6,8.0,,False,False,False
CHEMBL1239,BENZYL BENZOATE,O=C(OCc1ccccc1)c1ccccc1,212.25,3.04,0.0,2.0,26.3,3.0,O=C(OCc1ccccc1)c1ccccc1,False,False,False
CHEMBL1240,PROPANTHELINE BROMIDE,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],448.4,4.73,0.0,3.0,35.53,6.0,c1ccc2c(c1)Cc1ccccc1O2,False,False,False
CHEMBL1241,TRIPELENNAMINE,CN(C)CCN(Cc1ccccc1)c1ccccn1,255.37,2.65,0.0,3.0,19.37,6.0,c1ccc(CNc2ccccn2)cc1,False,False,False
CHEMBL1242,PHENAZOPYRIDINE,Nc1ccc(/N=N/c2ccccc2)c(N)n1,213.24,2.66,2.0,5.0,89.65,2.0,c1ccc(/N=N/c2cccnc2)cc1,False,False,False
CHEMBL141305,CYCLOFENIL,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,364.44,5.3,0.0,4.0,52.6,4.0,c1ccc(C(=C2CCCCC2)c2ccccc2)cc1,False,False,False
CHEMBL139877,SULFACARBAMIDE,NC(=O)NS(=O)(=O)c1ccc(N)cc1,215.23,-0.37,3.0,4.0,115.28,2.0,c1ccccc1,False,False,False
CHEMBL1243,SULFABENZAMIDE,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,276.32,1.39,2.0,4.0,89.26,3.0,O=C(NS(=O)(=O)c1ccccc1)c1ccccc1,False,False,False
CHEMBL142703,VILDAGLIPTIN,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,303.41,1.17,2.0,4.0,76.36,3.0,O=C(CNC12CC3CC(CC(C3)C1)C2)N1CCCC1,False,False,False
CHEMBL1245,TRIMETHAPHAN CAMSYLATE,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2.O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,596.82,3.66,0.0,1.0,23.55,4.0,O=C1CC2CCC1C2.O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,False,False,False
CHEMBL1251,GANIRELIX,CC/N=C(\NCC)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN/C(=N/CC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,1570.35,,,,,,O=C(CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)CCc1ccc2ccccc2c1)NCC(=O)N1CCCC1,False,False,False
CHEMBL142635,NAFTOPIDIL,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,392.5,3.41,1.0,5.0,45.17,7.0,c1ccc(N2CCN(CCCOc3cccc4ccccc34)CC2)cc1,True,False,False
