DRUG_NAME,MURCKO_SCAFFOLD,IN_DRUGCOMB,IN_GDSC,IN_BOTH
TIMOLOL MALEATE,c1nsnc1N1CCOCC1,True,False,False
PHENTOLAMINE MESYLATE,c1ccc(N(CC2=NCCN2)c2ccccc2)cc1,True,False,False
TOLBUTAMIDE SODIUM,c1ccccc1,False,False,False
FLAVOXATE HYDROCHLORIDE,O=C(OCCN1CCCCC1)c1cccc2c(=O)cc(-c3ccccc3)oc12,False,False,False
FLUMETHASONE PIVALATE,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,False,False,False
TRIAMCINOLONE HEXACETONIDE,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,False,False,False
WARFARIN SODIUM,O=c1oc2ccccc2cc1Cc1ccccc1,True,False,False
DIPHEMANIL METHYLSULFATE,c1ccc(C(=C2CC[NH2+]CC2)c2ccccc2)cc1,True,False,False
MINOCYCLINE HYDROCHLORIDE,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21,False,False,False
THONZONIUM BROMIDE,c1ccc(CNc2ncccn2)cc1,False,False,False
ALOSETRON HYDROCHLORIDE,O=C1c2c([nH]c3ccccc23)CCN1Cc1c[nH]cn1,False,False,False
TRIMETHOBENZAMIDE HYDROCHLORIDE,O=C(NCc1ccccc1)c1ccccc1,False,False,False
OXYCODONE HYDROCHLORIDE,O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H]1O5,False,False,False
OXYPHENCYCLIMINE HYDROCHLORIDE,O=C(OCC1=NCCCN1)C(c1ccccc1)C1CCCCC1,False,False,False
PROTOKYLOL HYDROCHLORIDE,c1ccc(CCNCCc2ccc3c(c2)OCO3)cc1,False,False,False
PHENELZINE SULFATE,c1ccccc1,True,False,False
DINOPROST TROMETHAMINE,C1CCCC1,False,False,False
TYROPANOATE SODIUM,c1ccccc1,False,False,False
HALOFANTRINE HYDROCHLORIDE,c1ccc2c(c1)ccc1ccccc12,True,False,False
SECOBARBITAL SODIUM,O=C1CC(=O)NC(=O)[N-]1,False,False,False
SELEGILINE HYDROCHLORIDE,c1ccccc1,True,False,False
OXYPHENONIUM BROMIDE,c1ccc(CC2CCCCC2)cc1,True,False,False
TRILOSTANE,C1=C[C@H]2O[C@]23CC[C@H]2[C@@H]4CCCC4CC[C@@H]2C3C1,True,False,False
HALOBETASOL PROPIONATE,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,True,False,False
PREDNISOLONE TEBUTATE,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,False,False,False
SULFISOXAZOLE ACETYL,O=S(=O)(Nc1ccno1)c1ccccc1,False,False,False
PHENTERMINE HYDROCHLORIDE,c1ccccc1,False,False,False
TAMSULOSIN HYDROCHLORIDE,c1ccc(CCNCCOc2ccccc2)cc1,True,False,False
THIORIDAZINE HYDROCHLORIDE,c1ccc2c(c1)Sc1ccccc1N2CCC1CCCCN1,False,False,False
ISOETHARINE HYDROCHLORIDE,c1ccccc1,False,False,False
MEBUTAMATE,,True,False,False
"POTASSIUM PHOSPHATE, MONOBASIC",,False,False,False
DEXCHLORPHENIRAMINE MALEATE,c1ccc(Cc2ccccn2)cc1,False,False,False
ZINC ACETATE ANHYDROUS,,False,False,False
ZINC SULFATE,,False,False,False
RABEPRAZOLE SODIUM,c1ccc(C[SH+]c2nc3ccccc3[n-]2)nc1,True,False,False
IOPAMIDOL,c1ccccc1,False,False,False
HEXAFLUORENIUM BROMIDE,c1ccc2c(c1)-c1ccccc1C2[NH2+]CCCCCC[NH2+]C1c2ccccc2-c2ccccc21,False,False,False
NORGESTIMATE,N=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1,False,False,False
DARIFENACIN HYDROBROMIDE,c1ccc(C(c2ccccc2)[C@@H]2CCN(CCc3ccc4c(c3)CCO4)C2)cc1,False,False,False
PENICILLIN G PROCAINE,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12.c1ccccc1,False,False,False
DALFOPRISTIN,O=C1CC/C=C/C=C/CNC(=O)/C=C/CCOC(=O)[C@H]2CCCN2C(=O)c2coc(n2)C1,False,False,False
METHYSERGIDE MALEATE,C1=C2c3cccc4[nH]cc(c34)C[C@H]2NCC1,False,False,False
AMMONIUM CHLORIDE,,False,False,False
METOCLOPRAMIDE HYDROCHLORIDE,c1ccccc1,False,False,False
THIAMINE HYDROCHLORIDE,c1ncc(C[n+]2ccsc2)cn1,False,False,False
SULBACTAM SODIUM,O=C1C[C@@H]2N1CCS2(=O)=O,True,False,False
PENTETATE CALCIUM TRISODIUM,,False,False,False
NANDROLONE DECANOATE,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1,False,False,False
METIPRANOLOL HYDROCHLORIDE,c1ccccc1,False,False,False
TRIMIPRAMINE MALEATE,c1ccc2c(c1)CCc1ccccc1N2,False,False,False
BETAZOLE HYDROCHLORIDE,c1cn[nH]c1,False,False,False
CLIDINIUM BROMIDE,O=C(OC1C[NH+]2CCC1CC2)C(c1ccccc1)c1ccccc1,False,False,False
FLUPHENAZINE ENANTHATE,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,False,False,False
METHAMPHETAMINE HYDROCHLORIDE,c1ccccc1,False,False,False
HYDROCORTISONE PROBUTATE,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,False,False,False
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,O=C(CCC=CCc1ccc2c(c1)C(=O)OC2)OCCN1CCOCC1,False,False,False
METHDILAZINE,c1ccc2c(c1)Sc1ccccc1N2CC1CCNC1,False,False,False
BROMPHENIRAMINE MALEATE,c1ccc(Cc2ccccn2)cc1,False,False,False
CEFEPIME HYDROCHLORIDE,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[NH+]3CCCC3)CS[C@H]12)c1cscn1,False,False,False
BIMATOPROST,C(=C/C1CCCC1)\CCCc1ccccc1,True,False,False
AMITRIPTYLINE HYDROCHLORIDE,C=C1c2ccccc2CCc2ccccc21,False,False,False
BACAMPICILLIN HYDROCHLORIDE,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12,False,False,False
BROMODIPHENHYDRAMINE HYDROCHLORIDE,c1ccc(Cc2ccccc2)cc1,False,False,False
HYDROCORTISONE SODIUM PHOSPHATE,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,False,False,False
DUTASTERIDE,O=C1C=CC2[C@H]3CCC4[C@@H](C(=O)Nc5ccccc5)CC[C@H]4[C@@H]3CC[C@H]2N1,True,False,False
ETHOPROPAZINE HYDROCHLORIDE,c1ccc2c(c1)Nc1ccccc1S2,False,False,False
CEPHALOGLYCIN,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C=CCS[C@H]12,False,False,False
CHLOPHEDIANOL HYDROCHLORIDE,c1ccc(Cc2ccccc2)cc1,False,False,False
ESTRADIOL CYPIONATE,O=C(CCC1CCCC1)O[C@H]1CC[C@@H]2C1CC[C@@H]1c3ccccc3CC[C@H]12,False,False,False
CARBINOXAMINE MALEATE,c1ccc(Cc2ccccn2)cc1,False,False,False
CLOCORTOLONE PIVALATE,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,False,False,False
IDARUBICIN HYDROCHLORIDE,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCC[C@@H]3O[C@H]1CCCCO1,True,False,False
MILRINONE LACTATE,O=c1ccc(-c2ccncc2)c[nH]1,False,False,False
DEXPANTHENOL,,False,False,False
ESTROPIPATE,C1CNCCN1.O=C1CC[C@@H]2C1CC[C@@H]1c3ccccc3CC[C@H]12,False,False,False
EPIRUBICIN HYDROCHLORIDE,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCC[C@@H]3O[C@H]1CCCCO1,True,False,False
BUTABARBITAL SODIUM,O=C1CC(=O)NC(=O)[N-]1,False,False,False
AMLODIPINE MALEATE,C1=CC(c2ccccc2)C=CN1,False,False,False
CEFTIBUTEN DIHYDRATE,C=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cscn1,False,False,False
HALOPERIDOL DECANOATE,O=C(CCCN1CCC(c2ccccc2)CC1)c1ccccc1,False,False,False
EPROSARTAN MESYLATE,C(=C\c1cncn1Cc1ccccc1)\Cc1cccs1,True,False,False
METHANTHELINE BROMIDE,c1ccc2c(c1)Cc1ccccc1O2,False,False,False
ALCLOMETASONE DIPROPIONATE,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,False,False,False
CARBENICILLIN INDANYL SODIUM,O=C(N[C@@H]1C(=O)N2CCS[C@H]12)C(C(=O)Oc1ccc2c(c1)CCC2)c1ccccc1,False,False,False
GALLAMINE TRIETHIODIDE,c1ccccc1,True,False,False
NITROFURANTOIN SODIUM,O=C1CN(/N=C/c2ccco2)C(=O)[N-]1,False,False,False
MECHLORETHAMINE HYDROCHLORIDE,,True,False,False
CARTEOLOL HYDROCHLORIDE,O=C1CCc2ccccc2N1,False,False,False
ELETRIPTAN HYDROBROMIDE,O=S(=O)(CCc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccccc1,False,False,False
CEFONICID SODIUM,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C=C(CSc3nnn[nH]3)CS[C@H]12,False,False,False
PYRILAMINE MALEATE,c1ccc(CNc2ccccn2)cc1,False,False,False
FLUDROCORTISONE ACETATE,O=C1C=C2CC[C@@H]3C(CCC4CCC[C@H]43)C2CC1,False,False,False
QUINAPRIL HYDROCHLORIDE,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1,False,False,False
FLURANDRENOLIDE,O=C1C=C2CC[C@@H]3[C@H](CCC4C5OCO[C@@H]5C[C@H]43)C2CC1,False,False,False
OLSALAZINE SODIUM,c1ccc(/N=N/c2ccccc2)cc1,True,False,False
PREDNISOLONE SODIUM PHOSPHATE,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,False,False,False
ALUMINUM ACETATE,,False,False,False
CEFPODOXIME PROXETIL,N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cscn1,False,False,False
CEFACLOR,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C=CCS[C@H]12,True,False,False
CEFTIZOXIME SODIUM,N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cscn1,False,False,False
DISOPYRAMIDE PHOSPHATE,c1ccc(Cc2ccccn2)cc1,False,False,False
PHENAZOPYRIDINE HYDROCHLORIDE,c1ccc(/N=N/c2cccnc2)cc1,False,False,False
ORPHENADRINE HYDROCHLORIDE,c1ccc(Cc2ccccc2)cc1,True,False,False
GLYCOPYRRONIUM BROMIDE,O=C(OC1CC[NH2+]C1)C(c1ccccc1)C1CCCC1,False,False,False
RIZATRIPTAN BENZOATE,c1ccccc1.c1ncn(Cc2ccc3[nH]ccc3c2)n1,True,False,False
IPODATE SODIUM,c1ccccc1,False,False,False
BIPERIDEN HYDROCHLORIDE,C1=CC2CC1CC2C(CCN1CCCCC1)c1ccccc1,False,False,False
EFLORNITHINE HYDROCHLORIDE,,True,False,False
ACRISORCIN,c1ccc2nc3ccccc3cc2c1.c1ccccc1,False,False,False
BENZTHIAZIDE,O=S1(=O)NC(CSCc2ccccc2)=Nc2ccccc21,False,False,False
AZLOCILLIN SODIUM,O=C(N[C@@H]1C(=O)N2CCS[C@H]12)[C@H](NC(=O)N1CCNC1=O)c1ccccc1,False,False,False
ETIDRONATE DISODIUM,,False,False,False
CEPHAPIRIN SODIUM,O=C(CSc1ccncc1)N[C@@H]1C(=O)N2C=CCS[C@H]12,False,False,False
DAPIPRAZOLE HYDROCHLORIDE,c1ccc(N2CCN(CCc3nnc4n3CCCC4)CC2)cc1,False,False,False
ACETRIZOATE SODIUM,c1ccccc1,False,False,False
CEFORANIDE,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C=C(CSc3nnn[nH]3)CS[C@H]12,False,False,False
ANILERIDINE HYDROCHLORIDE,c1ccc(CCN2CCC(c3ccccc3)CC2)cc1,False,False,False
DROMOSTANOLONE PROPIONATE,O=C1CCC2[C@@H](CC[C@H]3[C@@H]4CCCC4CC[C@H]23)C1,False,False,False
ECONAZOLE NITRATE,c1ccc(COC(Cn2ccnc2)c2ccccc2)cc1,True,False,False
PEMIROLAST POTASSIUM,O=c1c(-c2nnn[n-]2)cnc2ccccn12,False,False,False
CIMETIDINE HYDROCHLORIDE,c1c[nH]cn1,False,False,False
MESORIDAZINE BESYLATE,c1ccc2c(c1)Sc1ccccc1N2CCC1CCCCN1.c1ccccc1,False,False,False
SELENOMETHIONINE SE 75,,False,False,False
SULFACYTINE,O=c1nc(NS(=O)(=O)c2ccccc2)cc[nH]1,False,False,False
CILASTATIN SODIUM,C1CC1,False,False,False
POTASSIUM ACETATE,,False,False,False
PROGUANIL HYDROCHLORIDE,c1ccccc1,False,False,False
LOXAPINE HYDROCHLORIDE,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1O2,False,False,False
LEVALBUTEROL HYDROCHLORIDE,c1ccccc1,False,False,False
PROPAFENONE HYDROCHLORIDE,O=C(CCc1ccccc1)c1ccccc1,True,False,False
FLUOROMETHOLONE ACETATE,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,True,False,False
THIAMYLAL SODIUM,O=C1CC(=O)NC(=S)[N-]1,False,False,False
VENLAFAXINE HYDROCHLORIDE,c1ccc(CC2CCCCC2)cc1,True,False,False
BIPERIDEN LACTATE,C1=CC2CC1CC2C(CCN1CCCCC1)c1ccccc1,False,False,False
PROPIOMAZINE HYDROCHLORIDE,c1ccc2c(c1)Nc1ccccc1S2,False,False,False
TETRACYCLINE PHOSPHATE COMPLEX,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21,False,False,False
SUCCIMER,,False,False,False
IOXILAN,c1ccccc1,False,False,False
TRIMETHOPRIM HYDROCHLORIDE,c1ccc(Cc2cncnc2)cc1,False,False,False
METHYLPREDNISOLONE SODIUM SUCCINATE,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,False,False,False
FLUOXETINE HYDROCHLORIDE,c1ccc(COc2ccccc2)cc1,False,False,False
SODIUM IODIDE I 123,,False,False,False
SODIUM IODIDE I 131,,False,False,False
CABERGOLINE,c1cc2c3c(c[nH]c3c1)C[C@H]1NCCC[C@H]21,False,False,False
DIPHENHYDRAMINE CITRATE,c1ccc(Cc2ccccc2)cc1,False,False,False
RIVASTIGMINE TARTRATE,c1ccccc1,True,False,False
METHYL AMINOLEVULINATE HYDROCHLORIDE,,False,False,False
KRYPTON KR 81M,,False,False,False
CEFOTETAN DISODIUM,C=C1SC(C(=O)NC2C(=O)N3C=C(CSc4nnn[nH]4)CS[C@H]23)S1,False,False,False
TESTOSTERONE CYPIONATE,O=C1C=C2CC[C@@H]3[C@H](CCC4[C@@H](OC(=O)CCC5CCCC5)CC[C@H]43)C2CC1,True,False,False
TRIFLUPROMAZINE HYDROCHLORIDE,c1ccc2c(c1)Nc1ccccc1S2,False,False,False
METHOXAMINE HYDROCHLORIDE,c1ccccc1,False,False,False
METHENAMINE HIPPURATE,C1N2CN3CN1CN(C2)C3.c1ccccc1,False,False,False
CONIVAPTAN HYDROCHLORIDE,O=C(Nc1ccc(C(=O)N2CCc3nc[nH]c3-c3ccccc32)cc1)c1ccccc1-c1ccccc1,True,False,False
DESONIDE,O=C1C=CC2C(=C1)CC[C@@H]1[C@@H]2CCC2C3OCO[C@@H]3C[C@H]21,True,False,False
VALACYCLOVIR HYDROCHLORIDE,O=c1nc[nH]c2[nH]cnc12,False,False,False
NELARABINE,c1ncc2ncn([C@H]3CCCO3)c2n1,True,True,True
ESMOLOL HYDROCHLORIDE,c1ccccc1,False,False,False
HETACILLIN,O=C1[C@@H](N2CN[C@H](c3ccccc3)C2=O)[C@H]2SCCN12,False,False,False
METHOCARBAMOL,c1ccccc1,True,False,False
CEFMETAZOLE SODIUM,O=C1C[C@H]2SCC(CSc3nnn[nH]3)=CN12,False,False,False
LIOTHYRONINE SODIUM,c1ccc(Oc2ccccc2)cc1,True,False,False
REMIFENTANIL HYDROCHLORIDE,c1ccc(NC2CCNCC2)cc1,False,False,False
HETACILLIN POTASSIUM,O=C1[C@@H](N2CN[C@H](c3ccccc3)C2=O)[C@H]2SCCN12,False,False,False
KETOROLAC TROMETHAMINE,O=C(c1ccccc1)c1ccc2n1CCC2,False,False,False
IOTHALAMATE MEGLUMINE,c1ccccc1,False,False,False
DARUNAVIR ETHANOLATE,O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CO[C@H]2OCC[C@H]21,True,False,False
DECITABINE,O=c1ncncn1[C@H]1CCCO1,True,False,False
PIPERONYL BUTOXIDE,c1ccc2c(c1)OCO2,False,False,False
NALBUPHINE HYDROCHLORIDE,c1cc2c3c(c1)O[C@H]1CCCC4[C@@H](C2)N(CC2CCC2)CC[C@@]341,False,False,False
LUBIPROSTONE,O=C1C[C@H]2CCCO[C@@H]2C1,True,False,False
LEUCOVORIN CALCIUM,O=c1nc[nH]c2c1NC(CNc1ccccc1)CN2,False,False,False
MEGESTROL ACETATE,O=C1C=C2C=C[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,True,False,False
IBUPROFEN LYSINE,c1ccccc1,True,False,False
RASAGILINE MESYLATE,c1ccc2c(c1)CCC2,True,False,False
NORETHINDRONE ACETATE,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1,False,False,False
OCTOCRYLENE,C=C(c1ccccc1)c1ccccc1,True,False,False
MEPREDNISONE,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC(=O)[C@H]21,True,False,False
NALTREXONE HYDROCHLORIDE,O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,True,False,False
SUMATRIPTAN SUCCINATE,c1ccc2[nH]ccc2c1,True,False,False
MESTRANOL,c1ccc2c(c1)CC[C@@H]1[C@@H]2CCC2CCC[C@H]21,True,False,False
NALMEFENE HYDROCHLORIDE,C=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,False,False,False
ISOETHARINE MESYLATE,c1ccccc1,False,False,False
PROCHLORPERAZINE EDISYLATE,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,False,False,False
LOXAPINE SUCCINATE,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1O2,False,False,False
NORTRIPTYLINE HYDROCHLORIDE,C=C1c2ccccc2CCc2ccccc21,False,False,False
FENTANYL HYDROCHLORIDE,c1ccc(CCN2CCC(Nc3ccccc3)CC2)cc1,False,False,False
MAFENIDE ACETATE,c1ccccc1,False,False,False
DORZOLAMIDE HYDROCHLORIDE,O=S1(=O)CCCc2ccsc21,True,False,False
SUFENTANIL CITRATE,c1ccc(NC2CCN(CCc3cccs3)CC2)cc1,False,False,False
QUINESTROL,c1cc2c(cc1OC1CCCC1)CC[C@@H]1[C@@H]2CCC2CCC[C@H]21,False,False,False
CARVEDILOL PHOSPHATE,c1ccc(OCCNCCCOc2cccc3[nH]c4ccccc4c23)cc1,False,False,False
ISOCARBOXAZID,O=C(NNCc1ccccc1)c1ccon1,False,False,False
LITHIUM CITRATE ANHYDROUS,,False,False,False
PRAMOXINE HYDROCHLORIDE,c1ccc(OCCCN2CCOCC2)cc1,False,False,False
IODAMIDE MEGLUMINE,c1ccccc1,False,False,False
MEDRYSONE,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,False,False,False
SITAGLIPTIN PHOSPHATE,O=C(CCCc1ccccc1)N1CCn2cnnc2C1,False,False,False
LEVOBUNOLOL HYDROCHLORIDE,O=C1CCCc2ccccc21,False,False,False
LISDEXAMFETAMINE DIMESYLATE,c1ccccc1,False,False,False
LAPATINIB DITOSYLATE,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1.c1ccccc1.c1ccccc1,False,False,False
DICLOFENAC EPOLAMINE,C1CCNC1.c1ccc(Nc2ccccc2)cc1,False,False,False
TEMSIROLIMUS,O=C1CCC=CCC(=O)C[C@@H](CCC2CCCCC2)OC(=O)[C@@H]2CCCCN2C(=O)C(=O)C2CCC[C@@H](CC/C=C/C=C/C=C/CCC1)O2,True,True,True
LANREOTIDE ACETATE,O=C1CNC(=O)CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CCc2ccc3ccccc3c2)CSSCCN1,False,False,False
LANREOTIDE,O=C1CNC(=O)CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CCc2ccc3ccccc3c2)CSSCCN1,False,False,False
AMMONIA N 13,,False,False,False
LEVOCETIRIZINE DIHYDROCHLORIDE,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,False,False,False
LEVOCETIRIZINE,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,False,False,False
ARMODAFINIL,c1ccc(Cc2ccccc2)cc1,True,False,False
LEVOBUPIVACAINE,O=C(Nc1ccccc1)[C@@H]1CCCCN1,False,False,False
CEFMETAZOLE,O=C1C[C@H]2SCC(CSc3nnn[nH]3)=CN12,False,False,False
SERTACONAZOLE,c1ccc(C(Cn2ccnc2)OCc2csc3ccccc23)cc1,False,False,False
ALATROFLOXACIN,O=c1ccn(-c2ccccc2)c2nc(N3C[C@H]4C[C@H]4C3)ccc12,False,False,False
PEMIROLAST,O=c1c(-c2nnn[nH]2)cnc2ccccn12,False,False,False
LEUPROLIDE,O=C(CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)NCC(=O)N1CCCC1,False,False,False
METHAMPHETAMINE,c1ccccc1,False,False,False
FONDAPARINUX,C1CC[C@@H](O[C@H]2CC[C@H](O[C@H]3CC[C@@H](O[C@H]4CC[C@H](O[C@H]5CCCOC5)OC4)OC3)OC2)OC1,False,False,False
BENZTROPINE,c1ccc(C(O[C@H]2C[C@H]3CC[C@@H](C2)N3)c2ccccc2)cc1,False,False,False
CEFPIRAMIDE,O=C(N[C@@H](C(=O)N[C@@H]1C(=O)N2C=C(CSc3nnn[nH]3)CS[C@H]12)c1ccccc1)c1cccnc1,False,False,False
PIPECURONIUM,C1CN([C@@H]2CC[C@@H]3CC[C@H]4[C@@H]5C[C@H](N6CC[NH2+]CC6)CC5CC[C@@H]4C3C2)CC[NH2+]1,False,False,False
BETAMETHASONE PHOSPHORIC ACID,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,False,False,False
PHENMETRAZINE,c1ccc(C2CNCCO2)cc1,False,False,False
PROPIOMAZINE,c1ccc2c(c1)Nc1ccccc1S2,False,False,False
MIDODRINE,c1ccccc1,False,False,False
ISOETHARINE,c1ccccc1,False,False,False
DAPIPRAZOLE,c1ccc(N2CCN(CCc3nnc4n3CCCC4)CC2)cc1,False,False,False
DYCLONINE,O=C(CCN1CCCCC1)c1ccccc1,False,False,False
CEFAMANDOLE NAFATE FREE BASE,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C=C(CSc3nnn[nH]3)CS[C@H]12,False,False,False
VECURONIUM,C1CCN([C@@H]2CC[C@@H]3CC[C@H]4[C@@H]5C[C@H]([NH+]6CCCCC6)CC5CC[C@@H]4C3C2)CC1,False,False,False
DIATRIZOIC ACID,c1ccccc1,False,False,False
LISDEXAMFETAMINE,c1ccccc1,False,False,False
CEFMENOXIME,N=C(C(=O)N[C@@H]1C(=O)N2C=C(CSc3nnn[nH]3)CS[C@H]12)c1cscn1,True,False,False
CYCRIMINE,c1ccc(C(CCN2CCCCC2)C2CCCC2)cc1,False,False,False
DEMECARIUM,O=C(NCCCCCCCCCCNC(=O)Oc1ccccc1)Oc1ccccc1,False,False,False
PREDNISOLONE PHOSPHORIC ACID,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,False,False,False
ISOPROPAMIDE,c1ccc(Cc2ccccc2)cc1,False,False,False
METHYLDOPATE,c1ccccc1,False,False,False
MEPHENTERMINE,c1ccccc1,False,False,False
METHYLHOMATROPINE,O=C(Cc1ccccc1)O[C@H]1C[C@H]2CC[C@@H](C1)[NH2+]2,False,False,False
CARBIDOPA ANHYDROUS,c1ccccc1,False,False,False
LEVOBUNOLOL,O=C1CCCc2ccccc21,False,False,False
IODAMIDE,c1ccccc1,False,False,False
INDECAINIDE,c1ccc2c(c1)Cc1ccccc1-2,False,False,False
IPODATE,c1ccccc1,False,False,False
ROCURONIUM,C1CC[NH+]([C@@H]2CC3CC[C@@H]4C5C[C@H](N6CCOCC6)CC[C@@H]5CC[C@H]4[C@@H]3C2)C1,False,False,False
BROMODIPHENHYDRAMINE,c1ccc(Cc2ccccc2)cc1,False,False,False
GOSERELIN,O=C(CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)NCC(=O)N1CCCC1,False,False,False
CISATRACURIUM,O=C(CC[NH+]1CCc2ccccc2[C@H]1Cc1ccccc1)OCCCCCOC(=O)CC[NH+]1CCc2ccccc2[C@H]1Cc1ccccc1,False,False,False
BENZQUINAMIDE,c1ccc2c(c1)CCN1CCCCC21,False,False,False
ARBUTAMINE,c1ccc(CCCCNCCc2ccccc2)cc1,False,False,False
HISTRELIN,O=C(CNC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)NCC(=O)N1CCCC1,False,False,False
TRIMETHOBENZAMIDE,O=C(NCc1ccccc1)c1ccccc1,True,False,False
BETHANIDINE,c1ccccc1,False,False,False
TYROPANOIC ACID,c1ccccc1,False,False,False
DIPIVEFRIN,c1ccccc1,False,False,False
HYDROCORTAMATE,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,False,False,False
METHANTHELINE,c1ccc2c(c1)Cc1ccccc1O2,False,False,False
METHYLPREDNISOLONE HEMISUCCINATE,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,False,False,False
LODOXAMIDE,c1ccccc1,False,False,False
CHLORPHENTERMINE,c1ccccc1,False,False,False
METHENAMINE,C1N2CN3CN1CN(C2)C3,True,False,False
BUCLIZINE,c1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,False,False,False
PROTOKYLOL,c1ccc(CCNCCc2ccc3c(c2)OCO3)cc1,False,False,False
LEVOBETAXOLOL,c1ccc(CCOCC2CC2)cc1,False,False,False
ISOSULFAN BLUE INNER SALT,[N+]=C1C=CC(=C(c2ccccc2)c2ccccc2)C=C1,False,False,False
CHLORAMPHENICOL SUCCINIC ACID,c1ccccc1,False,False,False
CINACALCET,c1ccc(CCCNCc2cccc3ccccc23)cc1,True,False,False
OXYPHENONIUM,c1ccc(CC2CCCCC2)cc1,False,False,False
