DRUG_NAME,MURCKO_SCAFFOLD,IN_DRUGCOMB,IN_GDSC,IN_BOTH
METOCURINE,c1cc2cc(c1)Oc1ccc3c(c1)[C@H](Cc1ccc(cc1)Oc1cccc4c1[C@@H](C2)[NH2+]CC4)[NH2+]CC3,False,False,False
CITRIC ACID,,False,False,False
OXICONAZOLE,c1ccc(CO/N=C(\Cn2ccnc2)c2ccccc2)cc1,False,False,False
SALMETEROL,c1ccc(CCCCOCCCCCCNCCc2ccccc2)cc1,False,False,False
ADAPALENE,c1cc(-c2ccc3ccccc3c2)cc(C23CC4CC(CC(C4)C2)C3)c1,True,False,False
GLAFENINE,c1ccc(Nc2ccnc3ccccc23)cc1,False,False,False
TETRAHYDROZOLINE,c1ccc2c(c1)CCCC2C1=NCCN1,False,False,False
ROMIDEPSIN,C=C1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)NCC(=O)N2)OC(=O)CNC1=O,True,True,True
PENTOLINIUM,C(CC[NH+]1CCCC1)CC[NH+]1CCCC1,False,False,False
REPAGLINIDE,O=C(Cc1ccccc1)NCc1ccccc1N1CCCCC1,True,False,False
NILUTAMIDE,O=C1CNC(=O)N1c1ccccc1,True,False,False
PERGOLIDE MESYLATE,c1cc2c3c(c[nH]c3c1)C[C@H]1NCCC[C@H]21,True,False,False
NARATRIPTAN,c1ccc2c(C3CCNCC3)c[nH]c2c1,True,False,False
FROVATRIPTAN,c1ccc2c3c([nH]c2c1)CCCC3,False,False,False
VERAPAMIL HYDROCHLORIDE,c1ccc(CCCCNCCc2ccccc2)cc1,False,False,False
PHENOBARBITAL SODIUM,O=C1N=CNC(=O)C1c1ccccc1,False,False,False
IMIQUIMOD,c1ccc2c(c1)ncc1nc[nH]c12,True,False,False
CINCHOPHEN,c1ccc(-c2ccc3ccccc3n2)cc1,True,False,False
LEVETIRACETAM,O=C1CCCN1,True,False,False
HALOPROGIN,c1ccccc1,False,False,False
PENBUTOLOL,c1ccc(C2CCCC2)cc1,False,False,False
ANTRAFENINE,O=C(OCCN1CCN(c2ccccc2)CC1)c1ccccc1Nc1ccnc2ccccc12,False,False,False
BECLOBRATE,c1ccc(Cc2ccccc2)cc1,False,False,False
METIPRANOLOL,c1ccccc1,False,False,False
CLOFAZIMINE,N=c1cc2n(-c3ccccc3)c3ccccc3nc-2cc1Nc1ccccc1,False,False,False
BETA CAROTENE,C1=C(/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2=CCCCC2)CCCC1,True,False,False
QUINIDINE,c1ccc2c(C[C@H]3CC4CCN3CC4)ccnc2c1,True,False,False
BUTOCONAZOLE,c1ccc(CCC(Cn2ccnc2)Sc2ccccc2)cc1,True,False,False
CEFOTIAM,O=C(Cc1cscn1)N[C@@H]1C(=O)N2C=C(CSc3nnn[nH]3)CS[C@H]12,False,False,False
FENOPROFEN,c1ccc(Oc2ccccc2)cc1,True,False,False
KETOCONAZOLE,c1ccc(C2(Cn3ccnc3)OCC(COc3ccc(N4CCNCC4)cc3)O2)cc1,True,False,False
QUININE,c1ccc2c(C[C@@H]3CC4CCN3CC4)ccnc2c1,True,False,False
DIAMTHAZOLE DIHYDROCHLORIDE,c1ccc2scnc2c1,False,False,False
HYDROXYSTILBAMIDINE,C(=C/c1ccccc1)\c1ccccc1,False,False,False
ROTIGOTINE,c1csc(CCN[C@H]2CCc3ccccc3C2)c1,False,False,False
ANTAZOLINE,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,False,False,False
FOMEPIZOLE,c1cn[nH]c1,True,False,False
ISOSORBIDE MONONITRATE,C1C[C@H]2OCC[C@H]2O1,False,False,False
TIOPRONIN,,True,False,False
CARPROFEN,c1ccc2c(c1)[nH]c1ccccc12,True,False,False
MOXISYLYTE,c1ccccc1,False,False,False
PROCARBAZINE,c1ccccc1,True,False,False
DARUNAVIR,O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CO[C@H]2OCC[C@H]21,True,False,False
TOLCAPONE,O=C(c1ccccc1)c1ccccc1,True,False,False
PENTAGASTRIN,O=C(CCc1c[nH]c2ccccc12)NCC(=O)NCC(=O)NCCc1ccccc1,True,False,False
SORAFENIB,O=C(Nc1ccccc1)Nc1ccc(Oc2ccncc2)cc1,True,True,True
CEVIMELINE,C1OC2(CS1)CN1CCC2CC1,True,False,False
PIXANTRONE,O=C1c2ccccc2C(=O)c2cnccc21,False,False,False
NITISINONE,O=C1CCCC(=O)C1C(=O)c1ccccc1,True,False,False
PHENFORMIN,c1ccccc1,True,False,False
AMIFAMPRIDINE,c1ccncc1,False,False,False
LOMITAPIDE,O=C(NC1CCN(CCCCC2c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccccc1,False,False,False
VARDENAFIL HYDROCHLORIDE,O=S(=O)(c1cccc(-c2ncc3cncn3n2)c1)N1CCNCC1,False,False,False
METHOXYFLURANE,,False,False,False
OXYBATE,,False,False,False
GUANETHIDINE MONOSULFATE,C1CCCNCCC1,False,False,False
DARIFENACIN,c1ccc(C(c2ccccc2)[C@@H]2CCN(CCc3ccc4c(c3)CCO4)C2)cc1,False,False,False
ORLISTAT,O=C1CCO1,True,False,False
RILPIVIRINE,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,False,False,False
VALACYCLOVIR,O=c1nc[nH]c2[nH]cnc12,True,False,False
SPARSENTAN,O=C1N(Cc2ccc(-c3ccccc3S(=O)(=O)Nc3ccon3)cc2)C=NC12CCCC2,False,False,False
NERATINIB,c1ccc(COc2ccc(Nc3ccnc4ccccc34)cc2)nc1,True,False,False
TILUDRONIC ACID,c1ccccc1,False,False,False
BLONANSERIN,c1ccc(-c2cc(N3CCNCC3)nc3c2CCCCCC3)cc1,False,False,False
LORCASERIN,c1ccc2c(c1)CCNCC2,False,False,False
RAMATROBAN,O=S(=O)(N[C@@H]1CCc2[nH]c3ccccc3c2C1)c1ccccc1,True,False,False
SODIUM BICARBONATE,,False,False,False
SODIUM ACETATE,,False,False,False
SODIUM CITRATE,,False,False,False
SODIUM BENZOATE,c1ccccc1,False,False,False
SODIUM LACTATE,,False,False,False
FULVESTRANT,c1ccc2c(c1)CC[C@@H]1[C@@H]2CCC2CCC[C@H]21,True,True,True
ERTAPENEM,O=C(Nc1ccccc1)[C@@H]1C[C@H](SC2=CN3C(=O)C[C@H]3C2)CN1,False,False,False
AMPICILLIN,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12,False,False,False
GALLAMINE,c1ccccc1,False,False,False
ATRACURIUM,O=C(CC[NH+]1CCc2ccccc2C1Cc1ccccc1)OCCCCCOC(=O)CC[NH+]1CCc2ccccc2C1Cc1ccccc1,False,False,False
PANCURONIUM,C1CC[NH+]([C@@H]2CC[C@@H]3CC[C@H]4[C@@H]5C[C@H]([NH+]6CCCCC6)CC5CC[C@@H]4C3C2)CC1,False,False,False
ARFORMOTEROL,c1ccc(CCNCCc2ccccc2)cc1,False,False,False
PYRIDOXINE,c1ccncc1,False,False,False
DRONEDARONE,O=C(c1ccccc1)c1coc2ccccc12,True,False,False
TERODILINE,c1ccc(Cc2ccccc2)cc1,False,False,False
"SODIUM PHOSPHATE, MONOBASIC",,False,False,False
SODIUM CARBONATE,,False,False,False
VILAZODONE,c1ccc2c(CCCCN3CCN(c4ccc5occc5c4)CC3)c[nH]c2c1,False,False,False
BUDESONIDE,O=C1C=CC2C(=C1)CC[C@@H]1[C@@H]2CCC2C3OCO[C@@H]3C[C@H]21,True,False,False
PENTAMIDINE ISETHIONATE,c1ccc(OCCCCCOc2ccccc2)cc1,True,False,False
PIRPROFEN,C1=CCN(c2ccccc2)C1,False,False,False
CHLORZOXAZONE,O=c1[nH]c2ccccc2o1,True,False,False
ARTESUNATE,C1C[C@@H]2CCC3OO[C@@]24[C@@H](C1)CCO[C@@H]4O3,True,False,False
BUFLOMEDIL,O=C(CCCN1CCCC1)c1ccccc1,True,False,False
TRIPARANOL,c1ccc(CC(c2ccccc2)c2ccccc2)cc1,False,False,False
METHYLENE BLUE CATION,[N+]=c1ccc2nc3ccccc3sc-2c1,True,False,False
OXIGLUTATIONE,,False,False,False
MODAFINIL,c1ccc(Cc2ccccc2)cc1,False,False,False
ESFLURBIPROFEN,c1ccc(-c2ccccc2)cc1,False,False,False
DEXIBUPROFEN,c1ccccc1,False,False,False
CANNABIDIOL,C1=C[C@@H](c2ccccc2)CCC1,True,False,False
PALBOCICLIB,O=c1ccc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,True,True,True
PROGUANIL,c1ccccc1,True,False,False
THIETHYLPERAZINE,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,False,False,False
ROFLUMILAST,O=C(Nc1ccncc1)c1cccc(OCC2CC2)c1,True,False,False
ABACAVIR,C1=C[C@H](n2cnc3c(NC4CC4)ncnc32)CC1,True,False,False
TOLTERODINE,c1ccc(Cc2ccccc2)cc1,False,False,False
SAMIDORPHAN,O=C1CCC2[C@H]3Cc4ccccc4[C@@]2(CCN3CC2CC2)C1,False,False,False
PAROMOMYCIN,C1CC[C@@H](O[C@@H]2CO[C@@H](O[C@@H]3CCCC[C@H]3O[C@@H]3CCCCO3)C2)OC1,True,False,False
KANAMYCIN,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1,True,False,False
TROFINETIDE,C1CCNC1,False,False,False
ESTRIOL,c1ccc2c(c1)CC[C@@H]1[C@@H]2CCC2CCC[C@H]21,True,False,False
NORETHYNODREL,O=C1CCC2=C(CC[C@@H]3[C@@H]2CCC2CCC[C@H]23)C1,False,False,False
MONOBENZONE,c1ccc(COc2ccccc2)cc1,True,False,False
LEVONORGESTREL,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1,True,False,False
SPIRONOLACTONE,O=C1C=C2CC[C@@H]3[C@H](CCC4[C@H]3CC[C@@]43CCC(=O)O3)C2CC1,True,False,False
MARALIXIBAT,O=S1(=O)CCC[C@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)c2ccccc21,False,False,False
METHYLTESTOSTERONE,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,True,False,False
RIVAROXABAN,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1cccs1,True,False,False
ATOSIBAN,O=C1CNC(=O)CNC(=O)[C@@H](Cc2ccccc2)NC(=O)CCSSC[C@@H](C(=O)N2CCCC2)NC(=O)CN1,False,False,False
AMIKACIN,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1,False,False,False
COCAINE,O=C(O[C@@H]1C[C@H]2CC[C@@H](C1)N2)c1ccccc1,False,False,False
POSACONAZOLE,O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(OC[C@@H]4CO[C@@](Cn5cncn5)(c5ccccc5)C4)cc3)CC2)cc1,True,False,False
STREPTOMYCIN,C1CCC(O[C@@H]2OCC[C@H]2O[C@H]2CCCCO2)CC1,False,False,False
DAUNORUBICIN,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCC[C@@H]3O[C@H]1CCCCO1,True,False,False
ANASTROZOLE,c1ccc(Cn2cncn2)cc1,True,False,False
NITAZOXANIDE,O=C(Nc1nccs1)c1ccccc1,True,False,False
PYROVALERONE,O=C(CN1CCCC1)c1ccccc1,False,False,False
ELVITEGRAVIR,O=c1cc[nH]c2ccc(Cc3ccccc3)cc12,True,False,False
BRINCIDOFOVIR,O=c1nccc[nH]1,True,False,False
RANOLAZINE,O=C(CN1CCN(CCCOc2ccccc2)CC1)Nc1ccccc1,True,False,False
NETUPITANT,O=C(Cc1ccccc1)Nc1cnc(N2CCNCC2)cc1-c1ccccc1,False,False,False
ESTRONE,O=C1CC[C@@H]2C1CC[C@@H]1c3ccccc3CC[C@H]12,True,False,False
CHOLIC ACID,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1,True,False,False
FLUVOXAMINE MALEATE,c1ccccc1,True,False,False
NONOXYNOL 9,c1ccccc1,False,False,False
BREXANOLONE,C1CC[C@@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1,False,False,False
EPHEDRINE,c1ccccc1,False,False,False
PIPERAZINE,C1CNCCN1,False,False,False
CICLOPIROX,O=c1cccc(C2CCCCC2)[nH]1,True,False,False
TAVABOROLE,B1OCc2ccccc21,False,False,False
NEOSTIGMINE METHYLSULFATE,c1ccccc1,False,False,False
VINBLASTINE SULFATE,C1=CC2CC[C@@H]3Nc4ccc(C5C[C@@H]6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4[C@@]34CCN(C1)[C@@H]24,True,False,False
SIBUTRAMINE,c1ccc(C2CCC2)cc1,True,False,False
PRALIDOXIME,c1cc[nH+]cc1,False,False,False
FORODESINE,O=c1[nH]cnc2c([C@H]3CCCN3)c[nH]c12,False,False,False
GARENOXACIN,O=c1ccn(C2CC2)c2cc(-c3ccc4c(c3)CNC4)ccc12,False,False,False
BOCEPREVIR,O=C(NCCC1CCC1)[C@H]1NC[C@@H]2C[C@@H]21,False,False,False
SAXAGLIPTIN ANHYDROUS,O=C(CC12CC3CC(CC(C3)C1)C2)N1CC[C@@H]2C[C@@H]21,False,False,False
DASATINIB ANHYDROUS,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,False,False,False
SITAGLIPTIN,O=C(CCCc1ccccc1)N1CCn2cnnc2C1,True,False,False
PIMOZIDE,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccccc2)c2ccccc2)CC1,False,False,False
TESTOSTERONE,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,True,False,False
MERCAPTOPURINE ANHYDROUS,c1ncc2[nH]cnc2n1,False,False,False
DIAZOXIDE,O=S1(=O)NC=Nc2ccccc21,True,False,False
RIFAMPIN,O=C1/C=C\C=C\CCCCCCCC/C=C/OC2Oc3ccc4cc(c(/C=N/N5CCNCC5)cc4c3C2=O)N1,True,False,False
DELAMANID,c1ccc(OC2CCN(c3ccc(OCC4Cn5ccnc5O4)cc3)CC2)cc1,False,False,False
NIMODIPINE,C1=CC(c2ccccc2)C=CN1,True,False,False
DEXAMETHASONE,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,True,False,False
GANCICLOVIR,O=c1[nH]cnc2[nH]cnc12,True,False,False
ACYCLOVIR,O=c1[nH]cnc2[nH]cnc12,True,False,False
TELBIVUDINE,O=c1ccn([C@@H]2CCCO2)c(=O)[nH]1,True,False,False
DORZOLAMIDE,O=S1(=O)CCCc2ccsc21,True,False,False
BRINZOLAMIDE,O=S1(=O)NCCc2ccsc21,False,False,False
TOPIRAMATE,C1OC2OC[C@H]3OCO[C@H]3[C@@H]2O1,True,False,False
VASOPRESSIN,O=C1CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CCSSC[C@@H](C(=O)N2CCCC2)NC(=O)CN1,False,False,False
DESMOPRESSIN,O=C1CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CCSSC[C@@H](C(=O)N2CCCC2)NC(=O)CN1,False,False,False
LAROPIPRANT,c1ccc(Cn2c3c(c4ccccc42)CCC3)cc1,True,False,False
TOFACITINIB,c1nc(N[C@@H]2CCCNC2)c2cc[nH]c2n1,True,False,False
FLUOROURACIL,O=c1cc[nH]c(=O)[nH]1,True,False,False
PENICILLAMINE,,True,False,False
METFORMIN,,True,False,False
DIQUAFOSOL,O=c1ccn([C@H]2CC[C@@H](CO[PH](=O)O[PH](=O)O[PH](=O)O[PH](=O)OC[C@@H]3CC[C@H](n4ccc(=O)[nH]c4=O)O3)O2)c(=O)[nH]1,False,False,False
METHSCOPOLAMINE,O=C(Cc1ccccc1)O[C@H]1C[C@@H]2[NH2+][C@H](C1)[C@H]1O[C@H]12,True,False,False
DOXYCYCLINE ANHYDROUS,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21,False,False,False
MINOCYCLINE,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21,True,False,False
CEFAZOLIN,O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C=C(CSc3nncs3)CS[C@H]12,False,False,False
CEFUROXIME,N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1ccco1,False,False,False
CEFEPIME,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[NH+]3CCCC3)CS[C@H]12)c1cscn1,False,False,False
TIPRANAVIR,O=C1OC(CCc2ccccc2)CC=C1Cc1cccc(NS(=O)(=O)c2ccccn2)c1,False,False,False
NOREPINEPHRINE,c1ccccc1,True,False,False
FAVIPIRAVIR,c1cnccn1,True,False,False
ZANAMIVIR,C1=COCCC1,True,False,False
TAZOBACTAM SODIUM,O=C1C[C@@H]2N1CC(Cn1ccnn1)S2(=O)=O,False,False,False
TIGECYCLINE,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21,True,False,False
BROXYQUINOLINE,c1ccc2ncccc2c1,False,False,False
BEDAQUILINE,c1ccc([C@@H](Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,False,False,False
TETRACYCLINE,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21,True,False,False
ETHIONAMIDE,c1ccncc1,True,False,False
RALTITREXED,O=c1nc[nH]c2ccc(CNc3cccs3)cc12,True,False,False
PEMETREXED,O=c1[nH]cnc2[nH]cc(CCc3ccccc3)c12,True,False,False
DAPTOMYCIN,O=C(CCc1c[nH]c2ccccc12)NCC(=O)NCC(=O)N[C@H]1COC(=O)[C@H](CC(=O)c2ccccc2)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC1=O,True,False,False
HYDROCORTISONE,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,True,False,False
NAFCILLIN,O=C(N[C@@H]1C(=O)N2CCS[C@H]12)c1cccc2ccccc12,False,False,False
BENZBROMARONE,O=C(c1ccccc1)c1coc2ccccc12,False,False,False
LETROZOLE,c1ccc(C(c2ccccc2)n2cncn2)cc1,True,False,False
EFAVIRENZ,O=C1Nc2ccccc2C(C#CC2CC2)O1,True,False,False
ALOGLIPTIN BENZOATE,O=c1cc(N2CCCCC2)n(Cc2ccccc2)c(=O)[nH]1.c1ccccc1,False,False,False
FLUOXYMESTERONE,O=C1C=C2CC[C@@H]3C(CCC4CCC[C@H]43)C2CC1,False,False,False
ALOGLIPTIN,O=c1cc(N2CCCCC2)n(Cc2ccccc2)c(=O)[nH]1,True,False,False
KANAMYCIN SULFATE,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1,False,False,False
LINCOMYCIN,O=C(NC[C@@H]1CCCCO1)[C@@H]1CCCN1,False,False,False
PRETOMANID,c1ccc(CO[C@@H]2COc3nccn3C2)cc1,False,False,False
NICLOSAMIDE,O=C(Nc1ccccc1)c1ccccc1,True,False,False
TICARCILLIN,O=C(Cc1ccsc1)N[C@@H]1C(=O)N2CCS[C@H]12,False,False,False
ATOVAQUONE,O=C1C=C([C@H]2CC[C@H](c3ccccc3)CC2)C(=O)c2ccccc21,True,False,False
MILRINONE,O=c1ccc(-c2ccncc2)c[nH]1,True,False,False
TRIAMCINOLONE,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,True,False,False
THEOPHYLLINE ANHYDROUS,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,False,False,False
SELADELPAR,c1ccc(OCCCSc2ccccc2)cc1,False,False,False
LEVAMISOLE,c1ccc([C@H]2CN3CCSC3=N2)cc1,True,False,False
ALTRETAMINE,c1ncncn1,True,False,False
MYCOPHENOLATE MOFETIL,O=C(CCC=CCc1ccc2c(c1)C(=O)OC2)OCCN1CCOCC1,True,False,False
HYDROCODONE,O=C1CC[C@H]2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H]1O5,False,False,False
SAFINAMIDE,c1ccc(COc2ccccc2)cc1,True,False,False
FLIBANSERIN,O=c1[nH]c2ccccc2n1CCN1CCN(c2ccccc2)CC1,False,False,False
AMISULPRIDE,O=C(NCC1CCCN1)c1ccccc1,True,False,False
ESKETAMINE,O=C1CCCCC1c1ccccc1,False,False,False
DIDANOSINE,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,True,False,False
EXENATIDE,O=C(CCc1cnc[nH]1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCCC1,False,False,False
OXYTOCIN,O=C1CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CCSSC[C@@H](C(=O)N2CCCC2)NC(=O)CN1,False,False,False
DIOSMIN,O=c1cc(-c2ccccc2)oc2cc(O[C@H]3CCC[C@@H](CO[C@H]4CCCCO4)O3)ccc12,True,False,False
FLUCYTOSINE,O=c1nccc[nH]1,True,False,False
WARFARIN,O=c1oc2ccccc2cc1Cc1ccccc1,True,False,False
PHENPROCOUMON,O=c1oc2ccccc2cc1Cc1ccccc1,True,False,False
DICUMAROL,O=c1oc2ccccc2cc1Cc1cc2ccccc2oc1=O,False,False,False
SODIUM SULFATE ANHYDROUS,,False,False,False
TELAPREVIR,O=C(CNC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)CNC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(=O)NC1CC1,False,False,False
ALLOPURINOL,c1ncc2cn[nH]c2n1,True,False,False
BENZIODARONE,O=C(c1ccccc1)c1coc2ccccc12,False,False,False
MEPAZINE,c1ccc2c(c1)Sc1ccccc1N2CC1CCCNC1,False,False,False
RIFABUTIN,O=C1/C=C\C=C\CCCCCCCC/C=C/OC2Oc3ccc4c(c3C2=O)C2=NC3(CCNCC3)NC2=C(N1)C4=O,True,False,False
APIXABAN,O=C1CCCCN1c1ccc(N2CCc3cnn(-c4ccccc4)c3C2=O)cc1,True,False,False
PHENYLBUTANOIC ACID,c1ccccc1,False,False,False
RIFAMYCIN,O=C1/C=C\C=C\CCCCCCCC/C=C/OC2Oc3ccc4cc(ccc4c3C2=O)N1,False,False,False
TIPIRACIL,N=C1CCCN1Cc1cc(=O)[nH]c(=O)[nH]1,True,False,False
APREPITANT,O=c1[nH]nc(CN2CCO[C@H](OCc3ccccc3)[C@@H]2c2ccccc2)[nH]1,True,False,False
LINAGLIPTIN,O=c1[nH]c2nc(N3CCCCC3)[nH]c2c(=O)n1Cc1ncc2ccccc2n1,True,False,False
PROTIRELIN,O=C1CC[C@@H](C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N2CCCC2)N1,False,False,False
FLUTICASONE PROPIONATE,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,True,False,False
TRIOXSALEN,O=c1ccc2cc3ccoc3cc2o1,True,False,False
CERIVASTATIN,c1ccc(-c2ccncc2)cc1,True,False,False
CHENODIOL,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1,False,False,False
DANAZOL,C1=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2Cc2cnoc21,False,False,False
FELODIPINE,C1=CC(c2ccccc2)C=CN1,False,False,False
GLIMEPIRIDE,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)N2CC=CC2=O)cc1,True,False,False
SELEXIPAG,c1ccc(-c2nccnc2-c2ccccc2)cc1,False,False,False
BETHANECHOL,,True,False,False
ALBENDAZOLE,c1ccc2[nH]cnc2c1,True,False,False
ATORVASTATIN CALCIUM,O=C(Nc1ccccc1)c1c[nH]c(-c2ccccc2)c1-c1ccccc1.O=C(Nc1ccccc1)c1c[nH]c(-c2ccccc2)c1-c1ccccc1,True,False,False
NICARDIPINE,O=C(OCCNCc1ccccc1)C1=CNC=CC1c1ccccc1,True,False,False
OXYPHENISATINE,O=C1Nc2ccccc2C1(c1ccccc1)c1ccccc1,False,False,False
LOSARTAN,c1ccc(-c2nnn[nH]2)c(-c2ccc(Cn3ccnc3)cc2)c1,False,False,False
SILDENAFIL,O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCNCC3)c2)nc2cn[nH]c12,True,False,False
PEMAFIBRATE,c1ccc(CN(CCCOc2ccccc2)c2nc3ccccc3o2)cc1,True,False,False
TICAGRELOR,c1ccc([C@@H]2C[C@H]2Nc2ncnc3c2nnn3C2CCCC2)cc1,False,False,False
TENOFOVIR DISOPROXIL FUMARATE,c1ncc2nc[nH]c2n1,True,False,False
ATORVASTATIN,O=C(Nc1ccccc1)c1c[nH]c(-c2ccccc2)c1-c1ccccc1,False,False,False
URACIL MUSTARD,c1cncnc1,True,False,False
AZACITIDINE,O=c1ncncn1[C@H]1CCCO1,True,False,False
TRIHEXYPHENIDYL,c1ccc(C(CCN2CCCCC2)C2CCCCC2)cc1,True,False,False
AMLODIPINE,C1=CC(c2ccccc2)C=CN1,True,False,False
BENFLUOREX,O=C(OCCNCCc1ccccc1)c1ccccc1,False,False,False
FIPEXIDE,O=C(COc1ccccc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,False,False,False
DIPHENYLPYRALINE,c1ccc(C(OC2CCNCC2)c2ccccc2)cc1,False,False,False
FLAVOXATE,O=C(OCCN1CCCCC1)c1cccc2c(=O)cc(-c3ccccc3)oc12,False,False,False
FLUPIRTINE,c1ccc(CNc2ccccn2)cc1,True,False,False
OXYPHENCYCLIMINE,O=C(OCC1=NCCCN1)C(c1ccccc1)C1CCCCC1,False,False,False
SULOCTIDIL,c1ccccc1,False,False,False
IDEBENONE,O=C1C=CC(=O)C=C1,True,False,False
ROSUVASTATIN,c1ccc(-c2ccncn2)cc1,False,False,False
BETAMETHASONE VALERATE,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,True,False,False
DIGITOXIN,O=C1C=C([C@H]2CCC3C2CC[C@@H]2C4CC[C@H](O[C@H]5CC[C@H](O[C@H]6CC[C@H](O[C@H]7CCCCO7)CO6)CO5)C[C@H]4CC[C@@H]32)CO1,True,False,False
FLUOCINONIDE,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,True,False,False
HYDROMORPHONE,O=C1CC[C@H]2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H]1O5,False,False,False
NIFEDIPINE,C1=CC(c2ccccc2)C=CN1,True,False,False
PANTOPRAZOLE,c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1,True,False,False
OMEPRAZOLE,c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1,True,False,False
TRIAMCINOLONE ACETONIDE,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,True,False,False
ALMOTRIPTAN,O=S(=O)(Cc1ccc2[nH]ccc2c1)N1CCCC1,True,False,False
