SCAFFOLD,N_DRUGS,N_SYNERGISTIC,N_NON_SYN,ODDS_RATIO,PVAL,FDR_BH,SIGNIFICANT
c1ccc(Nc2ccnc(Nc3ccc(C4CCNCC4)cc3)n2)cc1,1,0,1,0.0,1.0,1.0,False
O=C(Nc1ncc(-c2ccncc2)s1)N1CCCC1,1,0,1,0.0,1.0,1.0,False
O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21.O=C1C,1,0,1,0.0,1.0,1.0,False
c1ccc(Oc2ccc3ccncc3c2)cc1,1,0,1,0.0,1.0,1.0,False
c1ccc(-c2c[nH]c3ccccc23)cc1,2,0,2,0.0,1.0,1.0,False
O=c1c2ccccc2nc(CNc2ncnc3[nH]cnc23)n1-c1ccccc1,1,0,1,0.0,1.0,1.0,False
c1nc(-c2cnn(C3CNC3)c2)c2cc[nH]c2n1,1,0,1,0.0,1.0,1.0,False
O=C(Cc1ccc2c(c1)OCO2)c1sccc1S(=O)(=O)[N-]c1ccno1,1,0,1,0.0,1.0,1.0,False
O=C(/C=C/CN1CCCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1,1,0,1,0.0,1.0,1.0,False
C(=C1SC[C@@H](c2ccccc2)S1)n1ccnc1,1,0,1,0.0,1.0,1.0,False
C1=CC2CC[C@@H]3Nc4ccc(C5C[C@@H]6CCCN(Cc7c5[nH]c5cc,1,0,1,0.0,1.0,1.0,False
c1ccc(-c2cncnc2OCCOc2ncccn2)cc1,1,0,1,0.0,1.0,1.0,False
O=C(Nc1cccc(-c2ccccc2)n1)C1(c2ccc3c(c2)OCO3)CC1,1,0,1,0.0,1.0,1.0,False
O=C(Nc1ccccc1)C1(C(=O)Nc2ccc(Oc3ccnc4ccccc34)cc2)C,1,0,1,0.0,1.0,1.0,False
c1ccc(Oc2ccccc2)cc1.c1ccc(Oc2ccccc2)cc1,1,0,1,0.0,1.0,1.0,False
O=C1C[C@H]2CCCO[C@@H]2C1,1,0,1,0.0,1.0,1.0,False
O=C1C=C2CC[C@@H]3[C@H](CCC4[C@@H](OC(=O)CCC5CCCC5),1,0,1,0.0,1.0,1.0,False
c1ccccc1.c1ncn(Cc2ccc3[nH]ccc3c2)n1,1,0,1,0.0,1.0,1.0,False
O=C(Cc1ccccc1)O[C@H]1C[C@@H]2N[C@H](C1)[C@H]1O[C@H,1,0,1,0.0,1.0,1.0,False
O=C(Nc1ccc(-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc23)cc1),1,0,1,0.0,1.0,1.0,False
c1ccc(-c2nc(-c3ccccc3)n(-c3ccccc3)n2)cc1,1,0,1,0.0,1.0,1.0,False
O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1cccs1)c,1,0,1,0.0,1.0,1.0,False
O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,1,0,1,0.0,1.0,1.0,False
O=C(Nc1ccccn1)c1ccc2[nH]c(CNc3ccccc3)nc2c1,1,0,1,0.0,1.0,1.0,False
C=C1c2ccccc2COc2ccccc21,1,0,1,0.0,1.0,1.0,False
O=C(CN1CCNCC1)Nc1ccc(N/C(=C2\C(=O)Nc3ccccc32)c2ccc,1,0,1,0.0,1.0,1.0,False
O=C(CN1CCOCC1)N[C@@H](CCc1ccccc1)C(=O)NCC(=O)N[C@@,1,0,1,0.0,1.0,1.0,False
O=S1(=O)NC(Cc2ccccc2)Nc2ccccc21,1,0,1,0.0,1.0,1.0,False
O=C1CNC(=O)CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[,1,0,1,0.0,1.0,1.0,False
O=C1NCCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C=C(CSc4,2,0,2,0.0,1.0,1.0,False
N=C(C(=O)N[C@@H]1C(=O)N2C=C(/C=C\c3cncs3)CS[C@H]12,1,0,1,0.0,1.0,1.0,False
c1ccc(CNCCc2c[nH]c3ccccc23)cc1,1,0,1,0.0,1.0,1.0,False
C1CCOCC1,1,0,1,0.0,1.0,1.0,False
O=C1/C=C\C=C\CCCCCCCC/C=C/OC2Oc3ccc4cc(c(/C=N/N5CC,1,0,1,0.0,1.0,1.0,False
O=C(CS[C@@H]1C[C@H]2CC[C@@H](C1)N2)O[C@@H]1CCCC[C@,1,0,1,0.0,1.0,1.0,False
C(#Cc1ccccn1)c1ccc2c(c1)CCCS2,1,0,1,0.0,1.0,1.0,False
O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC(=O)[C@@H]3C2CC1,1,0,1,0.0,1.0,1.0,False
O=C1OC[C@H]2[C@@H](/C=C/c3ccc(-c4ccccc4)cn3)[C@@H],1,0,1,0.0,1.0,1.0,False
c1ncn([C@H]2CCCO2)n1,1,0,1,0.0,1.0,1.0,False
O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(C(=O)C2,1,0,1,0.0,1.0,1.0,False
c1ccc(C(OCC[C@H]2CCCN2)c2ccccc2)cc1,1,0,1,0.0,1.0,1.0,False
c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,1,0,1,0.0,1.0,1.0,False
C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1,2,0,2,0.0,1.0,1.0,False
O=C1C=C2CC[C@H]3[C@@H]4CC[C@@]5(CCC(=O)O5)C4C[C@H],1,0,1,0.0,1.0,1.0,False
c1ccc(Oc2ccc3nc[nH]c3c2)cc1,1,0,1,0.0,1.0,1.0,False
C(=C/C1CCCC1)\CCCc1ccccc1,1,0,1,0.0,1.0,1.0,False
C1=C[C@H]2O[C@]23CC[C@H]2[C@@H]4CCCC4CC[C@@H]2C3C1,1,0,1,0.0,1.0,1.0,False
c1ccc(C(=C2CC[NH2+]CC2)c2ccccc2)cc1,1,0,1,0.0,1.0,1.0,False
O=C1C=C2C=C[C@H]3[C@@H]4CCCC4CC[C@H]3C2CC1,1,0,1,0.0,1.0,1.0,False
O=C(Cc1ccccc1)O[C@H]1C[C@H]2CC[C@@H](C1)[NH2+]2,1,0,1,0.0,1.0,1.0,False
O=C1C=C2CC[C@@H]3C(CCC4C5OCO[C@@H]5C[C@H]43)C2CC1,1,0,1,0.0,1.0,1.0,False
C(=C/C1CCCC1)\CCOc1ccccc1,1,0,1,0.0,1.0,1.0,False
c1ccc(CCCNCc2cccc3ccccc23)cc1,2,0,2,0.0,1.0,1.0,False
c1ccc(C(Cn2ccnc2)OCc2csc3ccccc23)cc1,1,0,1,0.0,1.0,1.0,False
O=C(OCc1coc(=O)o1)c1cncn1Cc1ccc(-c2ccccc2-c2nnn[nH,1,0,1,0.0,1.0,1.0,False
O=C1/C=C/[C@H]2O[C@@H]2CCCC2CCC[C@H](C[C@@H](O[C@H,1,0,1,0.0,1.0,1.0,False
O=C1/C=C\C=C\CCCCCCCC/C=C/OC2Oc3ccc4cc(c5c(nc6cccc,1,0,1,0.0,1.0,1.0,False
C1CC[NH+]([C@@H]2CC3CC[C@@H]4C5C[C@H](N6CCOCC6)CC[,1,0,1,0.0,1.0,1.0,False
C1=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CCC1,1,0,1,0.0,1.0,1.0,False
O=C(Cc1ccccc1)NCc1ccncc1,1,0,1,0.0,1.0,1.0,False
O=C1CNC(=O)CNC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H](C,2,0,2,0.0,1.0,1.0,False
C1CCN([C@@H]2CC[C@@H]3CC[C@H]4[C@@H]5C[C@H]([NH+]6,1,0,1,0.0,1.0,1.0,False
c1ccc(C(Cn2ccnc2)OCc2ccsc2)cc1,1,0,1,0.0,1.0,1.0,False
O=C1C[C@@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CO1,1,0,1,0.0,1.0,1.0,False
O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,1,0,1,0.0,1.0,1.0,False
c1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)ccc23)cc1,1,0,1,0.0,1.0,1.0,False
O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(C#Cc2cnc3cccnn23)c,1,0,1,0.0,1.0,1.0,False
c1ccc(-c2nccs2)cc1,1,0,1,0.0,1.0,1.0,False
O=C1CN(c2ccccc2)C(=S)N1c1ccccc1,1,0,1,0.0,1.0,1.0,False
O=C(CC[NH+]1CCc2ccccc2[C@H]1Cc1ccccc1)OCCCCCOC(=O),1,0,1,0.0,1.0,1.0,False
O=c1ccc2c(CCNC3Cc4ccccc4C3)cccc2[nH]1,1,0,1,0.0,1.0,1.0,False
O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2N1,1,0,1,0.0,1.0,1.0,False
[N+]=c1ccc2nc3ccccc3sc-2c1,2,0,2,0.0,1.0,1.0,False
O=C(Nc1nccs1)C1=Cc2ccccc2S(=O)(=O)N1,1,0,1,0.0,1.0,1.0,False
c1ccc(N(CC2=NCCN2)c2ccccc2)cc1,1,0,1,0.0,1.0,1.0,False
O=C1NC(=O)C(Cc2ccc(OCCNc3ccccn3)cc2)S1,1,0,1,0.0,1.0,1.0,False
O=C1NC(=O)C(Cc2ccc(OCCc3ccccn3)cc2)S1,2,0,2,0.0,1.0,1.0,False
c1ccc(C2CNCCc3ccccc32)cc1,1,0,1,0.0,1.0,1.0,False
c1ccc(NCc2ccc3ncncc3c2)cc1,1,0,1,0.0,1.0,1.0,False
O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1C,1,0,1,0.0,1.0,1.0,False
O=C(N[C@@H]1CCc2ccccc21)[C@@H](CCCN1CCN(Cc2cccnc2),1,0,1,0.0,1.0,1.0,False
O=C(CNCCCc1ccccc1)N1CCCC1,1,0,1,0.0,1.0,1.0,False
O=C(c1ccccc1)c1ccccc1,4,0,4,0.0,1.0,1.0,False
O=c1[nH]c(=O)c2[nH]cnc2[nH]1,1,0,1,0.0,1.0,1.0,False
c1ccc(-c2ccccc2)cc1,1,0,1,0.0,1.0,1.0,False
O=C1C=C[C@]2(CC1)Oc1ccccc1C2=O,1,0,1,0.0,1.0,1.0,False
C1=Cc2ccccc2Nc2ccccc21,1,0,1,0.0,1.0,1.0,False
O=c1cccc2c(c1)CCCc1ccccc1-2,1,0,1,0.0,1.0,1.0,False
c1ccc(C2OCc3ccccc32)cc1,3,0,3,0.0,1.0,1.0,False
c1ccc(OCCCN2CCC(c3noc4ccccc34)CC2)cc1,1,0,1,0.0,1.0,1.0,False
c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1,1,0,1,0.0,1.0,1.0,False
O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21,2,0,2,0.0,1.0,1.0,False
O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,6,0,6,0.0,1.0,1.0,False
O=C1CCCCOC(=O)C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H],2,0,2,0.0,1.0,1.0,False
c1cc2c3c(c[nH]c3c1)C[C@H]1NCCC[C@H]21,1,0,1,0.0,1.0,1.0,False
O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,1,0,1,0.0,1.0,1.0,False
O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,2,0,2,0.0,1.0,1.0,False
N=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cscn1,1,0,1,0.0,1.0,1.0,False
O=C(Nc1ccc2[nH]cc(Cc3ccc(C(=O)NS(=O)(=O)c4ccccc4)c,1,0,1,0.0,1.0,1.0,False
O=C1OCC(c2ccccc2)=C1c1ccccc1,1,0,1,0.0,1.0,1.0,False
O=C(Nc1ccc2c(c1)CCCC2)c1ccccc1,1,0,1,0.0,1.0,1.0,False
c1ccc(OCCNCCc2ccc3c(c2)CCN3)cc1,1,0,1,0.0,1.0,1.0,False
O=S(=O)(Nc1ccccn1)c1ccccc1,1,0,1,0.0,1.0,1.0,False
C1=CC2=CCCC[C@@H]2CC1,2,0,2,0.0,1.0,1.0,False
O=C(c1ccccc1)c1ccc2[nH]cnc2c1,1,0,1,0.0,1.0,1.0,False
C=C1c2ccccc2C=Cc2ccccc21,2,0,2,0.0,1.0,1.0,False
c1ccc2c(c1)C1CCC2c2ccccc21,2,0,2,0.0,1.0,1.0,False
C1C2CC3CC1CC(C2)C3,3,0,3,0.0,1.0,1.0,False
C1=C[C@@]23CCNCc4cccc(c42)O[C@H]3CC1,1,0,1,0.0,1.0,1.0,False
O=C(NCC1CCCCN1)c1ccccc1,2,0,2,0.0,1.0,1.0,False
c1ccc2c(c1)CCC(CCNCCC1CCc3ccccc3O1)O2,2,0,2,0.0,1.0,1.0,False
c1ccc(C(c2ccccc2)N2CCNCC2)cc1,2,0,2,0.0,1.0,1.0,False
O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,3,0,3,0.0,1.0,1.0,False
O=c1c2ccccc2c(Cc2ccccc2)nn1C1CCCNCC1,2,0,2,0.0,1.0,1.0,False
O=C(c1ccccc1)c1coc2ccccc12,2,0,2,0.0,1.0,1.0,False
O=C(CCc1ccccc1)c1ccccc1,2,0,2,0.0,1.0,1.0,False
O=C(Nc1ccccc1)c1ccccc1,1,0,1,0.0,1.0,1.0,False
O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2,1,0,1,0.0,1.0,1.0,False
c1ccc2c3c([nH]c2c1)COCC3,1,0,1,0.0,1.0,1.0,False
O=C1C[C@H]2CC(S[C@H]3CCNC3)=CN12,2,0,2,0.0,1.0,1.0,False
O=C1OCCN1c1ccc(N2CCOCC2)cc1,1,0,1,0.0,1.0,1.0,False
c1cnccn1,3,0,3,0.0,1.0,1.0,False
c1ccc(SCSc2ccccc2)cc1,1,0,1,0.0,1.0,1.0,False
O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C=CCS[C@H]12,2,0,2,0.0,1.0,1.0,False
O=c1ccc(-c2ccncc2)c[nH]1,1,0,1,0.0,1.0,1.0,False
C1=Cc2ccccc2C(=C2CCNCC2)c2ccccc21,2,0,2,0.0,1.0,1.0,False
c1ccc(CNc2ccccn2)cc1,1,0,1,0.0,1.0,1.0,False
c1ccc(COc2ccccc2)cc1,3,0,3,0.0,1.0,1.0,False
O=S(=O)(Nc1nccs1)c1ccccc1,1,0,1,0.0,1.0,1.0,False
c1ccc(NCc2ccco2)cc1,1,0,1,0.0,1.0,1.0,False
O=c1ccn(C2CC2)c2cc(N3C[C@@H]4CCCN[C@@H]4C3)ccc12,1,0,1,0.0,1.0,1.0,False
c1ccc(CCCNCCc2ccccc2)cc1,1,0,1,0.0,1.0,1.0,False
c1ccc(/N=N/c2ccccc2)cc1,1,0,1,0.0,1.0,1.0,False
c1ccc(CCOCC2CC2)cc1,2,0,2,0.0,1.0,1.0,False
c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,4,0,4,0.0,1.0,1.0,False
O=C1C[C@H](c2ccccc2)Sc2ccccc2N1,1,0,1,0.0,1.0,1.0,False
O=S(=O)(Nc1ccccn1)c1ccc(/N=N/c2ccccc2)cc1,1,0,1,0.0,1.0,1.0,False
c1ccc(CCCCNCCc2ccccc2)cc1,1,0,1,0.0,1.0,1.0,False
c1ccc(Cc2cncnc2)cc1,1,0,1,0.0,1.0,1.0,False
N=c1[nH]ncs1,1,0,1,0.0,1.0,1.0,False
c1ccc2scnc2c1,1,0,1,0.0,1.0,1.0,False
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1,0,1,0.0,1.0,1.0,False
O=C(CCS(=O)(=O)c1ccccc1)Nc1ccccc1,1,0,1,0.0,1.0,1.0,False
O=C1NC(=O)C(Cc2ccc(OCC3CCc4ccccc4O3)cc2)S1,1,0,1,0.0,1.0,1.0,False
O=C1NCc2cncn2-c2ccccc21,1,0,1,0.0,1.0,1.0,False
c1ccc2c(c1)Cc1ccccc1N1CCNCC21,1,0,1,0.0,1.0,1.0,False
O=c1cc[nH]c2cc(N3CCNCC3)ccc12,1,0,1,0.0,1.0,1.0,False
O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,3,0,3,0.0,1.0,1.0,False
O=C(c1ccccc1)n1ccc2ccccc21,1,0,1,0.0,1.0,1.0,False
O=c1cc[nH]c2ncccc12,1,0,1,0.0,1.0,1.0,False
c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,1,0,1,0.0,1.0,1.0,False
O=C(NCc1ccccc1)[C@@H]1CCN1C(=O)CC1CCCCC1,1,0,1,0.0,1.0,1.0,False
O=S(=O)(Nc1ccno1)c1ccccc1,1,0,1,0.0,1.0,1.0,False
O=S(=O)(Nc1cccnn1)c1ccccc1,1,0,1,0.0,1.0,1.0,False
c1ccc(Nc2ccccc2)cc1,4,0,4,0.0,1.0,1.0,False
c1ccc(Cn2ccnc2)cc1,2,0,2,0.0,1.0,1.0,False
O=C1CCC[C@@H](CC[C@H]2CC=CC3=CCCC[C@@H]32)O1,2,0,2,0.0,1.0,1.0,False
c1ccc2nc3c(cc2c1)CCCC3,2,0,2,0.0,1.0,1.0,False
c1ccc(COC(Cn2ccnc2)c2ccccc2)cc1,4,0,4,0.0,1.0,1.0,False
O=C1CCCCCCCCCCCC2CCC[C@H](C[C@@H](O[C@H]3CCCCO3)/C,1,0,1,0.0,1.0,1.0,False
c1ccc2cnncc2c1,1,0,1,0.0,1.0,1.0,False
c1nsnc1N1CCOCC1,1,0,1,0.0,1.0,1.0,False
O=C1CCCC1,1,0,1,0.0,1.0,1.0,False
O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2,1,0,1,0.0,1.0,1.0,False
c1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,1,0,1,0.0,1.0,1.0,False
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc2N1,2,0,2,0.0,1.0,1.0,False
c1ccc2ncccc2c1,4,0,4,0.0,1.0,1.0,False
O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OC(=O)N4CCC(N5CCCC,1,0,1,0.0,1.0,1.0,False
c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1,4,0,4,0.0,1.0,1.0,False
c1ncc2ncn([C@H]3CCCO3)c2n1,6,0,6,0.0,1.0,1.0,False
c1ccc(CCc2ccccc2)cc1,1,0,1,0.0,1.0,1.0,False
O=C(c1ccccc1)c1ccc2n1CCC2,1,0,1,0.0,1.0,1.0,False
c1ccncc1,5,0,5,0.0,1.0,1.0,False
O=C1OC[C@@H]2Cc3cc4c(cc3[C@@H](c3ccccc3)[C@@H]12)O,1,0,1,0.0,1.0,1.0,False
O=C1Nc2cccnc2N(C2CC2)c2ncccc21,1,0,1,0.0,1.0,1.0,False
c1ccc(OCCCCCOc2ccccc2)cc1,2,0,2,0.0,1.0,1.0,False
O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1,1,0,1,0.0,1.0,1.0,False
O=C(c1ccccc1)c1cccs1,1,0,1,0.0,1.0,1.0,False
O=C1CCC(c2ccccc2)C(=O)N1,1,0,1,0.0,1.0,1.0,False
O=C(NCCCNc1ncc2ccccc2n1)C1CCCO1,2,0,2,0.0,1.0,1.0,False
O=C1C=CC2[C@H]3CCC4CCC[C@H]4[C@@H]3CC[C@H]2N1,1,0,1,0.0,1.0,1.0,False
O=C1c2ccccc2C(=O)C1c1ccccc1,1,0,1,0.0,1.0,1.0,False
c1ccc(Nc2ccncc2)cc1,1,0,1,0.0,1.0,1.0,False
O=C1[C@H](CCCc2ccccc2)[C@@H](c2ccccc2)N1c1ccccc1,1,0,1,0.0,1.0,1.0,False
O=C1CC(=O)OCC2OC(=O)N(CCCCn3cnc(-c4cccnc4)c3)[C@@H,1,0,1,0.0,1.0,1.0,False
c1ccc(C2CC2)cc1,1,0,1,0.0,1.0,1.0,False
c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1.c1ccc(C[SH+]c2nc3,1,0,1,0.0,1.0,1.0,False
c1ccc(C(COc2ncccn2)c2ccccc2)cc1,1,0,1,0.0,1.0,1.0,False
O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,1,0,1,0.0,1.0,1.0,False
O=c1ccnc(NC2CCN(c3nc4ccccc4n3Cc3ccccc3)CC2)[nH]1,1,0,1,0.0,1.0,1.0,False
c1ccc2c(c1)ccc1ccccc12,1,0,1,0.0,1.0,1.0,False
C1=CC2CC1CC2C(CCN1CCCCC1)c1ccccc1,1,0,1,0.0,1.0,1.0,False
O=c1c2ccccc2oc2ncccc12,1,0,1,0.0,1.0,1.0,False
c1ccsc1,1,0,1,0.0,1.0,1.0,False
c1ccc(-c2ncoc2-c2ccccc2)cc1,1,0,1,0.0,1.0,1.0,False
c1ccc(-c2ccccc2-c2nnn[nH]2)cc1,1,0,1,0.0,1.0,1.0,False
O=C1Cc2ccccc2Nc2ccccc21,1,0,1,0.0,1.0,1.0,False
O=C(Nc1ccc(C(=O)N2CCCCc3ccccc32)cc1)c1ccccc1,1,0,1,0.0,1.0,1.0,False
C1CCNCC1,1,0,1,0.0,1.0,1.0,False
C=C(c1ccccc1)c1ccc2c(c1)CCCC2,1,0,1,0.0,1.0,1.0,False
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,1,0,1,0.0,1.0,1.0,False
C=C(C(=C)c1ccccc1)c1ccccc1,1,0,1,0.0,1.0,1.0,False
O=C(Cc1ccccc1)NC1C(=O)N2C=C(CSc3nnn[nH]3)CO[C@H]12,1,0,1,0.0,1.0,1.0,False
O=C1C=CC(=O)C(Cc2ccccc2)=C1,1,0,1,0.0,1.0,1.0,False
O=c1ccn([C@H]2C=CCO2)c(=O)[nH]1,1,0,1,0.0,1.0,1.0,False
O=C(CNS(=O)(=O)c1cccc2c1NCCC2)N1CCCCC1,1,0,1,0.0,1.0,1.0,False
O=C1CCO[C@H]2O[C@@H]3CCCC[C@H]3OC12,1,0,1,0.0,1.0,1.0,False
O=C(CNCCCc1ccccc1)N1CC[C@@H]2CCC[C@@H]21,1,0,1,0.0,1.0,1.0,False
O=C(NC1CCNCC1)c1cccc2c1OCC2,2,0,2,0.0,1.0,1.0,False
O=C(CCCN1CCCC1)c1ccccc1,1,0,1,0.0,1.0,1.0,False
C1C[C@@H]2CCC3OO[C@@]24[C@@H](C1)CCO[C@@H]4O3,2,0,2,0.0,1.0,1.0,False
O=c1[nH]c2ccccc2o1,1,0,1,0.0,1.0,1.0,False
O=C1C=CC2C(=C1)CC[C@@H]1[C@@H]2CCC2C3OCO[C@@H]3C[C,3,0,3,0.0,1.0,1.0,False
C1CC[NH+]([C@@H]2CC[C@@H]3CC[C@H]4[C@@H]5C[C@H]([N,1,0,1,0.0,1.0,1.0,False
O=S(=O)(N[C@@H]1CCc2[nH]c3ccccc3c2C1)c1ccccc1,1,0,1,0.0,1.0,1.0,False
c1ccc(COc2ccc(Nc3ccnc4ccccc34)cc2)nc1,1,0,1,0.0,1.0,1.0,False
O=C1CCO1,1,0,1,0.0,1.0,1.0,False
O=C1CCCC(=O)C1C(=O)c1ccccc1,1,0,1,0.0,1.0,1.0,False
O=C(CCc1c[nH]c2ccccc12)NCC(=O)NCC(=O)NCCc1ccccc1,1,0,1,0.0,1.0,1.0,False
c1ccc2c(c1)[nH]c1ccccc12,1,0,1,0.0,1.0,1.0,False
O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2C3OCO[C@@H]3C[C@H]21,3,0,3,0.0,1.0,1.0,False
c1cn[nH]c1,1,0,1,0.0,1.0,1.0,False
C1=C(/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2=CCCCC,1,0,1,0.0,1.0,1.0,False
O=C1CCCN1,1,0,1,0.0,1.0,1.0,False
c1ccc2c(C3CCNCC3)c[nH]c2c1,2,0,2,0.0,1.0,1.0,False
O=C1CNC(=O)N1c1ccccc1,1,0,1,0.0,1.0,1.0,False
c1cc(-c2ccc3ccccc3c2)cc(C23CC4CC(CC(C4)C2)C3)c1,1,0,1,0.0,1.0,1.0,False
c1ccc(N2CCN(CCCOc3cccc4ccccc34)CC2)cc1,1,0,1,0.0,1.0,1.0,False
c1ccc(CSC(Cn2ccnc2)c2ccccc2)cc1,1,0,1,0.0,1.0,1.0,False
O=S(=O)(Nc1nncs1)c1ccccc1,1,0,1,0.0,1.0,1.0,False
O=C1N[C@@H](Cc2ccc3[nH]ccc3c2)CO1,1,0,1,0.0,1.0,1.0,False
O=C1CCN2CCc3ccccc3C2C1,1,0,1,0.0,1.0,1.0,False
c1csc(COc2cccc3ccccc23)c1,2,0,2,0.0,1.0,1.0,False
c1ccc(CCC(Cn2ccnc2)Sc2ccccc2)cc1,2,0,2,0.0,1.0,1.0,False
O=c1ccc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,1,0,1,0.0,1.0,1.0,False
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,1,0,1,0.0,1.0,1.0,False
O=S(=O)(Nc1ccncn1)c1ccccc1,1,0,1,0.0,1.0,1.0,False
O=C1CC=NN1c1ccccc1,1,0,1,0.0,1.0,1.0,False
c1ccc(CN2CCc3sccc3C2)cc1,4,0,4,0.0,1.0,1.0,False
c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1O2,1,0,1,0.0,1.0,1.0,False
O=c1cc[nH]c2nc(N3CCNCC3)ccc12,1,0,1,0.0,1.0,1.0,False
C(=C1c2ccccc2-c2ccccc21)c1ccccc1,1,0,1,0.0,1.0,1.0,False
C1CCCC1,1,0,1,0.0,1.0,1.0,False
O=C(NC1CC2CCCC(C1)N2)c1n[nH]c2ccccc12,1,0,1,0.0,1.0,1.0,False
C(=C\c1cncn1Cc1ccccc1)\Cc1cccs1,1,0,1,0.0,1.0,1.0,False
c1ccc2c(CC3CCCCN3)ccnc2c1,1,0,1,0.0,1.0,1.0,False
c1cc(N2CCCCC2)nc[nH+]1,1,0,1,0.0,1.0,1.0,False
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,1,0,1,0.0,1.0,1.0,False
c1ccc(CCNCCc2ccccc2)cc1,1,0,1,0.0,1.0,1.0,False
O=c1nccc[nH]1,2,0,2,0.0,1.0,1.0,False
O=C(Nc1cc2ccc(O[C@H]3CCCCO3)cc2oc1=O)c1ccccc1,1,0,1,0.0,1.0,1.0,False
O=C(NCCc1ccccc1)C1CCCCC1,1,0,1,0.0,1.0,1.0,False
c1ccc(Cc2c[nH]cn2)cc1,1,0,1,0.0,1.0,1.0,False
O=C(O[C@H]1CC[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C,1,0,1,0.0,1.0,1.0,False
O=C1C[C@H]2CC=CN12,1,0,1,0.0,1.0,1.0,False
O=C1CN2Cc3ccccc3N=C2N1,1,0,1,0.0,1.0,1.0,False
O=C(COc1ccccc1)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)CN1C,1,0,1,0.0,1.0,1.0,False
c1ccc(OCCNCCCOc2cccc3[nH]c4ccccc4c23)cc1,1,0,1,0.0,1.0,1.0,False
c1ccc2c(c1)N=C(N1CCNCC1)c1ccsc1N2,1,0,1,0.0,1.0,1.0,False
C=C1CCC[C@@H]1n1cnc2c(=O)[nH]cnc21,1,0,1,0.0,1.0,1.0,False
N=C(C(=O)N[C@H]1CNC1=O)c1cscn1,1,0,1,0.0,1.0,1.0,False
O=C1Nc2ccccc2CC[C@@H]1NCCCc1ccccc1,1,0,1,0.0,1.0,1.0,False
