molecule_chembl_id,pref_name,canonical_smiles,molecular_weight,alogp,hbd,hba,psa,num_rings,synonyms
CHEMBL773,GLYCINE,NCC(=O)O,75.07,-0.97,2.0,2.0,63.32,1.0,FEMA NO. 3287|Glicina|Glycine|Glycine|Glycine|Glycine|Glycine|Glycolixir|NSC-25936
CHEMBL776,METAPROTERENOL,CC(C)NCC(O)c1cc(O)cc(O)c1,211.26,1.13,4.0,4.0,72.72,4.0,Orciprenalina|Orciprenaline|Orciprenaline|Orciprenaline
CHEMBL777,CLAVULANIC ACID,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,199.16,-1.10,2.0,4.0,87.07,2.0,Acide clavulanique|Acido clavulanico|BRL 14151|BRL-14151|Clavulanate|Clavulanic acid|Clavulanic acid|RX-10100|Serdaxin
CHEMBL778,DEXMEDETOMIDINE,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,200.28,3.18,1.0,1.0,28.68,2.0,"Dexmedetomidina|Dexmedetomidine|Dexmedetomidine|Dexmedetomidine|Dexmedetomidine|Dexmedetomidine|Dexmedetomidine|Medetomidine, (s)-|MPV-1440"
CHEMBL779,TADALAFIL,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,389.41,2.21,1.0,4.0,74.87,1.0,Adcirca|Adcirca (previously tadalafil lilly)|Chewtadzy|Chewtadzy|Cialis|IC-351|IC351|LY-450190|LY450190|NSC-750236|NSC-759172|Tadalafil|Tadalafil|Tadalafil|Tadalafil|Tadalafil|Tadalafil|Tadalafil|Tadalafil|Tadalafil|Tadalafil|Tadalafil|Tadalafil component of entadfi|Tadalafil component of opsynvi|Tadalafil lilly|Tadalafil mylan|Tadalafil mylan|Tadalafilo|Tadliq|Talmanco (previously tadalafil generics)|Trans-tadalafil
CHEMBL33986,BUTORPHANOL,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,327.47,3.37,2.0,3.0,43.70,2.0,Butorfanol|Butorphanol|Butorphanol|Butorphanol|Butorphanol|Butorphanol|Butorphanol|LEVO-BC-2627
CHEMBL780,PENTETIC ACID,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,393.35,-2.68,5.0,8.0,196.22,16.0,Acide pentetique|Acido pentetico|DTP-A|DTPA|Nanodtpa|NSC-7340|Pentetic acid|Pentetic acid|Pentetic acid|Pentetic acid|Pentetic acid|Pentetic acid|Pentetic acid component of nano-dtpa capsule  dtpa|Pentetic acid component of nanodtpa  dtpa|Pentetic acid component of nanodtpa zn-dtpa  dtpa
CHEMBL781,MAZINDOL,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,284.75,2.61,1.0,3.0,35.83,1.0,42-548|AN-448|Magrilon|Mazanor|Mazildene|Mazindol|Mazindol|Mazindol|Mazindol|Mazindol|Mazindol|Mazindol|Mazindol|Mazindol|Mazindol|Mazindol civ|SAH-42548|Sanorex|Terenac|Teronac
CHEMBL290106,BITHIONOL,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,356.06,5.86,2.0,3.0,40.46,2.0,Bithin|Bithionol|Bithionol|Bitionol|Lorothidol|NSC-47129
CHEMBL782,TOLBUTAMIDE,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,270.35,1.78,2.0,3.0,75.27,5.0,1-butyl-3-(p-tolylsulfonyl)urea|Arkozal|Butamide|Diabetamid|Glyconon|Ipoglicone|NSC-23813|NSC-87833|Orinase|Pramidex|Rastinon|Tolbutamida|Tolbutamide|Tolbutamide|Tolbutamide|Tolbutamide|Tolbutamide|Tolbutamide|Tolbutamide|Tolbutamidum|Willbutamide
CHEMBL783,NATEGLINIDE,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,317.43,3.26,2.0,2.0,66.40,6.0,A-4166|AY-4166|AY4166|DJN 608|DJN-608|D-nateglinide|Nateglinida|Nateglinide|Nateglinide|Nateglinide|Nateglinide|Nateglinide|Nateglinide|Nateglinide|Nateglinide|Nateglinide|Nateglinide|Nateglinide|Nateglinide|NSC-758695|SDZ DJN 608|SDZ-DJN-608|Senaglinide|Starlix|Starsis|Trazec
CHEMBL32479,BROTIZOLAM,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,393.70,4.40,0.0,5.0,43.07,1.0,Brotizolam|Brotizolam|Brotizolam|Brotizolam|Brotizolam|Brotizolam|Brotizolam|Lendorm|Lendormin|Mederantil|Nimbisan|Sintonal|WE 941|WE-941|WE-941-BS
CHEMBL786,TAMOXIFEN CITRATE,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,563.65,6.00,0.0,2.0,12.47,8.0,"Emblon|Fentamox 10|Fentamox 20|ICI 46,474|ICI-46474|I.C.I.46474 CITRATE|Kentadex|Kessar|Kessar 10|Kessar 20|Noltam|Nolvadex|Nolvadex d|Nolvadex fte|Nourytam|NSC-180973|NSC-757345|Oestrifen-10|Oestrifen-20|Oestrifen-40|Soltamox|Tamofen|Tamofene|Tamoxifen citrate|Tamoxifen citrate|Tamoxifen citrate|Tamoxifen citrate|Tamoxifen citrate|Tamoxifen citrate|Tamoxifen citrate|Tamoxifen citrate|Tamoxifeni citras|Tomaxasta|Zemide|Zitazonium|Zynoplex"
CHEMBL787,MONTELUKAST,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,586.20,8.95,2.0,4.0,70.42,12.0,Brondilat|Montelukast|Montelukast|Montelukast|Montelukast|Montelukast|Montelukast|Singulair
CHEMBL788,IDOXURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,354.10,-1.22,3.0,6.0,104.55,2.0,5-IUDR|5IUDR|ALLERGAN-211|ALLERGAN211|Dendrid|Herplex|Idox|Idoxuridina|Idoxuridine|Idoxuridine|Idoxuridine|Idoxuridine|Idoxuridine|Idoxuridine|Idoxuridinum|Joddeoxiuridin|Kerecid|NSC-39661|Ophthalmadine|SK&F 14287|SK&F-14287|Stoxil
CHEMBL36506,NOVOBIOCIN,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,612.63,3.63,5.0,11.0,200.01,8.0,Albamycin t|Cathomycin|Novobiocin|Novobiocin|Novobiocin|Novobiocin|Novobiocin|Novobiocin|Novobiocina|Novobiocine
CHEMBL152,CIDOFOVIR ANHYDROUS,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,279.19,-1.66,4.0,7.0,147.90,6.0,Anhydrous cidofovir|Bbs-1067|Bmy-28167|Cidofovir anhydrous|Hpmpc
CHEMBL790,CHLORHEXIDINE,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,505.46,4.18,10.0,4.0,167.58,9.0,Avagard|Chlorhexadine|Chlorhexidine|Chlorhexidine|Chlorhexidine|Chlorhexidine|Chlorhexidine|Chlorhexidine|Clorhexidina|Dentisept|Merfen-incolore
CHEMBL32800,FENOTEROL,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,303.36,2.06,5.0,5.0,92.95,6.0,Airum|Berodual|Berodual n|Berotec|Berotec 100|Berotec 200|Dosberotec|Duovent|Fenoterol|Fenoterol|Fenoterol|Fenoterol|Fenoterol|Fenoterol|Fenoterol hbr|Fenoterol hydrobromide|Fenoterol hydrobromide|NSC-757811|Partusisten|TH-1165|TH 1165A|TH-1165A|TH 1165A [AS HYDROBROMIDE SALT]|TH 1165A FREE BASE|TH-1165A FREE BASE
CHEMBL796,METHYLPHENIDATE,COC(=O)C(c1ccccc1)C1CCCCN1,233.31,2.09,1.0,3.0,38.33,3.0,Cotempla xr-odt|Daytrana|Methylphenidate|Methylphenidate|Methylphenidate|Methylphenidate|Methylphenidate|Methylphenidate|Methylphenidate|Methylphenidate extended release|Metilfenidato|Prc-063|Threo-dl-methylphenidate
CHEMBL285674,ESTAZOLAM,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,294.75,3.27,0.0,4.0,43.07,1.0,ABBOTT-47631|Estazolam|Estazolam|Estazolam|Estazolam|Estazolam|Estazolam|Estazolam|Estazolam|Estazolam|Estazolam civ|Eurodin|NSC-290818|Prosom
CHEMBL797,PHENSUXIMIDE,CN1C(=O)CC(c2ccccc2)C1=O,189.21,1.16,0.0,2.0,37.38,1.0,1-methyl-3-phenylsuccinimide|Epimid|Fensuximida|Lifene|Milontin|Milonton|Mirontin|N-methyl-3-phenylpyrrolidinedione|NSC-760079|Phensuximid|Phensuximide|Phensuximide|Phensuximide|Phensuximide|PM-334|Racemic phensuximide|Succitimal
CHEMBL34259,METHOTREXATE,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,454.45,0.27,5.0,10.0,210.54,9.0,"ADX-2191|Amethopterin|CL 14377|CL-14377|D-amethopterin|D-methotrexate|Ebetrex|EMT-25299|Emtexate high-pot|Emtexate pf|Jylamvo|Jylamvo|Maxtrex|Methotrexate|Methotrexate|Methotrexate|Methotrexate|Methotrexate|Methotrexate|Methotrexate|Methotrexate|Methotrexate|Methotrexate|Methotrexate|Methotrexate, d-|Methotrexate, (r)-|Methotrexatum|Methylaminopterin|Metoject|Metotrexato|Nordimet|NSC-740|Otrexup|Otrexup pfs|R-9985|Rasuvo|Reditrex|(r)-methotrexate|R-methotrexate|Zlatal"
CHEMBL284092,GEPIRONE,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,359.47,1.55,0.0,6.0,69.64,6.0,Ariza|BMY-13805|Gepirona|Gepirone|Gepirone|Gepirone|Mj-13805|ORG-13011|ORG-33062 FREE BASE|Variza
CHEMBL799,CILOSTAZOL,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,369.47,3.46,1.0,6.0,81.93,7.0,Cilostazol|Cilostazol|Cilostazol|Cilostazol|Cilostazol|Cilostazol|Cilostazol|Cilostazol|Cilostazol|Cilostazol|Cilostazol|NSC-758936|OPC-13013|OPC-21|Pletal
CHEMBL802,MINOXIDIL,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],209.25,-0.13,2.0,5.0,95.11,1.0,"Alopexil|Alostil|Loniten|Lonolox|Men's rogaine|Minodyl|Minoxidil|Minoxidil|Minoxidil|Minoxidil|Minoxidil|Minoxidil|Minoxidil|Minoxidil|Minoxidil|Minoxidil|Minoxidil|Minoxidil extra strength (for men)|Minoxidil (for men)|Minoxidil (for women)|Minoximen|Mintop|Normoxidil|NSC-757106|Pierminox|Prexidil|Regaine for men|Regaine for women|Riup|Rogaine|Rogaine extra strength (for men)|Rogaine (for men)|Rogaine (for women)|Theroxidil|Tricoxidil|U-10,858|U-10858|Women's rogaine"
CHEMBL154,NAPROXEN,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,230.26,3.04,1.0,2.0,46.53,3.0,Arthrosin 250|Arthrosin 250 ec|Arthrosin 500|Arthrosin 500 ec|Condrotec|Ec-naprosyn|Feminax ultra|Grenoxal|Kenosyn|Laraflex|Napratec op|Naprosyn|Naprosyn 375|Naprosyn ec|Naproxen|Naproxen|Naproxen|Naproxen|Naproxen|Naproxen|Naproxen|Naproxen|Naproxen|Naproxen|Naproxen|NAPROXEN COMPONENT OF PN400|Naproxen component of vimovo|Naproxene|Naproxeno|NSC-750183|NSC-757239|Nycopren|Pranoxen continus|Prosaid|Rheuflex 250|Rheuflex 500|Rimoxyn|RS-3540|Stirlescent|Timpron|Timpron 250 ec|Timpron 500 ec|Valrox
CHEMBL416956,MEFLOQUINE,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,378.32,4.45,2.0,3.0,45.15,2.0,"GNF-Pf-5544|Mefaquin|Mefloquina|Mefloquine|Mefloquine|Mefloquine|Mefloquine|Mefloquine|Mefloquine|NSC-758233|RO 21-5998|RO-215998|WR 142,490"
CHEMBL803,CYTARABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,243.22,-2.56,4.0,8.0,130.83,2.0,"Alexan|Alexan 100|Arabinocytosine|Arabinosyl cytosine|Ara-c|Ara-cytidine|Aracytidine|Aracytin|Aracytine|Citarabina|Cytarabine|Cytarabine|Cytarabine|Cytarabine|Cytarabine|Cytarabine|Cytarabine|Cytarabine|Cytarabine|Cytarabine|Cytarabine|Cytarabine|Cytarabine component of vyxeos|Cytarabine liposome|Cytarabinoside|Cytarabinum|Cytosar|Cytosar-u|Depocyt|Depocyte|NSC-287459|Spongocytidine|Tarabine pfs|U-19,920|U-19920|U 19920a"
CHEMBL806,FLUTAMIDE,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,276.21,3.21,1.0,3.0,72.24,3.0,Chimax|Drogenil|Eulexin|Flutamida|Flutamide|Flutamide|Flutamide|Flutamide|Flutamide|Flutamide|Flutamide|Flutamide|Flutamide|Flutamide|Flutamide|NSC-215876|SCH 13521|SCH-13521
CHEMBL807,MEMANTINE,CC12CC3CC(C)(C1)CC(N)(C3)C2,179.31,2.69,1.0,1.0,26.02,0.0,D-145|DRG-0267|Memantina|Memantine|Memantine|Memantine|NSC-757843
CHEMBL808,ECONAZOLE,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,381.69,5.80,0.0,3.0,27.05,6.0,Econazol|Econazole|Econazole|Econazole|Econazole|Econazole|Econazole|NSC-187789
CHEMBL809,SERTRALINE,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,306.24,5.18,1.0,1.0,12.03,2.0,Sertralina|Sertraline|Sertraline|Sertraline|Sertraline|Sertraline
CHEMBL810,TEMOZOLOMIDE,Cn1nnc2c(C(N)=O)ncn2c1=O,194.15,-2.08,1.0,7.0,108.17,1.0,CCRG-81045|M-39831|M&B 39831|M&B-39831|Methazolastone|Mk-7365|NSC-362856|SCH 52365|SCH-52365|Temodal|Temodar|Temomedac|Temozolomida|Temozolomide|Temozolomide|Temozolomide|Temozolomide|Temozolomide|Temozolomide|Temozolomide|Temozolomide|Temozolomide|Temozolomide|Temozolomide|Temozolomide|Temozolomide accord|Temozolomide hexal|Temozolomide sandoz|Temozolomide sun|Temozolomide teva
CHEMBL811,BROMPHENIRAMINE,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,319.25,3.93,0.0,2.0,16.13,5.0,Bpn|Bromfed|Bromfenex|Bromfeniramina|Brompheniramine|Brompheniramine|Brompheniramine|Brompheniramine|Brotane|Dimetapp|Lodrane
CHEMBL37744,ZIMELDINE,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,317.23,3.84,0.0,2.0,16.13,4.0,Cis-zimelidine|Normud|Zelmid|Zimeldina|Zimeldine|Zimeldine|Zimeldine|Zimelidine
CHEMBL812,PYRIDOSTIGMINE BROMIDE,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],261.12,0.57,0.0,2.0,33.42,1.0,Bromure de pyridostigmine|Bromuro de piridostigmina|Kalimin|Kalymin|Mestinon|Mestinon 10|Mestinon ret|NSC-679759|NSC-758435|Pyridostigmine bromide|Pyridostigmine bromide|Pyridostigmine bromide|Pyridostigmine bromide|Pyridostigmine bromide|Pyridostigmine bromide|Pyridostigmini bromidum|Regonal|Regonol|RO-1-5130
CHEMBL813,EPROSARTAN,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,424.52,4.74,2.0,5.0,92.42,10.0,Eprosartan|Eprosartan|Eprosartan|Eprosartan|Eprosartan|Eprosartan|Eprosartan|SK-108566|SK&F 108566|SK&F-108566|Teveten
CHEMBL289469,GRANISETRON,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,312.42,2.32,1.0,4.0,50.16,2.0,APF-530|APF530|BRL 43694|BRL-43694|Granisetron|Granisetron|Granisetron|Granisetron|Granisetron|Granisetron|Granisetron|Granisetron|Granisetron|Granisetron|Granisetron|LY-278584|Sancuso|Sustol
CHEMBL814,FLUVOXAMINE,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,318.34,3.20,1.0,4.0,56.84,9.0,Fluvoxamina|Fluvoxamine|Fluvoxamine|Fluvoxamine|Fluvoxamine|Fluvoxamine|N06AB08
CHEMBL441738,AFAMELANOTIDE,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C,1646.87,,,,,,"Afamelanotida|Afamelanotide|Afamelanotide|Afamelanotide|Afamelanotide|Afamelanotide|Afamelanotide|CUV-1647|CUV1647|Melanotan|Melanotan-1|Melanotan i|Ndp-alpha-msh|(nle4,d-phe7)-.alpha.-msh|Scenesse"
CHEMBL815,DINOPROST,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,354.49,3.04,4.0,4.0,97.99,12.0,"Dinoprost|Dinoprost|Dinoprost|Dinoprost|Dinoprost|Pgf2a|Pgf2.alpha.|Pgf2alpha|Prosmon|Prostaglandin f2-alpha|Prostaglandin f2.alpha.|Prostaglandin f2.alpha.|Prostaglandin f2alpha|U-14,583|U-14583"
CHEMBL39736,BUFORMIN,CCCCNC(=N)NC(=N)N,157.22,-0.21,5.0,2.0,97.78,3.0,Buformin|Buformin|Buformin|Buformina|Buformine|Buformin hydrochloride|DBV|W 37|W-37
CHEMBL38827,LUMEFANTRINE,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,528.95,9.15,1.0,2.0,23.47,10.0,Benflumelol|Benflumetol|CPG-56695|Dl-benflumelol|GNF-PF-1971|Lumefantrina|Lumefantrine|Lumefantrine|Lumefantrine|Lumefantrine|Lumefantrine|Lumefantrine|Lumefantrine|Lumefantrine|Lumefantrine component of coartem|Lumefantrinum
CHEMBL817,TOLAZAMIDE,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,311.41,1.77,2.0,4.0,78.51,3.0,NSC-70762|Tolazamida|Tolazamide|Tolazamide|Tolazamide|Tolazamide|Tolazamide|Tolazamide|Tolazamide|Tolazamide|Tolazamide|Tolinase|U-17835
CHEMBL818,IOBENGUANE,N=C(N)NCc1cccc(I)c1,275.09,1.27,3.0,1.0,61.90,2.0,Iobenguane|Iobenguane|Iobenguane (127-i)
CHEMBL819,OXACILLIN,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,401.44,1.90,2.0,6.0,112.74,4.0,Oxacilina|Oxacillin|Oxacillin|Oxacillin|Oxacillin|Oxacillin|Oxacilline|Oxazocilline
CHEMBL290960,NIFURTIMOX,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,287.30,0.64,0.0,7.0,106.02,3.0,BAY 2502|BAY-2502|BAY A2502|BAY-A2502|BAYER 2502|BAYER-2502|DNDI1613515|Lampit|Nifurtimox|Nifurtimox|Nifurtimox|Nifurtimox|Nifurtimox|Nifurtimox|Nifurtimox|Nifurtimox|Nifurtimoxum
CHEMBL820,BUSULFAN,CS(=O)(=O)OCCCCOS(C)(=O)=O,246.31,-0.28,0.0,6.0,86.74,7.0,Busilvex|Busulfan|Busulfan|Busulfan|Busulfan|Busulfan|Busulfan|Busulfan|Busulfan|Busulfan|Busulfan|Busulfan|Busulfan fresenius kabi|Busulfano|Busulfanum|Busulfex|Leucosulfan|Myelosan|Myelosanum|Myleran|NCI-C01592|NSC-750|Sulphabutin
CHEMBL821,GUANIDINE,N=C(N)N,59.07,-1.16,3.0,1.0,75.89,0.0,Guanidine|Guanidine
CHEMBL822,TERBINAFINE,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,291.44,4.88,0.0,1.0,3.24,4.0,Lamasil|Lamisil|Lamisil at|SF 86-327|SF-86-327|TDT-067|Terbinafina|Terbinafine|Terbinafine|Terbinafine|Terbinafine|Terbinafine|Terbinafine|Terbinafine|Terbinafine component of osurnia
CHEMBL826,ENOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,320.32,0.66,2.0,6.0,87.46,3.0,AT-2266|CI-919|Comprecin|Enoxacin|Enoxacin|Enoxacin|Enoxacin|Enoxacin|Enoxacin|Enoxacin|Enoxacin|Enoxacin|Enoxacine|Enoxacino|Flumark|NSC-629661|NSC-758416|PD 107779|PD-107779|Penetrex
CHEMBL827,DEXMETHYLPHENIDATE,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,233.31,2.09,1.0,3.0,38.33,3.0,Dexmethylphenidate|Dexmethylphenidate|Dexmethylphenidate|Dexmetilfenidato|Methylphenidate d-threo-form
CHEMBL829,METHYLPROMAZINE,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,298.45,4.49,0.0,3.0,6.48,4.0,Alimemazina|Alimemazine|Alimemazine|BAYER-1219|Dl-trimeprazine|RP-6549|Trimeprazine|Trimeprazine
CHEMBL43128,PRIMAQUINE PHOSPHATE,COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O,455.34,2.78,2.0,4.0,60.17,6.0,Camden|Malquine|NSC-149765|Primaquine diphosphate|Primaquine phosphate|Primaquine phosphate|Primaquine phosphate|Primaquine phosphate|Primaquini diphosphas|WR 2975
CHEMBL830,EFLORNITHINE,NCCCC(N)(C(=O)O)C(F)F,182.17,-0.23,3.0,3.0,89.34,5.0,Eflornithine|Eflornithine|Eflornithine|Eflornithine|Eflornithine|Eflornitina
CHEMBL831,LOXAPINE,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,327.81,3.77,0.0,4.0,28.07,0.0,"Adasuve|CL 62,362|CL-62362|Loxapina|Loxapine|Loxapine|Loxapine|Loxapine|Loxapine|Loxapine|Loxapine|SUM 3170|SUM-3170"
CHEMBL832,SULFINPYRAZONE,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,404.49,3.80,0.0,3.0,63.68,6.0,Anturan|Anturane|NSC-75925|Sulfinpirazona|Sulfinpyrazone|Sulfinpyrazone|Sulfinpyrazone|Sulfinpyrazone|Sulfinpyrazone
CHEMBL288470,AMINOPYRINE,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,231.30,1.55,0.0,4.0,30.17,2.0,4-dimethylaminoantipyrine|Amidazophene|Amidopyrazoline|Aminofenazona|Aminophenazone|Aminophenazone|Aminopyrine|Aminopyrine|Brufaneuxol|Dereuma|Febron|Itamidone|Mamallet a|Netsusarin|NSC-4993
CHEMBL833,TICLOPIDINE,Clc1ccccc1CN1CCc2sccc2C1,263.79,3.96,0.0,2.0,3.24,2.0,Ticlopidina|Ticlopidine|Ticlopidine|Ticlopidine|Ticlopidine|Ticlopidine|Ticlopidin-puren
CHEMBL290916,EDARAVONE,CC1=NN(c2ccccc2)C(=O)C1,174.20,1.80,0.0,2.0,32.67,1.0,Antipyrine related compound a|C.i. developer 1|Colorex pmp|Developer z|Edaravona|Edaravone|Edaravone|Edaravone|Edaravone|Edaravone|Edaravone|Jarocol pmp|MCI-186|Norphenazone|NSC-12|NSC-26139|NSC-2629|Phenyl methyl pyrazolone|Radicava|Radicava ors|Radicut
CHEMBL834,PAMIDRONIC ACID,NCCC(O)(P(=O)(O)O)P(=O)(O)O,235.07,-1.66,6.0,4.0,161.31,4.0,Acide pamidronique|Acido pamidronico|Pamidronate|Pamidronic acid|Pamidronic acid|Pamidronic acid|Ribodroat
CHEMBL289480,RILMENIDINE,C1COC(NC(C2CC2)C2CC2)=N1,180.25,1.15,1.0,3.0,33.62,3.0,Hyperium|Rilmenidina|Rilmenidine|Rilmenidine|Rilmenidine
CHEMBL836,TAMSULOSIN,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,408.52,2.34,2.0,6.0,99.88,11.0,HGP-0412|HIP-1402|HIP1402|Tamsulon|Tamsulosin|Tamsulosin|Tamsulosin|Tamsulosin|Tamsulosin|Tamsulosina|Tamsulosine
CHEMBL158,AZTREONAM,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,435.44,-1.17,4.0,10.0,201.58,7.0,Azactam|Azonam|Aztreon|Aztreonam|Aztreonam|Aztreonam|Aztreonam|Aztreonam|Aztreonam|Aztreonam|Aztreonam|Aztreonam|Aztreonam|Aztreonam|Nebactam|NSC-646279|NSC-758913|Primbactam|SO 26776|SQ 26776|SQ-26776
CHEMBL44354,CEFTAZIDIME,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,546.59,-1.30,3.0,11.0,191.22,9.0,Ceftazidima|Ceftazidime|Ceftazidime|Ceftazidime|Ceftazidime|Ceftazidime|Ceftazidime|Ceftazidime|Ceftazidime|Ceftazidime|Ceftazidime|Ceftazidime|Ceftazidime anhydrous|Ceftazidime (arginine formulation)|Ceftazidime component of avycaz|Ceftazidime component of zavicefta|Ceftazidime hydrate|Ceftazidime pentahydrate|Ceftazidime pentahydrate|Ceftazidime pentahydrate|Ceftazidime pentahydrate|Ceptaz|Fortam|Fortaz|Fortum|GR 20263|GR-20263|J01DD07|Kefazim|LY 139381|LY-139381|NSC-759260|Pentacef|Tazicef|Tazidime
CHEMBL838,BENAZEPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,424.50,2.57,2.0,5.0,95.94,9.0,Benazepril|Benazepril|Benazepril|Benazepril|Benazepril|Benazepril sandoz|Briem|C09AA07|CGS-14824A|Cibacene|Cibacen ws|Forteekor|Lotrel
CHEMBL41355,EZOGABINE,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,303.34,3.59,3.0,4.0,76.38,5.0,AWD-21360|AWD21-360|D-23129|Ezogabine|Ezogabine|Ezogabine|Ezogabine|Ezogabine|GKE-841|GW-582892X|GW582892X|Potiga|Retigabina|Retigabine|Retigabine|Retigabine|Retigabine|Retigabine|Retigabine|Trobalt|WAY-143841|XEN-496|Xen496
CHEMBL288441,BOSUTINIB,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,530.46,5.19,1.0,8.0,82.88,9.0,Bosutinib|Bosutinib|Bosutinib|Bosutinib|Bosutinib|Bosutinib|SK-606|SKI-606
CHEMBL839,CARTEOLOL,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,292.38,1.70,3.0,4.0,70.59,5.0,Carteolol|Carteolol|Carteolol|Carteolol|Carteolol|Carteolol
