FEATURE_NAME,FEATURE_GROUP
"D1_LINCS_DN_['5583', '2042', '843', '23131', '54205', '51160', '64428', '51026', '375346', '4067', '2852', '4208', '6909', '695', '1662', '1029', '23368', '4638', '10810', '50865', '116832', '2769', '2770', '6777', '10668', '4616', '29916', '8835', '55958', '256364', '2356', '23522', '5796', '9653', '55556', '1123', '8503', '23378', '9183', '27032', '5708', '54438', '5985', '55011', '66008', '11151', '6443', '5468', '9126', '2887']",LINCS
"D1_LINCS_UP_['8550', '976', '23076', '29082', '8607', '9868', '11007', '26520', '8091', '831', '23210', '993', '23212', '22934', '51116', '23597', '1802', '26001', '1635', '1465', '10797', '5782', '11137', '79850', '80746', '10915', '9112', '23223', '2274', '8312', '595', '79071', '27242', '54881', '79080', '9533', '200734', '80758', '5743', '2195', '54733', '54512', '1846', '9221', '8061', '4860', '8870', '3628', '4609', '1848']",LINCS
"D1_LINCS_DN_['8550', '976', '23076', '29082', '8607', '9868', '11007', '26520', '8091', '831', '23210', '993', '23212', '22934', '51116', '23597', '1802', '26001', '1635', '1465', '10797', '5782', '11137', '79850', '80746', '10915', '9112', '23223', '2274', '8312', '595', '79071', '27242', '54881', '79080', '9533', '200734', '80758', '5743', '2195', '54733', '54512', '1846', '9221', '8061', '4860', '8870', '3628', '4609', '1848']",LINCS
"D1_LINCS_UP_['4638', '3725', '6657', '10610', '6659', '10398', '4208', '481', '3156', '23635', '780', '80212', '4582', '55793', '11230', '10451', '4792', '2817', '3398', '5547', '9961', '10320', '1891', '8440', '5836', '6676', '79006', '9170', '2548', '6342', '5627', '4817', '147179', '65123', '4783', '4125', '4851', '6919', '10513', '10273', '4303', '29911', '847', '2065', '11261', '2896', '57048', '57804', '3988', '1831']",LINCS
"D1_LINCS_DN_['4638', '3725', '6657', '10610', '6659', '10398', '4208', '481', '3156', '23635', '780', '80212', '4582', '55793', '11230', '10451', '4792', '2817', '3398', '5547', '9961', '10320', '1891', '8440', '5836', '6676', '79006', '9170', '2548', '6342', '5627', '4817', '147179', '65123', '4783', '4125', '4851', '6919', '10513', '10273', '4303', '29911', '847', '2065', '11261', '2896', '57048', '57804', '3988', '1831']",LINCS
"D1_LINCS_UP_['7099', '23212', '7074', '11200', '55033', '10046', '57048', '1870', '3416', '2624', '2736', '10320', '375346', '55127', '22823', '8985', '30', '54807', '2264', '595', '1213', '5357', '93594', '8837', '8678', '10606', '332', '80758', '10329', '835', '5480', '5331', '2954', '6839', '1633', '50865', '22934', '8270', '200081', '23636', '11065', '83743', '7159', '8324', '47', '991', '1616', '1062', '10775', '84159']",LINCS
"D1_LINCS_DN_['7099', '23212', '7074', '11200', '55033', '10046', '57048', '1870', '3416', '2624', '2736', '10320', '375346', '55127', '22823', '8985', '30', '54807', '2264', '595', '1213', '5357', '93594', '8837', '8678', '10606', '332', '80758', '10329', '835', '5480', '5331', '2954', '6839', '1633', '50865', '22934', '8270', '200081', '23636', '11065', '83743', '7159', '8324', '47', '991', '1616', '1062', '10775', '84159']",LINCS
"D1_LINCS_UP_['388650', '9915', '211', '2185', '9126', '23499', '7867', '84722', '5566', '9552', '79187', '9134', '2523', '2131', '8321', '9917', '1052', '958', '4232', '79080', '79006', '7016', '4616', '5048', '4998', '4931', '3925', '51024', '10049', '2958', '1891', '11044', '3454', '4313', '55893', '5696', '51282', '6659', '64943', '1500', '27336', '5985', '51026', '3312', '10059', '5770', '5708', '8550', '6832', '51382']",LINCS
"D1_LINCS_DN_['388650', '9915', '211', '2185', '9126', '23499', '7867', '84722', '5566', '9552', '79187', '9134', '2523', '2131', '8321', '9917', '1052', '958', '4232', '79080', '79006', '7016', '4616', '5048', '4998', '4931', '3925', '51024', '10049', '2958', '1891', '11044', '3454', '4313', '55893', '5696', '51282', '6659', '64943', '1500', '27336', '5985', '51026', '3312', '10059', '5770', '5708', '8550', '6832', '51382']",LINCS
"D1_LINCS_UP_['10610', '8503', '4851', '56997', '2852', '5154', '2624', '25966', '3416', '10013', '5331', '5058', '7690', '79187', '10904', '652', '9670', '9183', '4783', '55111', '2065', '2961', '51070', '4303', '481', '10058', '840', '1027', '2184', '54807', '51203', '1062', '5777', '8800', '3800', '63874', '644', '10362', '1831', '3315', '55793', '6443', '8974', '9212', '1111', '2954', '2356', '7376', '10206', '5525']",LINCS
"D1_LINCS_DN_['10610', '8503', '4851', '56997', '2852', '5154', '2624', '25966', '3416', '10013', '5331', '5058', '7690', '79187', '10904', '652', '9670', '9183', '4783', '55111', '2065', '2961', '51070', '4303', '481', '10058', '840', '1027', '2184', '54807', '51203', '1062', '5777', '8800', '3800', '63874', '644', '10362', '1831', '3315', '55793', '6443', '8974', '9212', '1111', '2954', '2356', '7376', '10206', '5525']",LINCS
"D1_LINCS_UP_['9926', '8349', '2065', '23321', '23335', '56889', '7016', '5321', '9670', '9653', '958', '10320', '5788', '5588', '7376', '10221', '9915', '64422', '9842', '57406', '2896', '2064', '23161', '7015', '843', '4208', '9650', '2131', '1870', '6850', '427', '5440', '11044', '2288', '8202', '5525', '22841', '8835', '79094', '81533', '581', '3206', '10559', '26001', '51021', '1465', '1027', '2063', '25', '10049']",LINCS
"D1_LINCS_DN_['9926', '8349', '2065', '23321', '23335', '56889', '7016', '5321', '9670', '9653', '958', '10320', '5788', '5588', '7376', '10221', '9915', '64422', '9842', '57406', '2896', '2064', '23161', '7015', '843', '4208', '9650', '2131', '1870', '6850', '427', '5440', '11044', '2288', '8202', '5525', '22841', '8835', '79094', '81533', '581', '3206', '10559', '26001', '51021', '1465', '1027', '2063', '25', '10049']",LINCS
"D1_LINCS_UP_['1848', '2771', '9842', '3315', '6813', '6050', '22883', '965', '7376', '6696', '665', '7077', '6464', '10954', '26993', '5796', '6774', '23321', '670', '2954', '10641', '7264', '4791', '4893', '79080', '2065', '85236', '29890', '2263', '813', '6676', '958', '79600', '2042', '6253', '3628', '7088', '23536', '5743', '9053', '1398', '1027', '2886', '9097', '55012', '7099', '51116', '29937', '10038', '29082']",LINCS
"D1_LINCS_DN_['1848', '2771', '9842', '3315', '6813', '6050', '22883', '965', '7376', '6696', '665', '7077', '6464', '10954', '26993', '5796', '6774', '23321', '670', '2954', '10641', '7264', '4791', '4893', '79080', '2065', '85236', '29890', '2263', '813', '6676', '958', '79600', '2042', '6253', '3628', '7088', '23536', '5743', '9053', '1398', '1027', '2886', '9097', '55012', '7099', '51116', '29937', '10038', '29082']",LINCS
"D1_LINCS_UP_['8731', '5831', '4154', '80746', '10730', '10513', '27109', '9702', '55324', '7416', '23585', '7905', '10434', '23039', '7867', '310', '10131', '5440', '9019', '51742', '1465', '1666', '10969', '8440', '91137', '29103', '4864', '51053', '3337', '10059', '329', '54205', '23300', '6990', '3251', '5529', '7398', '10776', '23326', '3638', '29082', '3988', '51569', '2037', '7153', '1738', '9847', '466', '51026', '6284']",LINCS
"D1_LINCS_DN_['8731', '5831', '4154', '80746', '10730', '10513', '27109', '9702', '55324', '7416', '23585', '7905', '10434', '23039', '7867', '310', '10131', '5440', '9019', '51742', '1465', '1666', '10969', '8440', '91137', '29103', '4864', '51053', '3337', '10059', '329', '54205', '23300', '6990', '3251', '5529', '7398', '10776', '23326', '3638', '29082', '3988', '51569', '2037', '7153', '1738', '9847', '466', '51026', '6284']",LINCS
"D1_LINCS_UP_['93487', '54541', '596', '3638', '1026', '26054', '8553', '8878', '3157', '29916', '2625', '6500', '10058', '7048', '3156', '55011', '2263', '80746', '200734', '7165', '4303', '55958', '3303', '3280', '3162', '6304', '9709', '291', '6659', '56940', '27346', '572', '9531', '5054', '79174', '3098', '10237', '10682', '2222', '5909', '26511', '4925', '7088', '7358', '23200', '55604', '10007', '3964', '10318', '8440']",LINCS
"D1_LINCS_DN_['93487', '54541', '596', '3638', '1026', '26054', '8553', '8878', '3157', '29916', '2625', '6500', '10058', '7048', '3156', '55011', '2263', '80746', '200734', '7165', '4303', '55958', '3303', '3280', '3162', '6304', '9709', '291', '6659', '56940', '27346', '572', '9531', '5054', '79174', '3098', '10237', '10682', '2222', '5909', '26511', '4925', '7088', '7358', '23200', '55604', '10007', '3964', '10318', '8440']",LINCS
"D1_LINCS_UP_['2037', '4172', '55699', '8324', '8553', '1848', '5708', '3964', '54512', '7358', '7416', '8821', '29082', '5836', '7088', '7106', '2778', '8678', '57761', '831', '3303', '8061', '9531', '11137', '10318', '1635', '2274', '29911', '6772', '79961', '51116', '5300', '79080', '226', '23223', '3157', '8870', '9128', '5900', '11098', '670', '10059', '60528', '5720', '10730', '1123', '26020', '1846', '55148', '84617']",LINCS
"D1_LINCS_DN_['2037', '4172', '55699', '8324', '8553', '1848', '5708', '3964', '54512', '7358', '7416', '8821', '29082', '5836', '7088', '7106', '2778', '8678', '57761', '831', '3303', '8061', '9531', '11137', '10318', '1635', '2274', '29911', '6772', '79961', '51116', '5300', '79080', '226', '23223', '3157', '8870', '9128', '5900', '11098', '670', '10059', '60528', '5720', '10730', '1123', '26020', '1846', '55148', '84617']",LINCS
"D1_LINCS_UP_['6813', '54733', '3930', '10059', '50813', '9212', '54881', '6790', '142', '993', '5831', '8518', '11200', '7866', '6182', '1662', '58478', '10969', '891', '10038', '9133', '8607', '11065', '23210', '51203', '10131', '5982', '79902', '3329', '4282', '7153', '10051', '1465', '79071', '11004', '51293', '9833', '890', '8318', '983', '3628', '991', '332', '3312', '5111', '3693', '4860', '8870', '4609', '1848']",LINCS
"D1_LINCS_DN_['6813', '54733', '3930', '10059', '50813', '9212', '54881', '6790', '142', '993', '5831', '8518', '11200', '7866', '6182', '1662', '58478', '10969', '891', '10038', '9133', '8607', '11065', '23210', '51203', '10131', '5982', '79902', '3329', '4282', '7153', '10051', '1465', '79071', '11004', '51293', '9833', '890', '8318', '983', '3628', '991', '332', '3312', '5111', '3693', '4860', '8870', '4609', '1848']",LINCS
"D1_LINCS_UP_['5347', '10921', '79080', '56889', '79902', '896', '51293', '4605', '2553', '2146', '9221', '6839', '9928', '54733', '5111', '1017', '4172', '10051', '30836', '9531', '11065', '7153', '8914', '10131', '332', '5982', '10038', '10606', '983', '4860', '7866', '3486', '11004', '3312', '9212', '10969', '595', '1978', '23223', '993', '8318', '10797', '54205', '9833', '3693', '991', '8870', '1848', '1846', '8061']",LINCS
"D1_LINCS_DN_['5347', '10921', '79080', '56889', '79902', '896', '51293', '4605', '2553', '2146', '9221', '6839', '9928', '54733', '5111', '1017', '4172', '10051', '30836', '9531', '11065', '7153', '8914', '10131', '332', '5982', '10038', '10606', '983', '4860', '7866', '3486', '11004', '3312', '9212', '10969', '595', '1978', '23223', '993', '8318', '10797', '54205', '9833', '3693', '991', '8870', '1848', '1846', '8061']",LINCS
"D1_LINCS_UP_['79947', '8324', '79961', '10644', '57048', '6195', '5331', '780', '6659', '6988', '23142', '147179', '9289', '1001', '2064', '5909', '6915', '5154', '11007', '4303', '27032', '2852', '5900', '26064', '55793', '8444', '481', '89910', '2274', '11142', '1845', '26993', '1829', '9854', '9842', '9246', '8312', '66008', '7358', '1891', '5287', '3300', '6714', '57178', '7159', '30', '6194', '7016', '10038', '3162']",LINCS
"D1_LINCS_DN_['79947', '8324', '79961', '10644', '57048', '6195', '5331', '780', '6659', '6988', '23142', '147179', '9289', '1001', '2064', '5909', '6915', '5154', '11007', '4303', '27032', '2852', '5900', '26064', '55793', '8444', '481', '89910', '2274', '11142', '1845', '26993', '1829', '9854', '9842', '9246', '8312', '66008', '7358', '1891', '5287', '3300', '6714', '57178', '7159', '30', '6194', '7016', '10038', '3162']",LINCS
"D1_LINCS_UP_['831', '79143', '9703', '30836', '10904', '1994', '2109', '7358', '2961', '6117', '85236', '50810', '2356', '10892', '5018', '23076', '23499', '84617', '55127', '9817', '6193', '8396', '11014', '9868', '1465', '5096', '55256', '7082', '9690', '3066', '1983', '51203', '2582', '79716', '51116', '3895', '84722', '9928', '4172', '128', '991', '64943', '26054', '11011', '10112', '55818', '79850', '79080', '7088', '29082']",LINCS
"D1_LINCS_DN_['831', '79143', '9703', '30836', '10904', '1994', '2109', '7358', '2961', '6117', '85236', '50810', '2356', '10892', '5018', '23076', '23499', '84617', '55127', '9817', '6193', '8396', '11014', '9868', '1465', '5096', '55256', '7082', '9690', '3066', '1983', '51203', '2582', '79716', '51116', '3895', '84722', '9928', '4172', '128', '991', '64943', '26054', '11011', '10112', '55818', '79850', '79080', '7088', '29082']",LINCS
"D1_LINCS_UP_['23200', '2185', '3383', '3454', '5788', '2356', '9670', '4927', '5836', '7015', '5321', '10398', '79716', '23011', '3964', '10221', '2769', '6461', '55893', '23212', '8607', '5236', '5366', '4232', '1848', '51015', '57804', '30836', '847', '2131', '5566', '4609', '4794', '5300', '6253', '23321', '2778', '2958', '581', '9093', '26064', '11182', '51001', '10813', '8061', '3280', '5373', '8870', '10059', '10318']",LINCS
"D1_LINCS_DN_['23200', '2185', '3383', '3454', '5788', '2356', '9670', '4927', '5836', '7015', '5321', '10398', '79716', '23011', '3964', '10221', '2769', '6461', '55893', '23212', '8607', '5236', '5366', '4232', '1848', '51015', '57804', '30836', '847', '2131', '5566', '4609', '4794', '5300', '6253', '23321', '2778', '2958', '581', '9093', '26064', '11182', '51001', '10813', '8061', '3280', '5373', '8870', '10059', '10318']",LINCS
"D1_LINCS_UP_['23378', '8321', '4780', '7016', '9641', '6347', '3383', '5096', '3682', '3454', '22905', '5607', '840', '51466', '5467', '11000', '7852', '64943', '5111', '23271', '11011', '1802', '958', '8869', '9093', '54850', '51116', '9805', '29763', '9915', '26064', '3925', '2264', '79080', '4232', '9134', '2353', '9183', '11044', '80758', '8550', '7866', '7511', '10153', '57019', '29937', '8520', '831', '1738', '51282']",LINCS
"D1_LINCS_DN_['23378', '8321', '4780', '7016', '9641', '6347', '3383', '5096', '3682', '3454', '22905', '5607', '840', '51466', '5467', '11000', '7852', '64943', '5111', '23271', '11011', '1802', '958', '8869', '9093', '54850', '51116', '9805', '29763', '9915', '26064', '3925', '2264', '79080', '4232', '9134', '2353', '9183', '11044', '80758', '8550', '7866', '7511', '10153', '57019', '29937', '8520', '831', '1738', '51282']",LINCS
"D1_LINCS_UP_['23588', '5601', '8974', '9126', '7106', '5641', '10112', '10818', '55825', '823', '8878', '4232', '808', '890', '10732', '64943', '5792', '23386', '4651', '387', '2264', '200734', '207', '22934', '3978', '1050', '994', '3315', '10270', '1212', '27095', '57761', '51116', '55748', '10730', '4690', '2222', '22827', '9124', '55608', '23029', '8243', '55818', '2778', '7088', '26520', '9709', '9847', '55127', '51282']",LINCS
"D1_LINCS_DN_['23588', '5601', '8974', '9126', '7106', '5641', '10112', '10818', '55825', '823', '8878', '4232', '808', '890', '10732', '64943', '5792', '23386', '4651', '387', '2264', '200734', '207', '22934', '3978', '1050', '994', '3315', '10270', '1212', '27095', '57761', '51116', '55748', '10730', '4690', '2222', '22827', '9124', '55608', '23029', '8243', '55818', '2778', '7088', '26520', '9709', '9847', '55127', '51282']",LINCS
"D1_LINCS_UP_['154', '3800', '11261', '2625', '4067', '4482', '58472', '9517', '9833', '23588', '23077', '2690', '11031', '1534', '5985', '868', '51024', '26001', '9455', '10810', '4605', '23224', '1017', '6988', '2065', '8503', '10180', '10451', '57178', '55793', '8835', '9016', '7074', '1062', '79600', '5788', '9246', '6804', '2523', '6616', '11073', '6117', '6777', '2887', '6118', '4817', '10670', '5891', '10915', '3895']",LINCS
"D1_LINCS_DN_['154', '3800', '11261', '2625', '4067', '4482', '58472', '9517', '9833', '23588', '23077', '2690', '11031', '1534', '5985', '868', '51024', '26001', '9455', '10810', '4605', '23224', '1017', '6988', '2065', '8503', '10180', '10451', '57178', '55793', '8835', '9016', '7074', '1062', '79600', '5788', '9246', '6804', '2523', '6616', '11073', '6117', '6777', '2887', '6118', '4817', '10670', '5891', '10915', '3895']",LINCS
"D1_LINCS_UP_['10451', '6813', '6988', '9842', '23271', '2113', '23368', '4846', '1788', '10559', '27032', '26054', '2523', '55179', '79080', '5321', '6464', '10493', '1027', '9915', '79961', '6253', '6915', '51056', '5525', '4232', '1212', '3028', '6195', '6193', '79094', '958', '2263', '7905', '3157', '8878', '7159', '9653', '51026', '9093', '5529', '26001', '9212', '23014', '991', '10190', '10131', '22934', '831', '9128']",LINCS
"D1_LINCS_DN_['10451', '6813', '6988', '9842', '23271', '2113', '23368', '4846', '1788', '10559', '27032', '26054', '2523', '55179', '79080', '5321', '6464', '10493', '1027', '9915', '79961', '6253', '6915', '51056', '5525', '4232', '1212', '3028', '6195', '6193', '79094', '958', '2263', '7905', '3157', '8878', '7159', '9653', '51026', '9093', '5529', '26001', '9212', '23014', '991', '10190', '10131', '22934', '831', '9128']",LINCS
"D1_LINCS_UP_['23530', '6714', '7074', '4780', '4172', '10606', '1861', '9217', '102', '8869', '23076', '1213', '1802', '7416', '51097', '6182', '3383', '25932', '5715', '2958', '23647', '998', '4605', '3398', '5829', '3895', '11041', '1983', '960', '10972', '9276', '9112', '5223', '1994', '23029', '16', '348', '2064', '10270', '5018', '51021', '5529', '3157', '1509', '79643', '6856', '6050', '7088', '9695', '26520']",LINCS
"D1_LINCS_DN_['23530', '6714', '7074', '4780', '4172', '10606', '1861', '9217', '102', '8869', '23076', '1213', '1802', '7416', '51097', '6182', '3383', '25932', '5715', '2958', '23647', '998', '4605', '3398', '5829', '3895', '11041', '1983', '960', '10972', '9276', '9112', '5223', '1994', '23029', '16', '348', '2064', '10270', '5018', '51021', '5529', '3157', '1509', '79643', '6856', '6050', '7088', '9695', '26520']",LINCS
"D1_LINCS_UP_['3638', '3157', '3156', '2222', '39', '11031', '50814', '10682', '3162', '5971', '26227', '55608', '79071', '79947', '54541', '10610', '843', '23011', '9961', '1026', '5106', '8444', '5641', '8321', '230', '54438', '8878', '7015', '51385', '3202', '84159', '154', '5986', '51742', '10057', '6793', '5925', '4690', '57761', '5289', '5261', '4312', '6304', '3551', '9170', '6990', '30', '7016', '8324', '8349']",LINCS
"D1_LINCS_DN_['3638', '3157', '3156', '2222', '39', '11031', '50814', '10682', '3162', '5971', '26227', '55608', '79071', '79947', '54541', '10610', '843', '23011', '9961', '1026', '5106', '8444', '5641', '8321', '230', '54438', '8878', '7015', '51385', '3202', '84159', '154', '5986', '51742', '10057', '6793', '5925', '4690', '57761', '5289', '5261', '4312', '6304', '3551', '9170', '6990', '30', '7016', '8324', '8349']",LINCS
"D1_LINCS_UP_['6988', '5058', '4200', '64080', '9637', '4775', '780', '6839', '29916', '4016', '10320', '23378', '3815', '63874', '8396', '8727', '10451', '5588', '3398', '6443', '3508', '54438', '664', '23530', '4125', '11004', '1994', '622', '226', '55111', '7165', '6676', '387', '3964', '10606', '2778', '23338', '332', '6500', '5580', '8804', '6856', '5613', '10557', '5716', '1021', '23443', '47', '10273', '3978']",LINCS
"D1_LINCS_DN_['6988', '5058', '4200', '64080', '9637', '4775', '780', '6839', '29916', '4016', '10320', '23378', '3815', '63874', '8396', '8727', '10451', '5588', '3398', '6443', '3508', '54438', '664', '23530', '4125', '11004', '1994', '622', '226', '55111', '7165', '6676', '387', '3964', '10606', '2778', '23338', '332', '6500', '5580', '8804', '6856', '5613', '10557', '5716', '1021', '23443', '47', '10273', '3978']",LINCS
"D1_LINCS_UP_['23338', '28969', '8324', '7852', '51385', '4846', '2920', '93487', '80212', '8270', '899', '2954', '10046', '8312', '79187', '9738', '7099', '10123', '4638', '2908', '3800', '54205', '1870', '976', '79961', '5480', '5058', '5971', '1950', '5498', '1052', '93594', '25825', '2353', '50865', '57192', '998', '55604', '6850', '55008', '23522', '7015', '9686', '91137', '4851', '84890', '9053', '6284', '7416', '5287']",LINCS
"D1_LINCS_DN_['23338', '28969', '8324', '7852', '51385', '4846', '2920', '93487', '80212', '8270', '899', '2954', '10046', '8312', '79187', '9738', '7099', '10123', '4638', '2908', '3800', '54205', '1870', '976', '79961', '5480', '5058', '5971', '1950', '5498', '1052', '93594', '25825', '2353', '50865', '57192', '998', '55604', '6850', '55008', '23522', '7015', '9686', '91137', '4851', '84890', '9053', '6284', '7416', '5287']",LINCS
"D1_LINCS_UP_['5111', '7153', '983', '332', '1978', '10112', '10776', '22934', '5782', '11137', '3682', '5300', '54915', '23597', '5373', '6856', '1633', '51026', '4282', '665', '1848', '7159', '51203', '50813', '79080', '1019', '960', '7866', '22796', '7106', '58478', '10153', '54512', '11232', '5982', '1786', '10813', '10038', '891', '3693', '23658', '64429', '23223', '91949', '991', '51170', '51742', '8318', '10730', '1846']",LINCS
"D1_LINCS_DN_['5111', '7153', '983', '332', '1978', '10112', '10776', '22934', '5782', '11137', '3682', '5300', '54915', '23597', '5373', '6856', '1633', '51026', '4282', '665', '1848', '7159', '51203', '50813', '79080', '1019', '960', '7866', '22796', '7106', '58478', '10153', '54512', '11232', '5982', '1786', '10813', '10038', '891', '3693', '23658', '64429', '23223', '91949', '991', '51170', '51742', '8318', '10730', '1846']",LINCS
"D1_LINCS_UP_['148022', '6676', '4208', '2042', '7048', '8800', '10046', '2624', '54541', '9738', '23635', '9289', '2852', '64080', '11200', '55793', '85377', '10962', '27244', '66008', '1829', '4605', '2690', '25805', '7077', '5547', '22841', '5058', '2553', '55008', '1050', '10695', '4690', '965', '672', '79187', '5106', '7165', '6915', '51070', '3280', '5110', '329', '24149', '10451', '51170', '11041', '9697', '7376', '3486']",LINCS
"D1_LINCS_DN_['148022', '6676', '4208', '2042', '7048', '8800', '10046', '2624', '54541', '9738', '23635', '9289', '2852', '64080', '11200', '55793', '85377', '10962', '27244', '66008', '1829', '4605', '2690', '25805', '7077', '5547', '22841', '5058', '2553', '55008', '1050', '10695', '4690', '965', '672', '79187', '5106', '7165', '6915', '51070', '3280', '5110', '329', '24149', '10451', '51170', '11041', '9697', '7376', '3486']",LINCS
"D1_LINCS_UP_['3202', '1870', '10954', '6616', '5019', '1021', '5480', '2542', '3398', '23223', '30', '10845', '4792', '55793', '2852', '11031', '2264', '4088', '3108', '5720', '8204', '6009', '39', '3909', '10398', '1429', '11007', '2817', '2908', '9709', '965', '10165', '8624', '5710', '6390', '5696', '25932', '63874', '51026', '840', '466', '9124', '55011', '5438', '28969', '6119', '8895', '56940', '5971', '10007']",LINCS
"D1_LINCS_DN_['3202', '1870', '10954', '6616', '5019', '1021', '5480', '2542', '3398', '23223', '30', '10845', '4792', '55793', '2852', '11031', '2264', '4088', '3108', '5720', '8204', '6009', '39', '3909', '10398', '1429', '11007', '2817', '2908', '9709', '965', '10165', '8624', '5710', '6390', '5696', '25932', '63874', '51026', '840', '466', '9124', '55011', '5438', '28969', '6119', '8895', '56940', '5971', '10007']",LINCS
"D1_LINCS_UP_['25966', '1870', '5331', '10451', '25987', '9143', '91137', '10320', '8821', '5747', '9641', '5154', '2908', '66008', '9712', '874', '23378', '3162', '4775', '3300', '847', '6696', '5287', '147179', '5480', '5580', '7485', '7852', '84159', '9019', '1845', '5900', '55608', '5993', '25874', '2817', '8878', '1891', '10038', '4638', '22841', '5236', '7358', '1050', '79921', '1738', '51160', '7982', '2810', '9246']",LINCS
"D1_LINCS_DN_['25966', '1870', '5331', '10451', '25987', '9143', '91137', '10320', '8821', '5747', '9641', '5154', '2908', '66008', '9712', '874', '23378', '3162', '4775', '3300', '847', '6696', '5287', '147179', '5480', '5580', '7485', '7852', '84159', '9019', '1845', '5900', '55608', '5993', '25874', '2817', '8878', '1891', '10038', '4638', '22841', '5236', '7358', '1050', '79921', '1738', '51160', '7982', '2810', '9246']",LINCS
"D1_LINCS_UP_['10617', '79902', '993', '28969', '7105', '8884', '6182', '10606', '6790', '2064', '124583', '10298', '89910', '26520', '22827', '1050', '5223', '55608', '23463', '2037', '3280', '11200', '11014', '5427', '983', '3033', '10652', '3925', '51021', '6709', '25803', '128', '51293', '26993', '3930', '501', '9212', '3385', '5438', '51053', '642', '5096', '7153', '1738', '332', '11041', '26292', '55111', '55127', '5111']",LINCS
"D1_LINCS_DN_['10617', '79902', '993', '28969', '7105', '8884', '6182', '10606', '6790', '2064', '124583', '10298', '89910', '26520', '22827', '1050', '5223', '55608', '23463', '2037', '3280', '11200', '11014', '5427', '983', '3033', '10652', '3925', '51021', '6709', '25803', '128', '51293', '26993', '3930', '501', '9212', '3385', '5438', '51053', '642', '5096', '7153', '1738', '332', '11041', '26292', '55111', '55127', '5111']",LINCS
"D1_LINCS_UP_['835', '56997', '5985', '9903', '7099', '10451', '4331', '1831', '10123', '53343', '6304', '154', '29763', '54623', '4208', '1027', '54681', '8318', '2817', '55556', '55847', '1050', '81544', '4998', '6659', '29103', '8503', '5777', '10058', '22905', '9924', '4783', '29911', '5699', '3398', '5909', '5019', '891', '3206', '79143', '10150', '11142', '11000', '10695', '10013', '642', '10489', '874', '847', '1647']",LINCS
"D1_LINCS_DN_['835', '56997', '5985', '9903', '7099', '10451', '4331', '1831', '10123', '53343', '6304', '154', '29763', '54623', '4208', '1027', '54681', '8318', '2817', '55556', '55847', '1050', '81544', '4998', '6659', '29103', '8503', '5777', '10058', '22905', '9924', '4783', '29911', '5699', '3398', '5909', '5019', '891', '3206', '79143', '10150', '11142', '11000', '10695', '10013', '642', '10489', '874', '847', '1647']",LINCS
"D1_LINCS_UP_['9019', '831', '11031', '10123', '9246', '23335', '2523', '5788', '2113', '9016', '2288', '8321', '9126', '388650', '4817', '3308', '5699', '2263', '8349', '79094', '51385', '2353', '51001', '5347', '57406', '6909', '23271', '5321', '1829', '8835', '9915', '29978', '958', '23142', '7015', '6050', '5290', '1027', '5601', '23597', '5792', '375346', '6253', '5529', '55012', '5438', '79080', '6832', '9650', '51382']",LINCS
"D1_LINCS_DN_['9019', '831', '11031', '10123', '9246', '23335', '2523', '5788', '2113', '9016', '2288', '8321', '9126', '388650', '4817', '3308', '5699', '2263', '8349', '79094', '51385', '2353', '51001', '5347', '57406', '6909', '23271', '5321', '1829', '8835', '9915', '29978', '958', '23142', '7015', '6050', '5290', '1027', '5601', '23597', '5792', '375346', '6253', '5529', '55012', '5438', '79080', '6832', '9650', '51382']",LINCS
"D1_LINCS_UP_['51026', '7048', '4312', '6850', '5359', '843', '23271', '9467', '4638', '4690', '51203', '64943', '6832', '5986', '581', '230', '4793', '9702', '5796', '9183', '10525', '9289', '8204', '10058', '55608', '79071', '6659', '9653', '55129', '57761', '6284', '84617', '7016', '1153', '54512', '10782', '10972', '54205', '10221', '23244', '10765', '23014', '10513', '10494', '5792', '23536', '9128', '11137', '2064', '8243']",LINCS
"D1_LINCS_DN_['51026', '7048', '4312', '6850', '5359', '843', '23271', '9467', '4638', '4690', '51203', '64943', '6832', '5986', '581', '230', '4793', '9702', '5796', '9183', '10525', '9289', '8204', '10058', '55608', '79071', '6659', '9653', '55129', '57761', '6284', '84617', '7016', '1153', '54512', '10782', '10972', '54205', '10221', '23244', '10765', '23014', '10513', '10494', '5792', '23536', '9128', '11137', '2064', '8243']",LINCS
"D1_LINCS_UP_['5909', '481', '81544', '4016', '256364', '1831', '1514', '89910', '2624', '4088', '3202', '2778', '23378', '54541', '8870', '665', '4303', '2896', '10451', '5287', '8349', '2064', '57192', '8503', '5927', '9961', '4775', '1465', '4792', '23588', '51170', '84159', '11182', '102', '25805', '8835', '3482', '501', '1846', '5583', '652', '2625', '4312', '847', '10610', '9289', '3638', '7088', '51160', '27244']",LINCS
"D1_LINCS_DN_['5909', '481', '81544', '4016', '256364', '1831', '1514', '89910', '2624', '4088', '3202', '2778', '23378', '54541', '8870', '665', '4303', '2896', '10451', '5287', '8349', '2064', '57192', '8503', '5927', '9961', '4775', '1465', '4792', '23588', '51170', '84159', '11182', '102', '25805', '8835', '3482', '501', '1846', '5583', '652', '2625', '4312', '847', '10610', '9289', '3638', '7088', '51160', '27244']",LINCS
