cell_id,distil_ss,dn50_lm,is_gold,ngenes_modulated_dn_lm,ngenes_modulated_up_lm,pert_dose,pert_id,pert_iname,pert_time,sig_id,up50_lm
HEPG2,4.95334,"['11014', '83743', '9928', '5468', '8870', '58533', '51203', '8731', '124583', '6195', '899', '51071', '55127', '3337', '23597', '6839', '10058', '80746', '9112', '5373', '991', '994', '6908', '23013', '983', '8061', '10775', '64943', '23325', '22908', '79850', '9270', '5300', '66008', '9690', '3930', '29083', '2745', '22889', '23670', '5111', '1027', '10190', '1983', '2264', '27095', '4144', '7088', '84617', '3312']",True,59,41,10.0,BRD-K49810818,sorafenib,6,CPC013_HEPG2_6H:BRD-K49810818-001-01-0:10,"['4616', '4638', '11031', '4792', '5357', '10046', '8324', '29978', '23378', '4850', '6990', '8553', '7690', '8800', '79947', '10329', '64746', '6909', '1677', '10668', '5331', '1647', '57406', '10557', '3725', '4780', '5154', '85236', '22796', '2542', '8900', '10491', '10298', '5925', '25805', '54541', '2115', '1385', '3398', '7159', '54807', '4794', '54438', '23522', '55793', '79174', '1050', '10450', '351', '80204']"
HT29,4.12091,"['9221', '10969', '595', '8884', '2553', '22934', '54205', '10730', '23512', '8480', '23076', '27242', '2810', '23013', '310', '54499', '51116', '5468', '10557', '2222', '6119', '5921', '22827', '10523', '11072', '9690', '1846', '3337', '993', '9128', '10362', '56654', '54881', '54512', '1848', '1802', '10146', '22809', '9134', '83743', '3312', '7416', '4860', '23210', '4609', '8061', '5743', '3628', '8870', '25976']",True,53,24,10.0,BRD-K49810818,sorafenib,6,CPC013_HT29_6H:BRD-K49810818-001-01-0:10,"['1831', '54541', '16', '11031', '10057', '10797', '116832', '55847', '835', '6509', '26227', '9641', '64781', '8324', '5287', '85377', '79947', '29978', '4783', '50813', '1647', '64428', '7494', '2745', '51005', '3800', '4925', '27244', '55033', '664', '51385', '55837', '4817', '9695', '843', '57406', '5106', '64080', '3300', '2736', '5607', '23097', '23224', '9488', '57192', '2625', '1643', '4638', '50810', '23536']"
MCF7,4.44039,"['672', '79071', '9690', '991', '51382', '332', '3638', '6697', '8914', '965', '2954', '8800', '23326', '10857', '6118', '8318', '10813', '51742', '25803', '25874', '26292', '993', '891', '6839', '3028', '3157', '4931', '7982', '55699', '83743', '207', '388650', '5427', '64429', '5223', '51015', '79902', '2222', '55256', '10775', '3312', '25805', '9531', '51053', '124583', '22809', '10059', '22827', '5985', '5111']",False,56,38,10.0,BRD-K49810818,sorafenib,24,CPC013_MCF7_24H:BRD-K49810818-001-01-0:10,"['9181', '4783', '1647', '9143', '26036', '4616', '9903', '1831', '2673', '10493', '16', '23410', '4792', '54541', '58472', '9961', '2548', '4067', '2274', '1026', '64080', '10797', '1978', '8553', '26227', '8985', '1454', '323', '4793', '10318', '85377', '2961', '1022', '80204', '84890', '5971', '5236', '3091', '66008', '51160', '4851', '10610', '595', '10644', '30', '10153', '6251', '11230', '1846', '51422']"
MCF7,4.05627,"['25987', '51015', '91949', '10775', '23029', '9817', '63933', '23338', '6119', '22889', '8480', '8569', '6118', '26054', '54512', '5440', '83743', '79961', '51071', '80349', '1385', '5300', '60493', '1465', '5373', '993', '9531', '11137', '5111', '30849', '7982', '3303', '22926', '10059', '55608', '7088', '25805', '55699', '8520', '23597', '3337', '3638', '3312', '64943', '965', '29082', '57215', '9690', '51116', '22809']",True,36,33,10.0,BRD-K49810818,sorafenib,6,CPC013_MCF7_6H:BRD-K49810818-001-01-0:10,"['54541', '9903', '1831', '4783', '4792', '9181', '9053', '9851', '10797', '26227', '26036', '5106', '11325', '11261', '5529', '3383', '154', '64080', '5993', '10695', '16', '10493', '2920', '4850', '80758', '9641', '3508', '6499', '622', '79600', '3300', '4891', '3566', '7157', '64746', '5058', '11284', '4609', '10450', '7106', '2548', '23378', '256364', '51635', '5971', '10318', '1978', '11230', '4154', '3385']"
NEU,4.6612,"['8574', '10765', '501', '3028', '11230', '9170', '8503', '7153', '1647', '50814', '11011', '47', '813', '8270', '55837', '11261', '1870', '57019', '11044', '6119', '1509', '5438', '481', '1759', '4927', '8607', '23635', '23522', '9181', '2778', '10730', '1662', '25874', '51495', '23013', '1788', '23325', '3682', '51056', '6919', '23658', '6659', '1738', '50813', '1399', '55893', '22827', '1500', '3157', '124583']",False,33,54,10.0,BRD-K49810818,sorafenib,24,CPC013_NEU_24H:BRD-K49810818-001-01-0:10,"['10153', '4200', '3251', '26036', '5899', '4303', '1643', '54681', '4793', '5743', '9797', '4925', '11200', '54915', '5891', '10491', '10797', '5927', '26227', '79947', '54442', '4846', '3480', '5867', '4125', '10451', '5154', '1978', '5019', '310', '50865', '10150', '56889', '355', '53343', '11319', '29082', '5058', '63933', '2115', '7398', '5641', '85236', '5696', '5997', '8091', '9709', '16', '8520', '11072']"
NPC,4.99647,"['7319', '4925', '8318', '51024', '1994', '79902', '54205', '10051', '79006', '10362', '3033', '4638', '581', '10153', '10112', '9112', '387', '8091', '3280', '11182', '392', '200081', '896', '91137', '3978', '2582', '79073', '23670', '8520', '993', '1017', '79080', '9448', '26001', '2063', '7994', '4860', '22889', '533', '1070', '481', '5985', '3925', '2222', '57178', '5111', '9212', '51071', '3486', '1846']",True,41,65,10.0,BRD-K49810818,sorafenib,24,CPC013_NPC_24H:BRD-K49810818-001-01-0:10,"['1978', '10797', '3162', '16', '3775', '2058', '6509', '64080', '1831', '54541', '5366', '51160', '2673', '26227', '6696', '5154', '51385', '3300', '5891', '1001', '5467', '25932', '6793', '2817', '6804', '5982', '4216', '9709', '10493', '5641', '873', '8312', '11073', '7296', '10450', '23142', '23325', '572', '874', '2887', '80204', '8550', '10845', '8996', '1983', '965', '1845', '5909', '55825', '26036']"
PC3,4.3992,"['56654', '11344', '55699', '993', '39', '896', '26136', '6275', '23014', '9531', '5111', '899', '5347', '7153', '56997', '874', '3157', '5287', '6697', '85236', '1848', '6659', '55818', '642', '11004', '8318', '5223', '890', '27346', '10606', '27242', '10051', '983', '51382', '332', '10682', '22934', '994', '79143', '9133', '8243', '54205', '9183', '25976', '5747', '3206', '1846', '664', '991', '10112']",True,52,35,10.0,BRD-K49810818,sorafenib,24,CPC013_PC3_24H:BRD-K49810818-001-01-0:10,"['54541', '1647', '26227', '10797', '2920', '1026', '25', '16', '3486', '1978', '64080', '2058', '4783', '80212', '3383', '25932', '10318', '79071', '1021', '10892', '7494', '9016', '2673', '5782', '5971', '51635', '4792', '5873', '10557', '5607', '81544', '23410', '2534', '7082', '8837', '5366', '26511', '7849', '4864', '51160', '23670', '10150', '79600', '9053', '9181', '1831', '8851', '5106', '2625', '6509']"
PC3,4.10242,"['7027', '7511', '8324', '664', '3638', '5468', '6856', '7319', '5883', '55038', '10559', '1983', '9917', '5440', '51116', '10059', '79080', '3775', '9183', '994', '22889', '1429', '991', '29082', '51024', '29890', '3925', '665', '22809', '55818', '983', '10190', '3303', '9801', '993', '10904', '9134', '23585', '9531', '3157', '3206', '10112', '51203', '1017', '79902', '25976', '9448', '51021', '5096', '1846']",True,29,40,10.0,BRD-K49810818,sorafenib,6,CPC013_PC3_6H:BRD-K49810818-001-01-0:10,"['1647', '5106', '3383', '54541', '26227', '16', '5971', '9641', '4792', '10797', '55008', '3725', '2920', '7494', '10318', '9289', '55620', '51335', '5366', '57761', '1026', '2887', '8835', '29911', '4783', '25', '10150', '1831', '9924', '1978', '9467', '57192', '64080', '9653', '6714', '85377', '6509', '9738', '10180', '5831', '54438', '80204', '23670', '2058', '10695', '11325', '10221', '8550', '10057', '9488']"
SKB,5.75402,"['9688', '4208', '4144', '47', '256364', '10276', '3925', '6464', '1026', '55958', '3486', '5627', '8349', '5223', '2065', '8869', '3638', '55608', '9961', '6599', '2131', '5331', '4651', '5287', '2064', '10059', '102', '25932', '23670', '5997', '5708', '6347', '9697', '11182', '25976', '4016', '3028', '3693', '11098', '1605', '1282', '2817', '994', '6253', '84617', '128', '5836', '10962', '6275', '51071']",True,66,94,10.0,BRD-K49810818,sorafenib,24,CPC013_SKB_24H:BRD-K49810818-001-01-0:10,"['1534', '1647', '3385', '9709', '1050', '4925', '329', '10898', '7466', '3383', '11168', '55148', '26036', '7099', '16', '64080', '10237', '8444', '51026', '5925', '1978', '5898', '58478', '2673', '5883', '2852', '4793', '9695', '5110', '22926', '80347', '5715', '1983', '4200', '85377', '7398', '116832', '23210', '8974', '6509', '51569', '54807', '54915', '26227', '54733', '10797', '22887', '868', '5971', '3162']"
VCAP,4.25319,"['23585', '22827', '207', '6839', '3978', '11041', '256364', '9833', '5529', '26292', '6597', '9455', '51203', '51382', '3337', '10362', '3312', '3930', '83743', '2222', '23463', '51742', '1786', '4931', '8318', '10270', '10190', '11182', '79073', '10112', '2886', '11168', '27346', '3925', '5427', '4860', '993', '8914', '60493', '10273', '6182', '25874', '5111', '949', '3638', '10682', '85236', '991', '4282', '3157']",True,45,36,10.0,BRD-K49810818,sorafenib,24,CPC013_VCAP_24H:BRD-K49810818-001-01-0:10,"['9181', '54541', '3162', '85377', '2887', '25932', '1026', '10797', '16', '1978', '2058', '4783', '2534', '10493', '26227', '7494', '5106', '2673', '6509', '4925', '8974', '5154', '7088', '11142', '2908', '10057', '5357', '1021', '58472', '51569', '9709', '7867', '3202', '1831', '2048', '3486', '57804', '5607', '7168', '1452', '7466', '1643', '3628', '3280', '4651', '66008', '5971', '54386', '466', '25805']"
VCAP,2.70409,"['27095', '23386', '1786', '1829', '4817', '93594', '11065', '6709', '26520', '9833', '6790', '22827', '9134', '54512', '4144', '51056', '993', '10670', '51053', '5111', '54881', '51742', '1399', '84617', '63874', '6599', '9847', '2886', '10059', '9112', '9267', '22934', '644', '3337', '874', '55608', '831', '23335', '9690', '23585', '60493', '6622', '7296', '991', '23097', '23013', '3638', '39', '22809', '3157']",True,8,14,10.0,BRD-K49810818,sorafenib,6,CPC013_VCAP_6H:BRD-K49810818-001-01-0:10,"['54541', '9903', '55033', '10797', '47', '10450', '10491', '9221', '2852', '8837', '29763', '6347', '10153', '3398', '55129', '2770', '9710', '7088', '1978', '4783', '3486', '5909', '11007', '9261', '7494', '23378', '51160', '9531', '2896', '11098', '5971', '8553', '6919', '8550', '873', '5154', '54681', '4891', '4775', '8821', '7376', '1633', '26227', '11200', '10610', '2058', '1026', '1848', '16', '10221']"
A375,3.14744,"['310', '22889', '1802', '5110', '4125', '291', '90861', '200081', '2896', '148022', '23597', '22796', '1983', '10099', '1021', '665', '11230', '1759', '6810', '3108', '965', '2274', '55111', '23325', '47', '2745', '55748', '8678', '8624', '5708', '1212', '10606', '22908', '7264', '6622', '9143', '51005', '2037', '10112', '51282', '5092', '25825', '54205', '7159', '124583', '1514', '6182', '79080', '1019', '5300']",False,15,15,10.0,BRD-K53972329,ruxolitinib,6,CPC014_A375_6H:BRD-K53972329-001-01-3:10,"['22905', '25966', '80204', '84890', '5927', '81544', '3308', '26036', '11000', '4851', '8835', '1123', '53343', '23368', '5743', '64781', '6813', '29978', '23011', '6443', '3156', '55011', '23522', '5867', '2288', '128', '80349', '6909', '4312', '10915', '4780', '3597', '1111', '23161', '10285', '50813', '23271', '9842', '1677', '7994', '63874', '958', '9915', '8446', '1906', '6253', '25', '27336', '54623', '2263']"
A375,3.63177,"['51005', '9289', '80746', '1956', '51293', '11031', '329', '6603', '5050', '11344', '11007', '10681', '2958', '10617', '4817', '323', '5601', '3725', '55012', '1027', '3162', '7485', '9246', '965', '291', '2582', '3315', '8624', '1514', '5899', '11168', '51742', '10058', '1050', '79094', '8318', '2745', '9533', '1647', '5827', '5891', '10049', '4144', '3157', '8204', '23325', '5223', '10776', '9653', '84617']",False,20,23,10.0,BRD-K53972329,ruxolitinib,6,CPC014_A375_6H:BRD-K53972329-001-02-1:10,"['5743', '8878', '51024', '5927', '6813', '80204', '9686', '1062', '1662', '11000', '2356', '10915', '7099', '1994', '84159', '7874', '10285', '10165', '5357', '6696', '83743', '1981', '7994', '2769', '50813', '56940', '10180', '23522', '22887', '2042', '1845', '84722', '5331', '8837', '24149', '3480', '57804', '6461', '3280', '93594', '11004', '11325', '9924', '5347', '25976', '6790', '51635', '835', '808', '813']"
A549,3.17829,"['5715', '26227', '10153', '1978', '23463', '10450', '7319', '27095', '55038', '6908', '5050', '3329', '22934', '10797', '3385', '57192', '4927', '51021', '6119', '10112', '8480', '6839', '10237', '5223', '55748', '637', '51056', '23658', '23210', '79143', '79080', '51382', '2553', '10776', '79716', '10682', '29978', '5111', '3028', '1465', '3337', '11065', '9093', '1398', '994', '6050', '3312', '8607', '991', '332']",False,21,7,10.0,BRD-K53972329,ruxolitinib,24,CPC014_A549_24H:BRD-K53972329-001-01-3:10,"['6812', '9143', '94239', '7398', '8821', '79170', '2769', '9917', '54733', '10318', '5889', '10606', '11031', '8800', '57178', '8324', '9641', '9712', '1050', '6774', '5359', '11044', '10732', '5588', '178', '8720', '4776', '5106', '5290', '958', '1829', '3551', '392', '3909', '27242', '8204', '6304', '5498', '6676', '323', '7849', '55958', '9267', '8826', '57804', '6657', '3597', '4817', '9246', '5696']"
A549,2.12172,"['10150', '6988', '7905', '5054', '2195', '6050', '3725', '4638', '8324', '9261', '2274', '5829', '1153', '79174', '8243', '5547', '23139', '51005', '11031', '23499', '1399', '11098', '3300', '2037', '1282', '6194', '949', '2048', '9124', '10845', '2896', '5900', '56924', '1759', '6774', '3315', '4616', '80758', '51422', '5836', '9670', '54957', '7168', '11142', '22809', '51160', '3162', '991', '10190', '9093']",False,9,2,10.0,BRD-K53972329,ruxolitinib,24,CPC014_A549_24H:BRD-K53972329-001-02-1:10,"['5743', '10513', '5909', '6676', '10276', '55033', '4690', '10972', '1738', '8869', '81544', '79961', '60528', '899', '54681', '6443', '4582', '5985', '57406', '51569', '9833', '1633', '9276', '58472', '5716', '25805', '60493', '5357', '1846', '3508', '7494', '26036', '9924', '5110', '79187', '9641', '23061', '11319', '695', '10668', '55958', '5971', '7466', '998', '2771', '4331', '5427', '4925', '3385', '79071']"
A549,4.26564,"['5607', '6461', '4200', '51170', '1891', '9488', '23325', '11261', '6772', '1153', '11168', '5092', '1445', '9133', '8573', '51466', '51422', '11072', '25874', '2037', '4927', '80349', '5831', '5050', '22809', '9217', '5111', '55012', '207', '10131', '949', '672', '51005', '5427', '664', '2745', '5836', '55256', '291', '29937', '2582', '22908', '3157', '1465', '29082', '25839', '51071', '26064', '7168', '2063']",True,50,34,10.0,BRD-K53972329,ruxolitinib,6,CPC014_A549_6H:BRD-K53972329-001-01-3:10,"['5331', '26993', '5743', '2625', '2770', '823', '23212', '7466', '375346', '9016', '10046', '10845', '6915', '154', '835', '57192', '5827', '29916', '8324', '7015', '1831', '8869', '10270', '23368', '10320', '23011', '6509', '3280', '55958', '7077', '4893', '4791', '10285', '25805', '9289', '10398', '5357', '22823', '10915', '9833', '701', '1846', '8444', '23522', '79071', '6850', '3206', '81544', '4850', '4792']"
A549,4.43508,"['10904', '11188', '7982', '7168', '7165', '10559', '22794', '9847', '5359', '23029', '23244', '51005', '664', '1282', '10013', '5427', '27095', '10681', '6804', '26001', '5836', '4331', '26064', '10898', '5601', '8726', '572', '10513', '10190', '1153', '22809', '5607', '51160', '1906', '66008', '291', '8050', '5018', '991', '84617', '29082', '23588', '672', '51422', '23325', '29083', '26136', '7106', '51071', '25839']",True,50,42,10.0,BRD-K53972329,ruxolitinib,6,CPC014_A549_6H:BRD-K53972329-001-02-1:10,"['5743', '10285', '26036', '84890', '27244', '26993', '55818', '11319', '25805', '29978', '23635', '51742', '1846', '899', '47', '7494', '2673', '55008', '64746', '10972', '22823', '4893', '8869', '2553', '9181', '4792', '80349', '10270', '1848', '7358', '10276', '4850', '9128', '5357', '3611', '4088', '10915', '10776', '10670', '10782', '10668', '466', '5909', '51382', '10153', '4860', '54541', '9686', '10523', '9797']"
ASC,3.093,"['11232', '6184', '6182', '7849', '7905', '23670', '8678', '5880', '207', '1019', '10644', '56997', '10915', '10670', '5287', '4232', '10227', '2954', '79850', '23210', '9697', '8243', '5782', '27242', '3162', '3682', '1983', '4609', '5982', '1212', '64429', '29911', '9805', '6919', '55748', '6772', '2274', '51021', '9531', '8974', '2745', '9961', '5696', '5223', '9093', '56654', '9128', '7358', '1514', '39']",True,20,18,10.0,BRD-K53972329,ruxolitinib,24,CPC014_ASC_24H:BRD-K53972329-001-01-3:10,"['1958', '4791', '3553', '3815', '4775', '5019', '54442', '3385', '9797', '2736', '5525', '54505', '9491', '24149', '5743', '23588', '2690', '10180', '3108', '9143', '8726', '51160', '79071', '6284', '2810', '25805', '780', '3206', '10206', '22841', '81533', '1062', '23223', '23368', '3033', '57406', '63874', '55825', '1050', '5321', '51742', '5468', '23522', '1123', '1891', '1666', '10681', '3280', '51465', '10276']"
ASC,3.57426,"['6599', '11065', '10644', '23061', '23210', '5898', '23097', '79850', '4609', '23670', '6009', '89910', '6184', '6603', '29911', '7849', '4232', '9961', '54881', '8061', '5721', '6772', '3383', '10921', '8607', '51021', '2553', '5971', '1465', '5603', '7358', '8884', '11098', '4616', '2356', '3628', '23224', '5054', '2745', '5547', '1514', '79073', '29082', '3693', '5096', '2274', '2195', '22908', '26511', '5223']",True,29,20,10.0,BRD-K53972329,ruxolitinib,24,CPC014_ASC_24H:BRD-K53972329-001-02-1:10,"['6696', '8851', '29916', '22823', '5019', '178', '79961', '5525', '3725', '8440', '2264', '81544', '3480', '23588', '1635', '3815', '79071', '595', '1050', '3202', '2146', '3206', '1153', '23368', '8270', '51742', '847', '5827', '6284', '3157', '23038', '9126', '25987', '1831', '8446', '2690', '6944', '10682', '23139', '695', '93594', '2184', '11188', '11031', '1666', '3033', '8324', '23161', '1848', '10206']"
HA1E,3.42609,"['8821', '8870', '66008', '1429', '5836', '7088', '672', '23244', '6284', '51097', '11182', '1027', '3930', '1212', '57048', '9112', '3611', '5715', '9183', '11230', '8624', '10681', '207', '5427', '9270', '847', '23325', '10329', '23386', '4927', '10190', '10493', '51170', '55256', '27109', '291', '7319', '80746', '1906', '572', '8974', '10174', '56889', '51071', '51382', '10921', '4609', '8318', '2274', '79143']",True,32,14,10.0,BRD-K53972329,ruxolitinib,6,CPC014_HA1E_6H:BRD-K53972329-001-01-3:10,"['7099', '22887', '10285', '10270', '26036', '10523', '22823', '7690', '10153', '11004', '84722', '3156', '51335', '5796', '9533', '55818', '6622', '54681', '5985', '5255', '5883', '29928', '11065', '55324', '51635', '4850', '6464', '9851', '147179', '51375', '3508', '6184', '10915', '6790', '7874', '200734', '65057', '4794', '51116', '57804', '64746', '6839', '93594', '4931', '3308', '54915', '994', '56940', '57178', '57215']"
HA1E,3.90782,"['7982', '80746', '1514', '2887', '23512', '10559', '23443', '9847', '8821', '7849', '664', '5373', '11182', '22794', '6813', '207', '8678', '1906', '11168', '5601', '27109', '66008', '8624', '2896', '5836', '10513', '7074', '5708', '56889', '22908', '291', '5721', '3930', '23588', '64943', '23325', '27095', '1635', '10329', '4609', '79080', '5427', '5696', '23244', '10904', '22905', '5300', '8318', '7088', '51071']",True,38,22,10.0,BRD-K53972329,ruxolitinib,6,CPC014_HA1E_6H:BRD-K53972329-001-02-1:10,"['10285', '26036', '22823', '9797', '3156', '10523', '3508', '84722', '10153', '11284', '11065', '10270', '7048', '4850', '1019', '22887', '29928', '10557', '9212', '5985', '23224', '6499', '11004', '23210', '5927', '5529', '57048', '993', '55038', '9183', '6790', '9854', '55324', '51742', '55958', '83743', '51070', '5796', '2353', '57215', '10765', '3480', '6839', '9533', '4794', '23011', '84890', '55011', '899', '60493']"
HCC515,2.99629,"['3108', '329', '10165', '672', '55111', '9112', '25932', '10190', '10434', '10131', '11230', '10007', '51422', '10513', '5359', '80746', '7168', '10559', '2958', '23378', '9918', '10493', '51170', '57804', '5054', '11188', '1465', '3930', '836', '2896', '23321', '2745', '8826', '5873', '28969', '10329', '64422', '5720', '54807', '960', '79080', '29082', '6813', '51569', '128', '26001', '6804', '10776', '51071', '6347']",True,17,17,10.0,BRD-K53972329,ruxolitinib,6,CPC014_HCC515_6H:BRD-K53972329-001-01-3:10,"['7074', '1050', '7048', '9289', '23443', '4792', '2065', '55008', '8851', '7158', '6622', '6499', '10921', '54541', '79174', '9134', '10668', '23223', '3156', '6657', '2887', '54881', '481', '64781', '1026', '8900', '10915', '976', '7485', '6659', '23636', '7982', '55818', '2778', '310', '57178', '9267', '25803', '1846', '7874', '11004', '55324', '10732', '26993', '2048', '5909', '29763', '30', '8444', '835']"
HCC515,4.41488,"['11007', '10362', '5899', '5048', '22809', '7168', '5255', '27346', '1001', '4817', '1212', '5018', '23597', '392', '5782', '8804', '1633', '5529', '79073', '9761', '200734', '9847', '11137', '6347', '5300', '2745', '79080', '5696', '10007', '8518', '23244', '79716', '23499', '10730', '664', '10513', '84617', '9552', '965', '4931', '10190', '55256', '1845', '50813', '54733', '51293', '51282', '22796', '22794', '23029']",False,55,34,10.0,BRD-K53972329,ruxolitinib,6,CPC014_HCC515_6H:BRD-K53972329-001-02-1:10,"['3416', '93487', '7048', '4794', '79643', '5359', '54505', '4792', '3156', '5106', '7874', '6509', '355', '9455', '55818', '8821', '23039', '868', '2553', '80204', '899', '10557', '8503', '7994', '55033', '178', '55008', '79600', '8870', '1846', '11157', '51742', '1958', '26993', '9016', '5438', '54541', '55608', '5721', '26036', '9688', '6659', '10776', '7511', '84159', '2048', '6275', '55129', '891', '6657']"
HEPG2,3.26592,"['51001', '79921', '9488', '8804', '10362', '25932', '1786', '24149', '57804', '291', '10285', '22889', '2542', '5331', '50814', '664', '4232', '29082', '11168', '51005', '2852', '10682', '994', '29911', '5106', '10681', '4482', '58497', '670', '672', '10559', '10329', '51160', '831', '6832', '891', '10513', '10038', '2582', '5300', '28969', '79716', '23588', '51056', '6813', '5096', '51071', '10058', '5986', '8318']",True,19,16,10.0,BRD-K53972329,ruxolitinib,6,CPC014_HEPG2_6H:BRD-K53972329-001-01-3:10,"['5716', '7511', '9217', '2222', '7074', '10892', '10190', '2553', '8870', '22887', '10221', '10523', '10915', '79600', '23212', '6659', '10153', '2887', '10320', '10150', '10245', '9221', '7874', '23670', '54733', '983', '1870', '3725', '63933', '5468', '6908', '3156', '9695', '4860', '4893', '9128', '9903', '466', '1906', '2195', '4864', '7398', '3066', '8061', '2274', '23210', '4609', '22934', '84617', '23223']"
HEPG2,3.93755,"['116832', '5836', '3300', '2184', '10732', '7106', '1459', '5743', '10329', '1050', '57149', '51005', '23647', '23499', '5096', '128', '672', '51466', '2542', '664', '1027', '10131', '10904', '4582', '10285', '2582', '6812', '9847', '10559', '55818', '22889', '207', '994', '2264', '11182', '57761', '10513', '51170', '6832', '10038', '310', '5601', '23588', '51160', '29082', '9053', '5300', '10058', '25932', '8318']",True,39,32,10.0,BRD-K53972329,ruxolitinib,6,CPC014_HEPG2_6H:BRD-K53972329-001-02-1:10,"['9217', '8851', '6804', '26001', '7874', '53343', '9128', '5468', '8870', '874', '22887', '8061', '55033', '23131', '55008', '3725', '10915', '6659', '998', '57406', '3156', '3628', '57804', '10245', '26036', '10892', '23210', '93487', '3480', '23212', '1848', '57048', '7538', '10221', '2553', '10668', '54733', '10165', '55958', '8312', '7511', '1958', '54881', '22823', '7048', '1026', '4850', '466', '9531', '54442']"
HT29,2.7578,"['7106', '6195', '2673', '8826', '10973', '55011', '5154', '51021', '23325', '2356', '5792', '55256', '55847', '56654', '6812', '8804', '3611', '4793', '10013', '5423', '5331', '5796', '22883', '8974', '291', '4605', '5050', '207', '5715', '9097', '7538', '6676', '56940', '7099', '9702', '1759', '51005', '5699', '57761', '51071', '8318', '323', '965', '831', '8553', '10904', '116832', '4282', '29083', '51203']",True,11,11,10.0,BRD-K53972329,ruxolitinib,6,CPC014_HT29_6H:BRD-K53972329-001-01-3:10,"['29916', '9851', '10915', '7994', '26036', '10921', '958', '10270', '11325', '2852', '30849', '10153', '10180', '6908', '22887', '23670', '9833', '891', '79902', '7157', '11319', '22823', '9868', '4850', '4836', '55620', '466', '2048', '642', '11004', '5019', '10813', '8884', '8726', '9519', '5985', '64746', '5921', '11073', '9738', '4088', '2767', '3482', '3480', '2195', '26993', '8480', '4172', '51466', '2553']"
HT29,3.13291,"['29082', '6676', '2548', '9016', '10013', '1459', '51097', '23499', '11182', '10329', '965', '4331', '637', '1759', '2356', '207', '9270', '10904', '5154', '256364', '79143', '54205', '3300', '5427', '22809', '1385', '4817', '1633', '5331', '2582', '672', '10681', '10898', '11168', '23597', '10559', '291', '831', '5836', '5529', '57761', '9847', '23588', '51116', '5601', '23325', '51071', '6195', '1153', '8318']",True,14,15,10.0,BRD-K53972329,ruxolitinib,6,CPC014_HT29_6H:BRD-K53972329-001-02-1:10,"['64746', '10915', '26036', '22823', '10285', '10270', '22887', '23670', '6696', '11004', '10153', '9710', '10523', '7157', '7048', '10237', '124583', '4836', '55038', '4850', '11319', '11325', '8731', '4216', '3480', '8480', '835', '230', '11142', '30849', '2553', '23378', '5921', '55033', '55179', '5347', '54915', '9221', '23210', '8837', '26993', '54386', '5743', '30836', '9833', '7874', '22827', '4154', '22926', '466']"
MCF7,2.81465,"['501', '9488', '4780', '2852', '9842', '9533', '9670', '1500', '8835', '836', '10112', '843', '5829', '10206', '23161', '23335', '23', '6657', '2113', '5792', '7994', '9918', '4817', '2353', '5287', '9917', '51375', '701', '2582', '481', '960', '6810', '23321', '55818', '7099', '11000', '22809', '2288', '23244', '26520', '10059', '4791', '10046', '9801', '2131', '6461', '11011', '6253', '51015', '994']",True,12,10,10.0,BRD-K53972329,ruxolitinib,24,CPC014_MCF7_24H:BRD-K53972329-001-01-3:10,"['4200', '2048', '9695', '6509', '3383', '23038', '55129', '79947', '10557', '64428', '23224', '2770', '5588', '2356', '55620', '7852', '79006', '4775', '10845', '6793', '55556', '8870', '55604', '7511', '57178', '25825', '3978', '26292', '3988', '3329', '55793', '6499', '6697', '80347', '1738', '26001', '23029', '9128', '1978', '6119', '9703', '79902', '10099', '8821', '142', '9221', '11098', '899', '56997', '7264']"
MCF7,2.9171,"['22883', '2958', '1647', '22905', '10049', '4998', '79716', '7015', '24149', '1001', '10782', '10285', '9918', '10038', '9533', '10131', '25976', '23', '891', '3206', '7494', '3895', '5696', '23244', '1534', '5829', '8835', '23321', '6790', '1017', '5715', '26001', '11007', '55818', '5287', '22809', '8204', '51001', '5601', '9690', '55748', '2288', '10059', '51116', '51056', '1445', '11137', '51203', '9270', '22934']",True,16,15,10.0,BRD-K53972329,ruxolitinib,24,CPC014_MCF7_24H:BRD-K53972329-001-02-1:10,"['9710', '85377', '5583', '55608', '7099', '8727', '2817', '8800', '10153', '572', '91137', '55129', '9053', '10668', '3988', '10165', '27244', '9988', '8870', '5468', '727', '6347', '3028', '1062', '6304', '3775', '10953', '10450', '51282', '10617', '8607', '55604', '1846', '6499', '54681', '5588', '329', '8804', '2767', '310', '10681', '4793', '51335', '2954', '6390', '55793', '4154', '1848', '25825', '10237']"
