cell_id,distil_ss,dn50_lm,is_gold,ngenes_modulated_dn_lm,ngenes_modulated_up_lm,pert_dose,pert_id,pert_iname,pert_time,sig_id,up50_lm
A549,2.4339630603790283,"['9670', '55129', '9943', '7159', '22883', '79716', '874', '54386', '4792', '4690', '3383', '4125', '8324', '54881', '3925', '2625', '5373', '54915', '23076', '10046', '5255', '79094', '51015', '8091', '22926', '8624', '8270', '10489', '5603', '1212', '22796', '6810', '5696', '84159', '200734', '9637', '2064', '1738', '8318', '23499', '1398', '6813', '26064', '5223', '7088', '8520', '26136', '84617', '5018', '51026']",False,13,13,1.11111,BRD-A90490067,fulvestrant,24,DOSBIO002_A549_24H:BRD-A90490067:1.11111,"['7874', '4067', '5777', '58497', '1123', '10398', '7511', '3280', '5971', '5580', '54505', '5427', '5357', '4200', '375346', '23038', '57147', '7485', '4638', '5796', '5898', '8550', '1062', '11261', '868', '79187', '28969', '1662', '29928', '4998', '8607', '4846', '9455', '10810', '23588', '23522', '4927', '10921', '9686', '466', '9801', '5699', '3628', '9270', '1633', '5997', '3682', '3202', '9126', '9519']"
A549,4.248257637023926,"['23212', '7874', '6119', '10813', '3329', '54205', '10493', '840', '63933', '1123', '5696', '4088', '8446', '3978', '2771', '392', '1845', '8270', '1017', '3303', '65057', '54512', '5993', '26064', '23161', '10434', '23142', '6772', '9448', '79143', '83743', '7168', '79071', '637', '58478', '9128', '56889', '6813', '128', '57215', '55748', '11168', '23325', '7866', '10776', '4616', '10318', '4144', '23223', '7088']",False,39,36,0.37037,BRD-A90490067,fulvestrant,24,DOSBIO002_A549_24H:BRD-A90490067:0.37037,"['4891', '4582', '3800', '5366', '7099', '9016', '6509', '4067', '9854', '5467', '10765', '1050', '23271', '5788', '54438', '10668', '5627', '8444', '11261', '8324', '23139', '5355', '23131', '2736', '1788', '79961', '2908', '54505', '9053', '10644', '868', '5880', '7043', '652', '29103', '9217', '2625', '6659', '993', '3108', '427', '7376', '2115', '7485', '26020', '4208', '9170', '81544', '8503', '5777']"
HT29,4.466437339782715,"['81544', '23014', '7874', '51070', '10776', '5566', '7048', '9690', '8726', '6119', '581', '9943', '1509', '5223', '7264', '3028', '23076', '1994', '5982', '3383', '1981', '11137', '64943', '1662', '998', '3315', '10227', '10732', '57147', '5721', '51282', '51335', '10318', '1848', '22809', '5792', '26511', '6894', '10557', '6050', '10146', '10559', '22934', '27242', '79143', '9093', '9270', '2778', '1212', '51495']",False,34,39,10.0,BRD-A90490067,fulvestrant,24,DOSBIO001_HT29_24H:BRD-A90490067:10,"['6509', '6909', '55129', '85377', '5613', '4067', '10057', '323', '8312', '5880', '55008', '54541', '200734', '11284', '26227', '595', '664', '3988', '843', '10797', '5106', '5627', '1831', '5054', '5873', '8974', '51466', '8996', '89910', '6772', '25932', '51465', '5359', '91137', '7494', '2946', '4303', '4616', '847', '51056', '6696', '9016', '10641', '8550', '29978', '813', '2058', '2048', '1643', '79071']"
HT29,2.9421768188476562,"['6342', '1662', '200734', '85377', '8324', '2195', '6696', '10058', '6709', '808', '60493', '23077', '5747', '27242', '9641', '8550', '4775', '54957', '7296', '10298', '5699', '1950', '5438', '8800', '93487', '5827', '29890', '2896', '6772', '51203', '3482', '11137', '29763', '11014', '9813', '6990', '2548', '94239', '2064', '57215', '8985', '22827', '3251', '51282', '58478', '960', '10190', '51170', '9847', '1861']",False,12,17,3.33333,BRD-A90490067,fulvestrant,24,DOSBIO001_HT29_24H:BRD-A90490067:3.33333,"['51422', '4208', '9710', '230', '2048', '55620', '55793', '4582', '1052', '9712', '4638', '11200', '23321', '11261', '23131', '2954', '3988', '50865', '80746', '5054', '9738', '55179', '1845', '5211', '6777', '51053', '4088', '51097', '3329', '51026', '2887', '2184', '5357', '596', '9842', '51021', '1831', '128', '3202', '1111', '5627', '8574', '5223', '10775', '10610', '79902', '9703', '1677', '65057', '8446']"
HT29,3.6340808868408203,"['11157', '4616', '10165', '3895', '93594', '23536', '60493', '3416', '9928', '823', '26001', '1213', '3508', '5925', '8312', '58497', '83743', '10523', '26020', '9961', '11014', '10153', '695', '5357', '29911', '54512', '23636', '56924', '51071', '23', '4792', '10493', '1666', '2771', '10227', '23076', '6894', '29083', '6772', '8550', '994', '51056', '39', '23325', '26511', '10318', '54915', '57019', '29082', '51015']",False,23,18,1.11111,BRD-A90490067,fulvestrant,24,DOSBIO001_HT29_24H:BRD-A90490067:1.11111,"['2113', '2690', '9695', '843', '6909', '1958', '3383', '8974', '25966', '23131', '4482', '55008', '23097', '54541', '79850', '9697', '9448', '3909', '2042', '5366', '8851', '2908', '665', '79174', '1277', '23039', '4088', '27244', '23522', '23321', '9455', '5601', '23029', '8318', '5480', '7982', '5566', '79187', '5627', '1950', '5654', '3033', '54438', '51160', '55129', '55033', '54881', '51001', '6990', '9851']"
HT29,3.683187484741211,"['808', '2673', '11065', '11004', '392', '178', '8800', '8440', '3091', '5641', '533', '4864', '652', '57019', '5720', '3312', '427', '53343', '3251', '51170', '4154', '10146', '94239', '9375', '54623', '10057', '51070', '8804', '9097', '51719', '5747', '6184', '4891', '10285', '7982', '5440', '3303', '23326', '51335', '1153', '79080', '51056', '2624', '10150', '79143', '10276', '8574', '10165', '2778', '55699']",False,16,22,0.37037,BRD-A90490067,fulvestrant,24,DOSBIO001_HT29_24H:BRD-A90490067:0.37037,"['4638', '10818', '84890', '79643', '6915', '10810', '25966', '4312', '29890', '11142', '6616', '9455', '11325', '6347', '9738', '8678', '1123', '4927', '51635', '50813', '23149', '5607', '8996', '8050', '10921', '64943', '10362', '6839', '79187', '6603', '54807', '2146', '9261', '10681', '11072', '5580', '7153', '332', '51024', '6810', '10782', '22908', '5601', '11011', '54681', '983', '6894', '51005', '10112', '79090']"
HT29,5.339537143707275,"['3329', '54512', '5440', '5747', '7158', '9531', '64422', '51719', '54499', '10276', '51170', '5997', '23011', '39', '9915', '652', '3091', '11065', '8480', '637', '22809', '54205', '23326', '4154', '80349', '3303', '9688', '51026', '51070', '55012', '79143', '6184', '5720', '10227', '965', '58478', '6622', '9650', '1662', '57019', '1500', '57147', '831', '22934', '79902', '501', '5827', '50814', '10557', '23658']",True,77,81,10.0,BRD-A90490067,fulvestrant,24,DOSBIO002_HT29_24H:BRD-A90490067:10,"['85377', '65123', '664', '596', '5054', '780', '9903', '79643', '2946', '355', '51385', '9797', '54541', '55837', '57406', '1052', '11325', '80212', '5831', '23536', '8878', '1831', '665', '5106', '4125', '5257', '10681', '26227', '2548', '57192', '9552', '387', '9686', '230', '6509', '10180', '50813', '6777', '4482', '2582', '55111', '23131', '58497', '1153', '51005', '2769', '11072', '6915', '2065', '207']"
HT29,3.4471261501312256,"['5583', '8550', '51382', '29103', '11325', '51495', '39', '3303', '2131', '701', '4313', '29082', '9533', '7538', '3156', '6990', '1950', '5019', '10493', '6253', '5873', '4232', '55179', '9943', '5289', '23271', '823', '30836', '54499', '4780', '388650', '23597', '51015', '1026', '9134', '55324', '5831', '9924', '79961', '2063', '1662', '10732', '1861', '23013', '51024', '5111', '4043', '79080', '124583', '9133']",False,15,26,3.33333,BRD-A90490067,fulvestrant,24,DOSBIO002_HT29_24H:BRD-A90490067:3.33333,"['5054', '26036', '55604', '57048', '5891', '4851', '10491', '6616', '5547', '6774', '2048', '23530', '1870', '9653', '8349', '81544', '55825', '4200', '9710', '835', '6347', '874', '5331', '84159', '230', '1643', '8324', '5627', '6499', '11041', '3566', '7690', '8503', '9703', '10180', '7165', '8444', '8553', '868', '7416', '9448', '23097', '10227', '25987', '56997', '27109', '23512', '8270', '5480', '5777']"
HT29,2.947091817855835,"['5054', '3895', '2356', '998', '5710', '5111', '9134', '6251', '10150', '6832', '26001', '10818', '9488', '4232', '843', '3156', '5357', '7905', '1111', '30836', '5982', '27032', '5048', '351', '5300', '10051', '2195', '4690', '1861', '960', '51071', '5708', '4792', '10298', '55748', '57019', '3925', '64429', '2064', '9183', '1633', '2896', '54881', '10146', '39', '10190', '6813', '6856', '5997', '57215']",False,16,17,1.11111,BRD-A90490067,fulvestrant,24,DOSBIO002_HT29_24H:BRD-A90490067:1.11111,"['10398', '8821', '7165', '9519', '5583', '2042', '80204', '8312', '5498', '2309', '5927', '2887', '6599', '4482', '55129', '207', '23212', '835', '79643', '4783', '7105', '55038', '47', '23039', '3280', '91137', '54807', '6616', '23378', '5889', '6499', '6184', '874', '622', '7416', '4775', '6804', '64080', '9797', '7982', '22841', '4582', '7157', '3628', '6908', '4331', '256364', '355', '26128', '178']"
HT29,2.707376003265381,"['6832', '8202', '2817', '1026', '10525', '2956', '7538', '54386', '5261', '1950', '3303', '5777', '7296', '4791', '9801', '23326', '9854', '51071', '64422', '29978', '10058', '11073', '9134', '4864', '10489', '6697', '23014', '5747', '23149', '11325', '5108', '9143', '2353', '10057', '23597', '11232', '3308', '1983', '2195', '8518', '7158', '23636', '6813', '6195', '54915', '2778', '23210', '1500', '10362', '10318']",False,10,15,0.37037,BRD-A90490067,fulvestrant,24,DOSBIO002_HT29_24H:BRD-A90490067:0.37037,"['79600', '55604', '23097', '3480', '9710', '55825', '80204', '1052', '7485', '23038', '2887', '8503', '2908', '8900', '23335', '9053', '1452', '868', '23139', '6499', '29916', '2042', '84617', '3909', '23321', '11041', '93594', '9467', '873', '23077', '387', '8569', '10915', '3398', '25805', '30001', '8061', '622', '23338', '23647', '25839', '2770', '890', '998', '6443', '983', '51021', '1001', '1994', '8837']"
MCF7,7.7999420166015625,"['1509', '55038', '11007', '51015', '9928', '11168', '6790', '51293', '22809', '993', '664', '10112', '7398', '51071', '10051', '9128', '4860', '8480', '84722', '891', '10038', '965', '54881', '3978', '3925', '84617', '3157', '672', '8914', '2274', '51203', '9133', '6839', '5985', '11200', '11065', '10652', '5982', '4605', '983', '8318', '5427', '5347', '991', '332', '8870', '890', '7153', '5111', '11098']",True,119,109,10.0,BRD-A90490067,fulvestrant,24,DOSBIO001_MCF7_24H:BRD-A90490067:10,"['10150', '8503', '25805', '57804', '54541', '5909', '4792', '1831', '9961', '2624', '3398', '481', '1891', '5287', '2896', '10513', '65123', '5607', '4208', '51097', '2770', '8884', '55608', '6622', '80212', '2064', '55620', '8202', '57048', '2946', '2065', '8349', '10765', '55793', '2548', '5899', '10057', '11230', '4303', '2690', '23038', '2625', '2309', '1514', '26020', '3964', '84890', '3122', '50810', '427']"
MCF7,7.637468338012695,"['11232', '4609', '993', '8243', '10112', '51203', '2553', '10606', '11007', '39', '6839', '4860', '3312', '10190', '51293', '8726', '51026', '7106', '84617', '3925', '9133', '7398', '10652', '79902', '672', '6790', '1509', '8914', '891', '4605', '58478', '7153', '5982', '8318', '51071', '11065', '332', '11200', '983', '5985', '890', '10051', '9833', '5427', '5347', '2274', '5111', '8870', '991', '11098']",True,118,115,3.33333,BRD-A90490067,fulvestrant,24,DOSBIO001_MCF7_24H:BRD-A90490067:3.33333,"['10150', '57804', '4088', '4792', '10513', '2624', '8503', '51097', '9961', '481', '5287', '25805', '5909', '2065', '57048', '2064', '1831', '976', '57192', '54541', '427', '8202', '26020', '2896', '2625', '4303', '11182', '23588', '1891', '2920', '4482', '55608', '3398', '1514', '1465', '23038', '5580', '80212', '10057', '6622', '6603', '1001', '2548', '6499', '7088', '6810', '7099', '4851', '5331', '8884']"
MCF7,7.443858623504639,"['25987', '58478', '993', '23212', '84617', '2131', '23014', '8204', '3312', '51293', '3978', '10051', '9455', '10190', '6790', '84722', '9133', '51026', '51015', '10606', '3925', '7398', '6839', '9928', '2553', '672', '5111', '9212', '10652', '11065', '7153', '8914', '11200', '5347', '983', '51203', '4605', '332', '5985', '1509', '9833', '991', '5427', '8318', '891', '890', '2274', '5982', '8870', '11098']",True,103,111,1.11111,BRD-A90490067,fulvestrant,24,DOSBIO001_MCF7_24H:BRD-A90490067:1.11111,"['51097', '2624', '481', '4792', '4088', '8503', '1831', '9961', '54541', '10057', '4482', '5909', '10150', '1891', '5899', '2064', '10513', '57804', '23588', '25805', '58472', '4303', '2065', '3398', '2625', '8884', '8202', '2896', '23038', '1514', '80212', '11182', '26020', '10559', '5058', '57048', '6603', '55837', '2548', '9903', '55793', '2690', '5580', '1001', '10610', '22905', '6810', '8349', '55748', '85236']"
MCF7,7.4602155685424805,"['10112', '10038', '2553', '9455', '4609', '7398', '10190', '58478', '3925', '993', '23212', '10051', '10606', '3978', '891', '9270', '84617', '10652', '3312', '25987', '4860', '8204', '84722', '6839', '51203', '1509', '672', '11007', '9133', '8914', '11065', '11200', '332', '5985', '983', '4605', '7153', '5347', '890', '5111', '51071', '5982', '5427', '8318', '9833', '9212', '2274', '991', '8870', '11098']",True,109,116,0.37037,BRD-A90490067,fulvestrant,24,DOSBIO001_MCF7_24H:BRD-A90490067:0.37037,"['2624', '4792', '10513', '57804', '481', '4125', '10150', '51097', '58472', '2065', '8503', '4088', '9961', '2064', '54541', '57048', '3398', '2852', '25805', '5287', '5909', '55608', '50810', '8884', '55793', '5607', '1465', '2946', '2896', '868', '5580', '2548', '80212', '8202', '23588', '23038', '11182', '4303', '6793', '11325', '9712', '26020', '2690', '1514', '10057', '5899', '1001', '102', '4016', '23300']"
PC3,3.4464852809906006,"['9653', '4931', '54438', '351', '5019', '5547', '26001', '388650', '6856', '4232', '8869', '23512', '178', '6461', '55148', '2042', '55893', '4780', '6772', '1514', '10123', '8349', '1906', '23659', '57215', '5373', '7016', '27032', '1500', '8318', '7159', '4836', '9093', '81533', '8569', '1861', '22823', '51375', '2064', '3091', '670', '55111', '291', '5525', '6813', '79006', '51116', '5255', '58478', '2131']",False,16,23,10.0,BRD-A90490067,fulvestrant,24,DOSBIO001_PC3_24H:BRD-A90490067:10,"['6909', '4200', '10962', '230', '10057', '10797', '54541', '26227', '16', '58472', '5366', '25932', '55033', '5106', '51097', '11073', '1978', '80349', '3553', '9448', '2887', '3162', '3157', '63874', '3486', '1956', '387', '10953', '79090', '6509', '6443', '51160', '5467', '2222', '23039', '4172', '39', '10099', '10150', '3693', '23029', '5331', '8553', '329', '10557', '1026', '26020', '2745', '10682', '9143']"
PC3,3.509699821472168,"['2065', '65123', '1019', '23326', '9267', '50814', '51719', '4282', '8624', '10362', '5889', '9897', '5583', '7485', '1677', '6812', '9928', '64781', '1829', '65057', '9702', '2956', '2064', '91137', '10765', '8804', '51203', '1848', '55012', '6990', '6050', '1662', '51026', '6119', '54205', '10038', '4860', '64429', '2063', '2356', '8878', '960', '55748', '4780', '85236', '2131', '7358', '58478', '22827', '54733']",False,20,25,3.33333,BRD-A90490067,fulvestrant,24,DOSBIO001_PC3_24H:BRD-A90490067:3.33333,"['5588', '256364', '2625', '50810', '8835', '9143', '22887', '4208', '9917', '51385', '10695', '85377', '1454', '25', '5827', '8996', '79600', '55008', '5891', '23659', '22905', '8731', '4638', '4891', '64080', '23212', '10782', '9270', '5927', '5601', '7043', '79090', '5300', '23536', '10320', '644', '63874', '23039', '780', '23335', '9261', '868', '9519', '4482', '9851', '5480', '8837', '4200', '2624', '2852']"
PC3,3.178750991821289,"['11319', '5261', '9915', '5699', '23223', '2185', '10059', '64428', '50865', '3480', '9650', '7015', '10972', '3251', '6915', '2886', '9097', '7358', '200734', '5925', '9143', '7016', '23077', '55012', '2356', '291', '1861', '9918', '9093', '8550', '10898', '51170', '7750', '50814', '10112', '8569', '7867', '11011', '8884', '1983', '572', '670', '9801', '226', '79174', '8574', '7158', '5747', '79006', '3206']",False,16,31,1.11111,BRD-A90490067,fulvestrant,24,DOSBIO001_PC3_24H:BRD-A90490067:1.11111,"['56997', '57406', '23300', '23139', '57192', '54438', '4893', '5529', '22887', '9903', '4851', '51031', '4780', '5827', '7690', '2920', '6793', '2042', '6676', '23338', '9924', '8869', '230', '780', '63874', '55008', '5921', '79643', '54442', '976', '23038', '22809', '1062', '51742', '93594', '6697', '58472', '54807', '51097', '11073', '55038', '63933', '51466', '55837', '1153', '5468', '5836', '8396', '54957', '5110']"
PC3,3.7303688526153564,"['1788', '81533', '27242', '26001', '23014', '4851', '5796', '808', '9467', '9915', '2063', '5048', '2534', '23077', '5747', '2064', '9126', '2946', '5831', '5708', '23', '6461', '23635', '64781', '7016', '51382', '6832', '3930', '2778', '7020', '7358', '5373', '23512', '5699', '637', '8878', '5982', '11011', '22934', '5525', '9093', '1662', '57761', '79716', '9134', '5696', '6697', '51056', '26136', '9688']",False,20,26,0.37037,BRD-A90490067,fulvestrant,24,DOSBIO001_PC3_24H:BRD-A90490067:0.37037,"['2625', '6714', '5211', '9641', '2920', '10765', '51097', '10557', '5058', '22841', '23463', '80204', '23338', '2017', '6988', '5891', '63874', '2770', '80349', '8731', '10695', '8726', '8270', '8050', '6009', '10227', '6443', '54442', '3202', '2958', '6603', '2048', '10320', '1429', '55038', '23300', '8553', '4638', '5257', '10112', '10776', '8821', '840', '5827', '57048', '29928', '6118', '4088', '30836', '55608']"
PC3,4.156799793243408,"['2523', '2185', '5796', '6347', '2852', '2769', '5290', '11000', '10525', '29890', '23335', '26511', '11142', '9847', '7020', '27032', '958', '23014', '10123', '1788', '1906', '7015', '836', '10434', '5050', '1282', '4998', '670', '51170', '6622', '9093', '6813', '6461', '2886', '55893', '1001', '51382', '5997', '501', '84617', '79902', '1738', '1385', '9915', '11011', '10190', '891', '10059', '9688', '85236']",False,125,132,10.0,BRD-A90490067,fulvestrant,24,DOSBIO002_PC3_24H:BRD-A90490067:10,"['2625', '23338', '10610', '84890', '23536', '10797', '29911', '85377', '1454', '4850', '16', '7874', '5106', '80349', '54541', '5971', '1978', '10057', '25932', '26227', '375346', '672', '8821', '4208', '355', '27244', '10150', '23212', '2042', '2058', '10174', '230', '3157', '5921', '10276', '10732', '57761', '1026', '1831', '2222', '2887', '4638', '3486', '3162', '2309', '79643', '10493', '7494', '9710', '55038']"
PC3,4.494297027587891,"['51170', '9915', '4154', '25966', '3329', '5583', '54850', '9016', '9375', '466', '9533', '1662', '637', '55148', '9134', '57149', '51335', '6990', '23014', '672', '1001', '10049', '9928', '8091', '8243', '7867', '8550', '2064', '5525', '5889', '1738', '10797', '965', '902', '10434', '9854', '9448', '5696', '5721', '57215', '6390', '8061', '4931', '79902', '5096', '5747', '11232', '7106', '64429', '9270']",False,38,28,3.33333,BRD-A90490067,fulvestrant,24,DOSBIO002_PC3_24H:BRD-A90490067:3.33333,"['79961', '9143', '102', '10046', '5108', '9712', '11284', '3202', '55556', '57192', '64080', '10765', '10962', '2042', '23224', '840', '51031', '1062', '4582', '6304', '23131', '116832', '23300', '843', '2542', '7994', '10451', '3964', '55008', '7165', '63874', '4638', '2146', '25987', '3108', '51742', '4208', '387', '51422', '10818', '10013', '5777', '4172', '1870', '5092', '4088', '6118', '57147', '5257', '4927']"
PC3,3.112189531326294,"['25803', '5986', '23161', '9093', '23271', '23522', '1385', '5770', '4794', '4998', '10123', '8349', '2263', '22796', '9533', '4780', '81533', '7296', '10206', '2736', '9915', '10559', '2195', '2769', '4232', '8446', '55893', '1906', '9637', '26511', '23635', '200734', '6990', '7905', '10245', '11232', '1398', '51116', '7866', '7020', '2886', '1983', '9134', '670', '10190', '23014', '6813', '5696', '22827', '5889']",False,137,106,1.11111,BRD-A90490067,fulvestrant,24,DOSBIO002_PC3_24H:BRD-A90490067:1.11111,"['27244', '23131', '54850', '10329', '10557', '9851', '2852', '9261', '6509', '899', '55148', '7099', '55604', '5211', '9924', '10174', '3416', '10150', '355', '10921', '11031', '10153', '63874', '9710', '8869', '51466', '55129', '2887', '79187', '29916', '5883', '6597', '6117', '1643', '23463', '9703', '1052', '51742', '22887', '7264', '4088', '1445', '56654', '9455', '8895', '595', '3162', '840', '6603', '2109']"
PC3,3.708214282989502,"['2886', '6657', '8869', '3628', '11188', '5058', '3122', '57019', '7157', '10765', '79094', '23097', '23077', '7159', '57761', '51495', '7020', '1861', '4836', '1212', '348', '10058', '9702', '63933', '4776', '6777', '1662', '2767', '11011', '808', '6119', '5525', '3251', '51569', '51071', '85236', '9134', '11232', '5223', '51026', '23658', '11142', '22934', '79902', '5721', '1738', '10493', '51070', '7358', '26136']",False,37,29,0.37037,BRD-A90490067,fulvestrant,24,DOSBIO002_PC3_24H:BRD-A90490067:0.37037,"['2852', '6509', '55604', '23212', '10810', '56997', '4775', '23131', '5641', '9988', '11284', '25', '54850', '23365', '5891', '5019', '6443', '6793', '4088', '8553', '10845', '1445', '8270', '4125', '9261', '4172', '7077', '8573', '5603', '5257', '3329', '54881', '9703', '7319', '1643', '23338', '3978', '5715', '622', '644', '835', '47', '10606', '329', '22926', '26520', '1981', '840', '1635', '55825']"
MCF7,7.70335054397583,"['9212', '54881', '9928', '51293', '7866', '595', '10038', '80758', '8914', '54512', '3978', '891', '5427', '993', '3925', '5889', '22934', '9128', '3329', '2274', '8270', '6790', '5985', '55038', '7398', '84722', '7153', '7027', '84617', '10051', '672', '9133', '6839', '991', '4860', '5982', '11200', '4605', '5111', '5347', '983', '51203', '9833', '10652', '332', '8318', '8870', '11065', '890', '11098']",True,141,126,10.0,BRD-A90490067,fulvestrant,24,DOSBIO002_MCF7_24H:BRD-A90490067:10,"['10150', '1831', '25805', '2624', '9961', '8503', '57804', '5909', '4792', '57048', '10320', '80212', '3398', '10046', '54541', '55608', '1891', '427', '2064', '481', '1759', '7088', '57192', '1514', '4088', '1846', '847', '154', '5257', '355', '26020', '6622', '23536', '51097', '3815', '23588', '10559', '5607', '4482', '9143', '10057', '6603', '55793', '5580', '5287', '868', '2065', '57406', '10644', '8508']"
MCF7,7.499802589416504,"['7866', '388650', '5440', '9531', '993', '1509', '8204', '813', '23212', '4860', '10051', '9134', '10434', '3312', '11007', '891', '9212', '8914', '9928', '9133', '1019', '51021', '10652', '991', '9270', '7398', '9093', '1676', '39', '1983', '55038', '672', '84722', '4605', '5111', '5985', '983', '332', '2553', '51203', '58478', '11200', '5427', '890', '11065', '5982', '2274', '8870', '8318', '11098']",True,129,131,3.33333,BRD-A90490067,fulvestrant,24,DOSBIO002_MCF7_24H:BRD-A90490067:3.33333,"['2624', '63874', '9961', '57804', '51097', '1831', '4792', '25805', '23530', '481', '2064', '6603', '9641', '8503', '3398', '6622', '57048', '5580', '11182', '4303', '80212', '2065', '4851', '4088', '5909', '2625', '10513', '5777', '55608', '7088', '6676', '10150', '23670', '26020', '54807', '10451', '1514', '1891', '79716', '3964', '5331', '207', '54541', '2946', '5997', '102', '8884', '1001', '54438', '6813']"
MCF7,7.233264446258545,"['23212', '4609', '7398', '2274', '1802', '22934', '3978', '51293', '3925', '595', '9212', '1509', '8914', '2597', '7153', '9928', '9531', '672', '3329', '5985', '26001', '2553', '6790', '8204', '10038', '10606', '7866', '11007', '9690', '84722', '3312', '10051', '5347', '9833', '10652', '8318', '6839', '4860', '991', '5111', '983', '5982', '11065', '5427', '9133', '11200', '332', '890', '8870', '11098']",True,112,94,1.11111,BRD-A90490067,fulvestrant,24,DOSBIO002_MCF7_24H:BRD-A90490067:1.11111,"['57804', '2624', '7099', '481', '4792', '9961', '51097', '10150', '10320', '2064', '55608', '5607', '4303', '57406', '63874', '5287', '8349', '1831', '10559', '10057', '25805', '54442', '8503', '5909', '5891', '501', '80204', '10513', '11182', '79716', '57048', '54541', '5580', '2065', '2852', '51385', '2690', '58472', '55958', '80212', '55837', '26020', '10059', '2625', '1514', '23588', '4088', '6810', '1891', '29928']"
MCF7,7.399901866912842,"['1983', '1019', '1509', '637', '54915', '39', '51293', '891', '7153', '26227', '10051', '10682', '23512', '10190', '3978', '3329', '5985', '22796', '8204', '84722', '6790', '55038', '10038', '3312', '2274', '3682', '672', '4605', '10652', '983', '7398', '5347', '991', '8318', '11200', '332', '5111', '25', '6839', '4860', '9928', '10606', '890', '9133', '11065', '5427', '29082', '5982', '8870', '11098']",True,151,124,0.37037,BRD-A90490067,fulvestrant,24,DOSBIO002_MCF7_24H:BRD-A90490067:0.37037,"['3206', '375346', '2624', '54505', '4792', '9961', '481', '57048', '1831', '51097', '10150', '11182', '4067', '2064', '57804', '25805', '10513', '2065', '5580', '8503', '9053', '63874', '55033', '3398', '85377', '5287', '5583', '79716', '102', '8869', '8349', '6988', '3964', '50810', '4791', '3800', '1846', '23588', '10559', '6622', '7088', '54541', '23530', '5909', '4088', '26020', '5829', '3108', '6812', '1891']"
NEU,2.666393995285034,"['51569', '10273', '5782', '3066', '1429', '80212', '85377', '9928', '8895', '1111', '868', '8678', '55256', '3416', '10921', '10765', '1123', '7690', '6696', '9375', '5048', '10810', '11325', '53343', '22796', '3800', '11137', '23443', '9270', '3693', '9289', '1029', '23386', '79921', '8550', '23597', '9924', '26511', '25874', '1445', '5438', '55011', '388650', '6622', '39', '51466', '22823', '572', '10776', '11168']",False,12,5,10.0,BRD-A90490067,fulvestrant,24,DOSBIO001_NEU_24H:BRD-A90490067:10,"['355', '55825', '9697', '1848', '3909', '2767', '1802', '54438', '60528', '5777', '3162', '64080', '1022', '9702', '1958', '7905', '637', '670', '3383', '1616', '2852', '29928', '54957', '375346', '5720', '7416', '56924', '23061', '79961', '4638', '7866', '81533', '3482', '54205', '7027', '10813', '427', '10112', '1788', '1277', '1891', '4791', '902', '6118', '9915', '10668', '960', '54807', '23161', '6793']"
NEU,2.8450844287872314,"['3385', '7048', '3398', '55012', '4651', '51422', '991', '10298', '4690', '9375', '80204', '890', '7105', '6856', '4125', '5480', '25932', '11232', '4016', '23647', '10046', '572', '10493', '23386', '26511', '2810', '10972', '79850', '1385', '55256', '1026', '2058', '9212', '10682', '5529', '9868', '7852', '26136', '116832', '1445', '2064', '3800', '11031', '51742', '55111', '11137', '51569', '51203', '960', '8050']",False,8,15,3.33333,BRD-A90490067,fulvestrant,24,DOSBIO001_NEU_24H:BRD-A90490067:3.33333,"['10057', '3280', '54807', '51385', '55127', '85236', '835', '7466', '5058', '23011', '1616', '10644', '5720', '80746', '9519', '7905', '5777', '51001', '1050', '8520', '3033', '23061', '89910', '637', '9183', '1282', '1465', '622', '29082', '56924', '8396', '8318', '1052', '79600', '351', '1829', '25966', '7398', '10954', '2037', '4791', '670', '8349', '1845', '9702', '7165', '10513', '55556', '2767', '8996']"
NEU,2.936194896697998,"['9217', '6856', '9276', '3725', '10329', '9695', '5580', '5236', '5289', '6709', '27032', '3108', '22794', '51026', '7358', '5747', '1001', '9097', '6050', '1958', '5873', '5092', '57761', '9488', '8678', '2113', '701', '79094', '9813', '9053', '4067', '93594', '80204', '23061', '1021', '25976', '91949', '8974', '10493', '427', '55958', '8569', '51071', '11031', '51053', '51742', '9686', '9289', '79187', '5829']",False,8,10,1.11111,BRD-A90490067,fulvestrant,24,DOSBIO001_NEU_24H:BRD-A90490067:1.11111,"['7874', '3508', '54807', '51160', '1981', '10049', '3033', '9709', '6499', '10644', '1666', '51024', '7416', '10434', '5720', '10953', '26227', '9170', '2582', '6284', '10007', '10227', '79643', '2954', '7511', '54915', '3611', '116832', '11157', '10589', '6839', '4303', '9181', '5710', '23029', '23658', '9847', '10668', '64080', '58533', '5261', '63933', '8727', '11230', '57149', '8520', '10099', '25839', '2356', '5048']"
