FEATURE_NAME,MEAN_ABS_SHAP,FEATURE_GROUP
"D2_LINCS_UP_['8550', '976', '23076', '29082', '8607', '9868', '11007', '26520', '8091', '831', '23210', '993', '23212', '22934', '51116', '23597', '1802', '26001', '1635', '1465', '10797', '5782', '11137', '79850', '80746', '10915', '9112', '23223', '2274', '8312', '595', '79071', '27242', '54881', '79080', '9533', '200734', '80758', '5743', '2195', '54733', '54512', '1846', '9221', '8061', '4860', '8870', '3628', '4609', '1848']",0.0,LINCS
"D2_LINCS_DN_['5583', '2042', '843', '23131', '54205', '51160', '64428', '51026', '375346', '4067', '2852', '4208', '6909', '695', '1662', '1029', '23368', '4638', '10810', '50865', '116832', '2769', '2770', '6777', '10668', '4616', '29916', '8835', '55958', '256364', '2356', '23522', '5796', '9653', '55556', '1123', '8503', '23378', '9183', '27032', '5708', '54438', '5985', '55011', '66008', '11151', '6443', '5468', '9126', '2887']",0.0,LINCS
"D2_LINCS_UP_['5583', '2042', '843', '23131', '54205', '51160', '64428', '51026', '375346', '4067', '2852', '4208', '6909', '695', '1662', '1029', '23368', '4638', '10810', '50865', '116832', '2769', '2770', '6777', '10668', '4616', '29916', '8835', '55958', '256364', '2356', '23522', '5796', '9653', '55556', '1123', '8503', '23378', '9183', '27032', '5708', '54438', '5985', '55011', '66008', '11151', '6443', '5468', '9126', '2887']",0.0,LINCS
"D2_LINCS_DN_['6919', '6772', '51203', '5261', '10206', '6194', '91949', '11182', '5290', '22905', '23536', '670', '843', '2690', '4794', '1906', '351', '51053', '1017', '701', '5743', '94239', '5355', '6464', '93594', '51160', '4931', '831', '1891', '3122', '8321', '2146', '1950', '23271', '80758', '23161', '80212', '24149', '2954', '7016', '23321', '8851', '9650', '4312', '3308', '57761', '5287', '85236', '124583', '2288']",0.0,LINCS
"D2_LINCS_UP_['6919', '6772', '51203', '5261', '10206', '6194', '91949', '11182', '5290', '22905', '23536', '670', '843', '2690', '4794', '1906', '351', '51053', '1017', '701', '5743', '94239', '5355', '6464', '93594', '51160', '4931', '831', '1891', '3122', '8321', '2146', '1950', '23271', '80758', '23161', '80212', '24149', '2954', '7016', '23321', '8851', '9650', '4312', '3308', '57761', '5287', '85236', '124583', '2288']",0.0,LINCS
"D2_LINCS_DN_['3775', '835', '25966', '11261', '4893', '11031', '9695', '6443', '9053', '9519', '10904', '4582', '30', '29916', '899', '2356', '9517', '10434', '23039', '8396', '102', '1981', '8727', '8270', '5092', '23530', '226', '85377', '63933', '5883', '6182', '57147', '1605', '55793', '22827', '6774', '9688', '9143', '8996', '9961', '10174', '310', '7849', '55748', '3066', '5211', '11014', '6193', '8870', '2736']",0.0,LINCS
"D2_LINCS_UP_['3775', '835', '25966', '11261', '4893', '11031', '9695', '6443', '9053', '9519', '10904', '4582', '30', '29916', '899', '2356', '9517', '10434', '23039', '8396', '102', '1981', '8727', '8270', '5092', '23530', '226', '85377', '63933', '5883', '6182', '57147', '1605', '55793', '22827', '6774', '9688', '9143', '8996', '9961', '10174', '310', '7849', '55748', '3066', '5211', '11014', '6193', '8870', '2736']",0.0,LINCS
"D2_LINCS_DN_['6676', '9697', '6443', '23212', '9903', '3162', '27244', '10668', '3315', '1277', '56940', '1831', '4792', '2309', '6622', '63874', '7088', '4616', '57178', '5154', '1643', '4891', '1870', '6603', '8974', '847', '8324', '7849', '868', '55008', '10038', '5721', '2920', '3206', '6659', '6810', '840', '1509', '8204', '3978', '10013', '10451', '5831', '5287', '25874', '4850', '2064', '9212', '79006', '3480']",0.0,LINCS
"D2_LINCS_UP_['6676', '9697', '6443', '23212', '9903', '3162', '27244', '10668', '3315', '1277', '56940', '1831', '4792', '2309', '6622', '63874', '7088', '4616', '57178', '5154', '1643', '4891', '1870', '6603', '8974', '847', '8324', '7849', '868', '55008', '10038', '5721', '2920', '3206', '6659', '6810', '840', '1509', '8204', '3978', '10013', '10451', '5831', '5287', '25874', '4850', '2064', '9212', '79006', '3480']",0.0,LINCS
"D1_LINCS_UP_['1026', '10818', '2185', '7398', '2222', '25803', '6616', '10013', '3638', '55818', '10153', '6464', '2767', '23223', '10513', '211', '2356', '26136', '1845', '896', '10765', '9915', '8731', '1001', '57761', '3482', '3162', '54505', '1017', '2131', '79600', '79094', '5696', '3157', '83743', '51495', '23588', '79902', '51742', '10318', '7106', '27336', '10270', '4775', '29083', '9709', '6856', '1738', '5092', '831']",0.0,LINCS
"D1_LINCS_UP_['5359', '4582', '2817', '3383', '11182', '25805', '5971', '1950', '3098', '3315', '6772', '481', '9943', '1831', '9143', '9246', '5641', '9686', '4605', '85377', '10318', '84159', '4783', '4792', '3611', '291', '5696', '148022', '1906', '7849', '3909', '8974', '55008', '6777', '26020', '29916', '25966', '8837', '51056', '392', '9709', '3988', '3300', '5054', '4616', '23635', '9455', '6813', '23443', '7159']",0.0,LINCS
"D1_LINCS_UP_['2523', '10617', '4232', '11168', '2058', '10362', '5048', '1981', '1050', '4794', '9868', '1454', '596', '6772', '51024', '5111', '56997', '55012', '1802', '55699', '23658', '1500', '11011', '10523', '3553', '2852', '9112', '949', '6195', '4690', '3157', '7416', '10732', '5831', '23499', '9124', '10270', '51282', '3280', '10491', '1983', '79643', '124583', '27242', '10221', '4775', '10273', '55818', '23647', '2064']",0.0,LINCS
"D1_LINCS_DN_['5909', '2274', '58478', '1465', '79902', '1786', '9221', '8061', '6118', '3385', '80758', '22934', '27346', '332', '11004', '9212', '993', '9128', '10165', '8727', '1635', '7398', '55148', '79073', '1019', '2115', '5982', '10921', '2146', '54733', '983', '8914', '5427', '6839', '7866', '991', '1978', '10797', '11007', '2582', '7153', '5111', '7106', '4172', '1848', '595', '8318', '4609', '1846', '8870']",0.0,LINCS
"D1_LINCS_DN_['10123', '2624', '8091', '26020', '7099', '84890', '902', '5782', '79071', '54881', '256364', '22934', '10450', '23378', '9221', '10523', '2195', '26128', '595', '54733', '4860', '9688', '2274', '1026', '8550', '8312', '26520', '79850', '5710', '7048', '26064', '80758', '9868', '652', '11073', '1662', '7867', '9926', '8870', '10559', '3628', '8061', '9134', '54512', '4609', '1738', '1846', '1029', '9270', '1848']",0.0,LINCS
"D1_LINCS_UP_['5331', '4638', '10845', '2624', '4776', '54442', '3300', '27244', '7099', '6509', '57178', '3162', '2817', '3315', '10150', '1277', '481', '29928', '9143', '3775', '5993', '10904', '3486', '10810', '1026', '55604', '5154', '847', '63874', '25805', '11007', '54505', '8878', '2264', '5654', '1001', '5287', '26227', '1845', '80212', '55008', '4303', '5770', '6193', '7296', '10013', '2908', '10362', '1534', '51466']",0.0,LINCS
"D1_LINCS_DN_['5331', '4638', '10845', '2624', '4776', '54442', '3300', '27244', '7099', '6509', '57178', '3162', '2817', '3315', '10150', '1277', '481', '29928', '9143', '3775', '5993', '10904', '3486', '10810', '1026', '55604', '5154', '847', '63874', '25805', '11007', '54505', '8878', '2264', '5654', '1001', '5287', '26227', '1845', '80212', '55008', '4303', '5770', '6193', '7296', '10013', '2908', '10362', '1534', '51466']",0.0,LINCS
"D1_LINCS_UP_['2042', '3800', '2048', '23200', '9903', '8312', '2908', '84890', '8835', '65123', '9712', '53343', '2770', '4067', '11284', '2356', '55011', '23338', '11031', '1950', '5993', '991', '55148', '5498', '7494', '7165', '4616', '26001', '8720', '5357', '8821', '79961', '22841', '7358', '57178', '23512', '5909', '10641', '51282', '10953', '9270', '5699', '3091', '1666', '22809', '10557', '9926', '60528', '5891', '902']",0.0,LINCS
"D1_LINCS_DN_['2042', '3800', '2048', '23200', '9903', '8312', '2908', '84890', '8835', '65123', '9712', '53343', '2770', '4067', '11284', '2356', '55011', '23338', '11031', '1950', '5993', '991', '55148', '5498', '7494', '7165', '4616', '26001', '8720', '5357', '8821', '79961', '22841', '7358', '57178', '23512', '5909', '10641', '51282', '10953', '9270', '5699', '3091', '1666', '22809', '10557', '9926', '60528', '5891', '902']",0.0,LINCS
"D1_LINCS_UP_['5909', '2274', '58478', '1465', '79902', '1786', '9221', '8061', '6118', '3385', '80758', '22934', '27346', '332', '11004', '9212', '993', '9128', '10165', '8727', '1635', '7398', '55148', '79073', '1019', '2115', '5982', '10921', '2146', '54733', '983', '8914', '5427', '6839', '7866', '991', '1978', '10797', '11007', '2582', '7153', '5111', '7106', '4172', '1848', '595', '8318', '4609', '1846', '8870']",0.0,LINCS
"D1_LINCS_UP_['79961', '10668', '58478', '10644', '29978', '2048', '7511', '2542', '8821', '1123', '6304', '2624', '1870', '23013', '5900', '843', '1829', '7099', '23200', '29103', '81544', '23212', '2770', '2908', '976', '55825', '22796', '9289', '4482', '51385', '8569', '2954', '1465', '11000', '572', '148022', '2810', '23038', '4793', '5498', '54733', '1981', '2017', '28969', '8243', '5710', '79716', '637', '2887', '23536']",0.0,LINCS
"D1_LINCS_DN_['1514', '9289', '2582', '55038', '56889', '993', '6812', '200734', '3383', '6856', '8821', '7099', '79080', '25', '1282', '2274', '10589', '4651', '54733', '5708', '27095', '3693', '2745', '10276', '10644', '8091', '23325', '8678', '2115', '54881', '4860', '27242', '9531', '10892', '4609', '1454', '23223', '9181', '960', '595', '5891', '23670', '3280', '3486', '5829', '5782', '1846', '8061', '8870', '1848']",0.0,LINCS
"D1_LINCS_DN_['79961', '10668', '58478', '10644', '29978', '2048', '7511', '2542', '8821', '1123', '6304', '2624', '1870', '23013', '5900', '843', '1829', '7099', '23200', '29103', '81544', '23212', '2770', '2908', '976', '55825', '22796', '9289', '4482', '51385', '8569', '2954', '1465', '11000', '572', '148022', '2810', '23038', '4793', '5498', '54733', '1981', '2017', '28969', '8243', '5710', '79716', '637', '2887', '23536']",0.0,LINCS
"D1_LINCS_UP_['5899', '595', '22809', '2582', '9134', '4864', '10969', '8050', '10892', '5898', '200734', '5997', '2920', '7398', '55127', '9267', '823', '3280', '55012', '10146', '23', '1021', '25987', '55038', '9690', '4651', '10813', '55256', '9112', '2115', '10051', '1500', '2745', '9181', '6284', '8837', '55818', '79921', '1848', '26001', '6804', '8870', '4775', '8061', '29082', '5782', '51742', '23223', '2778', '1846']",0.0,LINCS
"D1_LINCS_DN_['5899', '595', '22809', '2582', '9134', '4864', '10969', '8050', '10892', '5898', '200734', '5997', '2920', '7398', '55127', '9267', '823', '3280', '55012', '10146', '23', '1021', '25987', '55038', '9690', '4651', '10813', '55256', '9112', '2115', '10051', '1500', '2745', '9181', '6284', '8837', '55818', '79921', '1848', '26001', '6804', '8870', '4775', '8061', '29082', '5782', '51742', '23223', '2778', '1846']",0.0,LINCS
"D1_LINCS_UP_['6832', '8243', '4313', '291', '4232', '51026', '9126', '5770', '79080', '7538', '6461', '51053', '54512', '54205', '2886', '10892', '9842', '595', '7016', '22905', '5321', '351', '5054', '2131', '23212', '11044', '3091', '54733', '57761', '4088', '3280', '9915', '27242', '1662', '8837', '64422', '8821', '4144', '9093', '6284', '5366', '200734', '2288', '4609', '55893', '8061', '10221', '8870', '25', '1848']",0.0,LINCS
"D1_LINCS_DN_['6832', '8243', '4313', '291', '4232', '51026', '9126', '5770', '79080', '7538', '6461', '51053', '54512', '54205', '2886', '10892', '9842', '595', '7016', '22905', '5321', '351', '5054', '2131', '23212', '11044', '3091', '54733', '57761', '4088', '3280', '9915', '27242', '1662', '8837', '64422', '8821', '4144', '9093', '6284', '5366', '200734', '2288', '4609', '55893', '8061', '10221', '8870', '25', '1848']",0.0,LINCS
"D1_LINCS_UP_['23131', '5588', '27244', '58472', '79947', '4638', '79006', '102', '23530', '5873', '5331', '22905', '5019', '9702', '54438', '54807', '6988', '28969', '23200', '26993', '9170', '2852', '23161', '3300', '5355', '3251', '57178', '581', '5547', '11000', '51422', '1870', '23338', '9961', '2184', '25987', '8914', '50813', '23061', '50814', '8900', '23635', '22827', '9703', '54541', '1891', '79143', '7074', '9833', '3157']",0.0,LINCS
"D1_LINCS_UP_['10123', '2624', '8091', '26020', '7099', '84890', '902', '5782', '79071', '54881', '256364', '22934', '10450', '23378', '9221', '10523', '2195', '26128', '595', '54733', '4860', '9688', '2274', '1026', '8550', '8312', '26520', '79850', '5710', '7048', '26064', '80758', '9868', '652', '11073', '1662', '7867', '9926', '8870', '10559', '3628', '8061', '9134', '54512', '4609', '1738', '1846', '1029', '9270', '1848']",0.0,LINCS
"D1_LINCS_DN_['595', '6777', '60528', '57019', '4794', '808', '51382', '25803', '26001', '8800', '993', '25987', '5373', '54512', '4609', '79080', '79073', '10898', '6597', '51116', '30836', '51466', '899', '23013', '7416', '9112', '11007', '7867', '1802', '10190', '23076', '7494', '9847', '10131', '85236', '1509', '596', '5985', '7358', '4144', '57215', '8204', '1633', '5529', '1662', '23212', '5900', '9128', '11098', '23223']",0.0,LINCS
"D1_LINCS_UP_['595', '6777', '60528', '57019', '4794', '808', '51382', '25803', '26001', '8800', '993', '25987', '5373', '54512', '4609', '79080', '79073', '10898', '6597', '51116', '30836', '51466', '899', '23013', '7416', '9112', '11007', '7867', '1802', '10190', '23076', '7494', '9847', '10131', '85236', '1509', '596', '5985', '7358', '4144', '57215', '8204', '1633', '5529', '1662', '23212', '5900', '9128', '11098', '23223']",0.0,LINCS
"D1_LINCS_DN_['25966', '65123', '3206', '5583', '6304', '80746', '9183', '6509', '54438', '10921', '54807', '1870', '7074', '9797', '27336', '79187', '142', '4836', '22809', '9712', '780', '4216', '9221', '10818', '8243', '55847', '642', '54505', '1017', '7027', '10652', '993', '8914', '9531', '55148', '3508', '23463', '11004', '26001', '47', '1786', '2852', '4043', '8396', '23224', '6390', '23512', '23076', '5654', '392']",0.0,LINCS
"D1_LINCS_UP_['25966', '65123', '3206', '5583', '6304', '80746', '9183', '6509', '54438', '10921', '54807', '1870', '7074', '9797', '27336', '79187', '142', '4836', '22809', '9712', '780', '4216', '9221', '10818', '8243', '55847', '642', '54505', '1017', '7027', '10652', '993', '8914', '9531', '55148', '3508', '23463', '11004', '26001', '47', '1786', '2852', '4043', '8396', '23224', '6390', '23512', '23076', '5654', '392']",0.0,LINCS
"D1_LINCS_DN_['54505', '79080', '3693', '6919', '7994', '1802', '1786', '79902', '4609', '896', '8553', '8914', '8870', '23', '10180', '54957', '10123', '8821', '9928', '1282', '10892', '8826', '23463', '51719', '154', '5287', '11072', '5366', '6347', '200734', '10973', '23499', '7074', '960', '27242', '2195', '595', '26001', '1958', '9134', '8091', '51569', '4651', '1465', '5018', '51382', '8061', '5223', '1846', '1848']",0.0,LINCS
"D1_LINCS_UP_['54505', '79080', '3693', '6919', '7994', '1802', '1786', '79902', '4609', '896', '8553', '8914', '8870', '23', '10180', '54957', '10123', '8821', '9928', '1282', '10892', '8826', '23463', '51719', '154', '5287', '11072', '5366', '6347', '200734', '10973', '23499', '7074', '960', '27242', '2195', '595', '26001', '1958', '9134', '8091', '51569', '4651', '1465', '5018', '51382', '8061', '5223', '1846', '1848']",0.0,LINCS
"D1_LINCS_DN_['5588', '5019', '8444', '1022', '10398', '5261', '8878', '10038', '63933', '51001', '1029', '56924', '4016', '28969', '5498', '1452', '965', '5110', '9170', '55111', '2113', '26064', '80347', '831', '6284', '2690', '79174', '9702', '7466', '2553', '55837', '85236', '10813', '57048', '1534', '10493', '50814', '10776', '5223', '5720', '51203', '56889', '5018', '79902', '5747', '51160', '10329', '79080', '670', '65057']",0.0,LINCS
"D1_LINCS_UP_['5588', '5019', '8444', '1022', '10398', '5261', '8878', '10038', '63933', '51001', '1029', '56924', '4016', '28969', '5498', '1452', '965', '5110', '9170', '55111', '2113', '26064', '80347', '831', '6284', '2690', '79174', '9702', '7466', '2553', '55837', '85236', '10813', '57048', '1534', '10493', '50814', '10776', '5223', '5720', '51203', '56889', '5018', '79902', '5747', '51160', '10329', '79080', '670', '65057']",0.0,LINCS
"D1_LINCS_DN_['80204', '3206', '4775', '10954', '5891', '55148', '10732', '9124', '5716', '55111', '6500', '226', '7106', '595', '6813', '10099', '25987', '8050', '7511', '65123', '10329', '51719', '2961', '10953', '6790', '22926', '23636', '90861', '22934', '1633', '7088', '54915', '10652', '5710', '51021', '2920', '80347', '7157', '9817', '10845', '4792', '823', '6499', '10046', '6119', '7905', '5525', '30849', '4482', '25825']",0.0,LINCS
"D1_LINCS_UP_['80204', '3206', '4775', '10954', '5891', '55148', '10732', '9124', '5716', '55111', '6500', '226', '7106', '595', '6813', '10099', '25987', '8050', '7511', '65123', '10329', '51719', '2961', '10953', '6790', '22926', '23636', '90861', '22934', '1633', '7088', '54915', '10652', '5710', '51021', '2920', '80347', '7157', '9817', '10845', '4792', '823', '6499', '10046', '6119', '7905', '5525', '30849', '4482', '25825']",0.0,LINCS
"D1_LINCS_DN_['5357', '11014', '9517', '27244', '10775', '3300', '8727', '387', '91137', '2184', '57192', '5440', '24149', '10237', '6697', '9928', '11168', '664', '1445', '124583', '8851', '310', '5300', '4144', '5223', '8800', '55148', '55699', '7088', '50865', '6894', '22934', '9134', '8678', '5048', '64943', '644', '64429', '51116', '10112', '6813', '5111', '5019', '79080', '51070', '1662', '10270', '54681', '9112', '55256']",0.0,LINCS
"D1_LINCS_UP_['5357', '11014', '9517', '27244', '10775', '3300', '8727', '387', '91137', '2184', '57192', '5440', '24149', '10237', '6697', '9928', '11168', '664', '1445', '124583', '8851', '310', '5300', '4144', '5223', '8800', '55148', '55699', '7088', '50865', '6894', '22934', '9134', '8678', '5048', '64943', '644', '64429', '51116', '10112', '6813', '5111', '5019', '79080', '51070', '1662', '10270', '54681', '9112', '55256']",0.0,LINCS
"D1_LINCS_DN_['1994', '9695', '11200', '6988', '835', '11325', '54512', '873', '4605', '53343', '5331', '23097', '9448', '9519', '1062', '51635', '51742', '5427', '29103', '57147', '230', '47', '4864', '10525', '79961', '6193', '8835', '899', '9712', '58533', '3162', '80347', '665', '1958', '58497', '7159', '4172', '2954', '55604', '3028', '5827', '23139', '116832', '5547', '54957', '664', '26128', '23463', '80212', '1050']",0.0,LINCS
"D1_LINCS_UP_['1994', '9695', '11200', '6988', '835', '11325', '54512', '873', '4605', '53343', '5331', '23097', '9448', '9519', '1062', '51635', '51742', '5427', '29103', '57147', '230', '47', '4864', '10525', '79961', '6193', '8835', '899', '9712', '58533', '3162', '80347', '665', '1958', '58497', '7159', '4172', '2954', '55604', '3028', '5827', '23139', '116832', '5547', '54957', '664', '26128', '23463', '80212', '1050']",0.0,LINCS
"D1_LINCS_DN_['9181', '7048', '84890', '54881', '355', '2582', '3028', '960', '5873', '868', '8869', '998', '5603', '3693', '7994', '896', '10921', '5468', '665', '26520', '51170', '26064', '5743', '23499', '25', '9926', '8821', '7416', '10276', '595', '55748', '4609', '3628', '5921', '2115', '1454', '2745', '5782', '55699', '8091', '9448', '80758', '994', '6804', '26001', '8870', '8061', '1846', '29082', '1848']",0.0,LINCS
"D1_LINCS_UP_['9181', '7048', '84890', '54881', '355', '2582', '3028', '960', '5873', '868', '8869', '998', '5603', '3693', '7994', '896', '10921', '5468', '665', '26520', '51170', '26064', '5743', '23499', '25', '9926', '8821', '7416', '10276', '595', '55748', '4609', '3628', '5921', '2115', '1454', '2745', '5782', '55699', '8091', '9448', '80758', '994', '6804', '26001', '8870', '8061', '1846', '29082', '1848']",0.0,LINCS
"D1_LINCS_DN_['23131', '5588', '27244', '58472', '79947', '4638', '79006', '102', '23530', '5873', '5331', '22905', '5019', '9702', '54438', '54807', '6988', '28969', '23200', '26993', '9170', '2852', '23161', '3300', '5355', '3251', '57178', '581', '5547', '11000', '51422', '1870', '23338', '9961', '2184', '25987', '8914', '50813', '23061', '50814', '8900', '23635', '22827', '9703', '54541', '1891', '79143', '7074', '9833', '3157']",0.0,LINCS
"D1_LINCS_UP_['896', '1022', '58478', '58472', '79850', '3693', '79073', '5836', '10450', '1956', '3628', '22905', '4088', '2736', '5827', '11098', '5357', '4144', '51031', '1635', '26520', '8518', '54733', '8091', '5018', '22796', '8061', '8869', '23499', '22934', '581', '65057', '5829', '4609', '2745', '10123', '5782', '51056', '8870', '1848', '5997', '1861', '2063', '26001', '6804', '54807', '960', '3312', '4860', '1846']",0.0,LINCS
"D1_LINCS_DN_['896', '1022', '58478', '58472', '79850', '3693', '79073', '5836', '10450', '1956', '3628', '22905', '4088', '2736', '5827', '11098', '5357', '4144', '51031', '1635', '26520', '8518', '54733', '8091', '5018', '22796', '8061', '8869', '23499', '22934', '581', '65057', '5829', '4609', '2745', '10123', '5782', '51056', '8870', '1848', '5997', '1861', '2063', '26001', '6804', '54807', '960', '3312', '4860', '1846']",0.0,LINCS
"D1_LINCS_UP_['1465', '51024', '23386', '9801', '1848', '10921', '4144', '5782', '23588', '4609', '1738', '26520', '10276', '8520', '9112', '1514', '5891', '1786', '9918', '54512', '79071', '10681', '10969', '9761', '26001', '256364', '64781', '2582', '23658', '840', '10329', '10776', '10007', '8607', '5829', '57215', '80746', '5708', '51293', '4860', '51116', '8061', '991', '1846', '22934', '7106', '3693', '595', '960', '2745']",0.0,LINCS
"D1_LINCS_UP_['1514', '9289', '2582', '55038', '56889', '993', '6812', '200734', '3383', '6856', '8821', '7099', '79080', '25', '1282', '2274', '10589', '4651', '54733', '5708', '27095', '3693', '2745', '10276', '10644', '8091', '23325', '8678', '2115', '54881', '4860', '27242', '9531', '10892', '4609', '1454', '23223', '9181', '960', '595', '5891', '23670', '3280', '3486', '5829', '5782', '1846', '8061', '8870', '1848']",0.0,LINCS
"D1_LINCS_DN_['5498', '8349', '843', '2185', '388650', '4931', '51635', '351', '7016', '9653', '23368', '54386', '3553', '3454', '2523', '55620', '9650', '11230', '6253', '9842', '5321', '23321', '8446', '2263', '958', '670', '5440', '4893', '57761', '25874', '55818', '4232', '10398', '26136', '2017', '7852', '5792', '6832', '5290', '51569', '26064', '2131', '22827', '10131', '51001', '9915', '5300', '10190', '1465', '51382']",0.0,LINCS
"D1_LINCS_UP_['5498', '8349', '843', '2185', '388650', '4931', '51635', '351', '7016', '9653', '23368', '54386', '3553', '3454', '2523', '55620', '9650', '11230', '6253', '9842', '5321', '23321', '8446', '2263', '958', '670', '5440', '4893', '57761', '25874', '55818', '4232', '10398', '26136', '2017', '7852', '5792', '6832', '5290', '51569', '26064', '2131', '22827', '10131', '51001', '9915', '5300', '10190', '1465', '51382']",0.0,LINCS
"D1_LINCS_DN_['835', '23378', '11261', '2624', '23038', '4200', '5468', '57048', '1050', '55038', '79947', '5427', '57192', '10329', '47', '6304', '54881', '8837', '983', '10668', '30849', '79073', '27032', '23244', '6839', '10644', '64943', '1662', '9738', '10112', '7048', '207', '7466', '8884', '2048', '6119', '8607', '3508', '991', '3566', '4927', '142', '10765', '26054', '5211', '6616', '5289', '10818', '5236', '5058']",0.0,LINCS
"D1_LINCS_UP_['835', '23378', '11261', '2624', '23038', '4200', '5468', '57048', '1050', '55038', '79947', '5427', '57192', '10329', '47', '6304', '54881', '8837', '983', '10668', '30849', '79073', '27032', '23244', '6839', '10644', '64943', '1662', '9738', '10112', '7048', '207', '7466', '8884', '2048', '6119', '8607', '3508', '991', '3566', '4927', '142', '10765', '26054', '5211', '6616', '5289', '10818', '5236', '5058']",0.0,LINCS
"D1_LINCS_DN_['9181', '51599', '84617', '60493', '1666', '11137', '6894', '1452', '7296', '949', '7994', '9688', '51635', '1029', '5018', '54957', '9455', '902', '2058', '9712', '11284', '51031', '23097', '2146', '4792', '8204', '7082', '23300', '466', '4891', '51203', '23326', '10276', '10058', '9924', '10973', '8678', '9926', '8440', '3308', '85236', '5525', '60528', '55038', '3312', '5836', '51382', '960', '54733', '22889']",0.0,LINCS
"D1_LINCS_UP_['9181', '51599', '84617', '60493', '1666', '11137', '6894', '1452', '7296', '949', '7994', '9688', '51635', '1029', '5018', '54957', '9455', '902', '2058', '9712', '11284', '51031', '23097', '2146', '4792', '8204', '7082', '23300', '466', '4891', '51203', '23326', '10276', '10058', '9924', '10973', '8678', '9926', '8440', '3308', '85236', '5525', '60528', '55038', '3312', '5836', '51382', '960', '54733', '22889']",0.0,LINCS
"D1_LINCS_DN_['8503', '1831', '55825', '1666', '2065', '4303', '27244', '55793', '79170', '10513', '4891', '55620', '847', '6659', '5627', '64080', '2309', '65123', '1891', '55958', '79600', '11000', '1870', '10610', '3725', '323', '23139', '23635', '3162', '23410', '6676', '4851', '8800', '3300', '29103', '64428', '8835', '7852', '23368', '25874', '9897', '1050', '91137', '5257', '80212', '5154', '7485', '64781', '9686', '5588']",0.0,LINCS
"D1_LINCS_UP_['8503', '1831', '55825', '1666', '2065', '4303', '27244', '55793', '79170', '10513', '4891', '55620', '847', '6659', '5627', '64080', '2309', '65123', '1891', '55958', '79600', '11000', '1870', '10610', '3725', '323', '23139', '23635', '3162', '23410', '6676', '4851', '8800', '3300', '29103', '64428', '8835', '7852', '23368', '25874', '9897', '1050', '91137', '5257', '80212', '5154', '7485', '64781', '9686', '5588']",0.0,LINCS
"D1_LINCS_DN_['2356', '23212', '5898', '2745', '976', '5580', '79071', '2582', '6790', '55793', '1454', '9134', '54512', '5899', '80758', '22934', '8884', '6622', '4312', '8312', '25', '5829', '26001', '6804', '2115', '10146', '329', '79006', '5366', '5054', '27242', '1282', '79143', '23499', '4609', '5782', '10892', '8869', '4651', '1738', '51282', '6347', '1213', '7866', '5529', '11072', '1848', '8091', '1846', '8061']",0.0,LINCS
"D1_LINCS_UP_['2356', '23212', '5898', '2745', '976', '5580', '79071', '2582', '6790', '55793', '1454', '9134', '54512', '5899', '80758', '22934', '8884', '6622', '4312', '8312', '25', '5829', '26001', '6804', '2115', '10146', '329', '79006', '5366', '5054', '27242', '1282', '79143', '23499', '4609', '5782', '10892', '8869', '4651', '1738', '51282', '6347', '1213', '7866', '5529', '11072', '1848', '8091', '1846', '8061']",0.0,LINCS
"D1_LINCS_DN_['6304', '9710', '8503', '2852', '6275', '1666', '66008', '55793', '230', '5993', '25805', '55008', '9961', '4482', '55748', '11031', '26227', '10451', '9531', '8800', '8550', '5547', '4200', '2063', '79921', '5627', '2690', '4582', '1831', '1277', '55620', '5743', '6793', '5580', '2625', '56924', '5331', '50865', '6697', '780', '8996', '51015', '64080', '8349', '10513', '9289', '1153', '5777', '5050', '8440']",0.0,LINCS
"D1_LINCS_UP_['6304', '9710', '8503', '2852', '6275', '1666', '66008', '55793', '230', '5993', '25805', '55008', '9961', '4482', '55748', '11031', '26227', '10451', '9531', '8800', '8550', '5547', '4200', '2063', '79921', '5627', '2690', '4582', '1831', '1277', '55620', '5743', '6793', '5580', '2625', '56924', '5331', '50865', '6697', '780', '8996', '51015', '64080', '8349', '10513', '9289', '1153', '5777', '5050', '8440']",0.0,LINCS
"D1_LINCS_DN_['1465', '51024', '23386', '9801', '1848', '10921', '4144', '5782', '23588', '4609', '1738', '26520', '10276', '8520', '9112', '1514', '5891', '1786', '9918', '54512', '79071', '10681', '10969', '9761', '26001', '256364', '64781', '2582', '23658', '840', '10329', '10776', '10007', '8607', '5829', '57215', '80746', '5708', '51293', '4860', '51116', '8061', '991', '1846', '22934', '7106', '3693', '595', '960', '2745']",0.0,LINCS
"D1_LINCS_DN_['5211', '6509', '23378', '3416', '4791', '1001', '79961', '1282', '6676', '25825', '28969', '23463', '10320', '4582', '7376', '55847', '899', '23139', '1846', '55793', '2264', '29763', '85377', '9143', '9488', '1212', '595', '9703', '5716', '5899', '6777', '6659', '142', '47', '3028', '63933', '11031', '2767', '102', '4927', '5715', '5236', '55038', '6342', '998', '5050', '4043', '25987', '9112', '9697']",0.0,LINCS
"D1_LINCS_UP_['1027', '79921', '51056', '2131', '200734', '23271', '3337', '93487', '51026', '1666', '9128', '3091', '23039', '5019', '10285', '10434', '50810', '4864', '291', '10969', '51070', '466', '9133', '8243', '29890', '7153', '9126', '351', '10513', '2222', '9019', '8440', '5529', '1019', '29082', '23321', '2037', '51053', '54205', '501', '57215', '2778', '5708', '1738', '23326', '3682', '7416', '57048', '10059', '6284']",0.0,LINCS
