FEATURE_NAME,MEAN_ABS_SHAP,FEATURE_GROUP
"D2_LINCS_DN_['8503', '1831', '55825', '1666', '2065', '4303', '27244', '55793', '79170', '10513', '4891', '55620', '847', '6659', '5627', '64080', '2309', '65123', '1891', '55958', '79600', '11000', '1870', '10610', '3725', '323', '23139', '23635', '3162', '23410', '6676', '4851', '8800', '3300', '29103', '64428', '8835', '7852', '23368', '25874', '9897', '1050', '91137', '5257', '80212', '5154', '7485', '64781', '9686', '5588']",0.0,LINCS
"D2_LINCS_DN_['2356', '23212', '5898', '2745', '976', '5580', '79071', '2582', '6790', '55793', '1454', '9134', '54512', '5899', '80758', '22934', '8884', '6622', '4312', '8312', '25', '5829', '26001', '6804', '2115', '10146', '329', '79006', '5366', '5054', '27242', '1282', '79143', '23499', '4609', '5782', '10892', '8869', '4651', '1738', '51282', '6347', '1213', '7866', '5529', '11072', '1848', '8091', '1846', '8061']",0.0,LINCS
"D2_LINCS_UP_['85377', '79961', '23097', '2908', '2048', '55604', '9928', '9738', '2920', '9797', '5710', '57048', '10320', '57192', '8800', '1123', '1870', '7494', '7852', '1958', '6793', '50810', '323', '54205', '9531', '23200', '9128', '55793', '23635', '80204', '22841', '23224', '10641', '64746', '6253', '4125', '23338', '2356', '10670', '4282', '10493', '5985', '54957', '8440', '10695', '5827', '11007', '23321', '64080', '847']",0.0,LINCS
"D2_LINCS_UP_['2356', '23212', '5898', '2745', '976', '5580', '79071', '2582', '6790', '55793', '1454', '9134', '54512', '5899', '80758', '22934', '8884', '6622', '4312', '8312', '25', '5829', '26001', '6804', '2115', '10146', '329', '79006', '5366', '5054', '27242', '1282', '79143', '23499', '4609', '5782', '10892', '8869', '4651', '1738', '51282', '6347', '1213', '7866', '5529', '11072', '1848', '8091', '1846', '8061']",0.0,LINCS
"D2_LINCS_DN_['6304', '9710', '8503', '2852', '6275', '1666', '66008', '55793', '230', '5993', '25805', '55008', '9961', '4482', '55748', '11031', '26227', '10451', '9531', '8800', '8550', '5547', '4200', '2063', '79921', '5627', '2690', '4582', '1831', '1277', '55620', '5743', '6793', '5580', '2625', '56924', '5331', '50865', '6697', '780', '8996', '51015', '64080', '8349', '10513', '9289', '1153', '5777', '5050', '8440']",0.0,LINCS
"D2_LINCS_UP_['6304', '9710', '8503', '2852', '6275', '1666', '66008', '55793', '230', '5993', '25805', '55008', '9961', '4482', '55748', '11031', '26227', '10451', '9531', '8800', '8550', '5547', '4200', '2063', '79921', '5627', '2690', '4582', '1831', '1277', '55620', '5743', '6793', '5580', '2625', '56924', '5331', '50865', '6697', '780', '8996', '51015', '64080', '8349', '10513', '9289', '1153', '5777', '5050', '8440']",0.0,LINCS
"D2_LINCS_DN_['1465', '51024', '23386', '9801', '1848', '10921', '4144', '5782', '23588', '4609', '1738', '26520', '10276', '8520', '9112', '1514', '5891', '1786', '9918', '54512', '79071', '10681', '10969', '9761', '26001', '256364', '64781', '2582', '23658', '840', '10329', '10776', '10007', '8607', '5829', '57215', '80746', '5708', '51293', '4860', '51116', '8061', '991', '1846', '22934', '7106', '3693', '595', '960', '2745']",0.0,LINCS
"D2_LINCS_UP_['1465', '51024', '23386', '9801', '1848', '10921', '4144', '5782', '23588', '4609', '1738', '26520', '10276', '8520', '9112', '1514', '5891', '1786', '9918', '54512', '79071', '10681', '10969', '9761', '26001', '256364', '64781', '2582', '23658', '840', '10329', '10776', '10007', '8607', '5829', '57215', '80746', '5708', '51293', '4860', '51116', '8061', '991', '1846', '22934', '7106', '3693', '595', '960', '2745']",0.0,LINCS
"D2_LINCS_DN_['5211', '6509', '23378', '3416', '4791', '1001', '79961', '1282', '6676', '25825', '28969', '23463', '10320', '4582', '7376', '55847', '899', '23139', '1846', '55793', '2264', '29763', '85377', '9143', '9488', '1212', '595', '9703', '5716', '5899', '6777', '6659', '142', '47', '3028', '63933', '11031', '2767', '102', '4927', '5715', '5236', '55038', '6342', '998', '5050', '4043', '25987', '9112', '9697']",0.0,LINCS
"D2_LINCS_UP_['5211', '6509', '23378', '3416', '4791', '1001', '79961', '1282', '6676', '25825', '28969', '23463', '10320', '4582', '7376', '55847', '899', '23139', '1846', '55793', '2264', '29763', '85377', '9143', '9488', '1212', '595', '9703', '5716', '5899', '6777', '6659', '142', '47', '3028', '63933', '11031', '2767', '102', '4927', '5715', '5236', '55038', '6342', '998', '5050', '4043', '25987', '9112', '9697']",0.0,LINCS
"D2_LINCS_DN_['835', '8878', '29911', '3162', '840', '54541', '10046', '23131', '8837', '1870', '81544', '11325', '5058', '7466', '63874', '3398', '93487', '1026', '2920', '3300', '2548', '51005', '54807', '3638', '3337', '3157', '23335', '3280', '10153', '7494', '58472', '10007', '5909', '55033', '51170', '22887', '5743', '9797', '23300', '665', '7849', '8870', '4860', '25966', '4864', '4088', '1978', '23597', '1846', '10318']",0.0,LINCS
"D2_LINCS_UP_['835', '8878', '29911', '3162', '840', '54541', '10046', '23131', '8837', '1870', '81544', '11325', '5058', '7466', '63874', '3398', '93487', '1026', '2920', '3300', '2548', '51005', '54807', '3638', '3337', '3157', '23335', '3280', '10153', '7494', '58472', '10007', '5909', '55033', '51170', '22887', '5743', '9797', '23300', '665', '7849', '8870', '4860', '25966', '4864', '4088', '1978', '23597', '1846', '10318']",0.0,LINCS
"D2_LINCS_DN_['3206', '23522', '1052', '3303', '5716', '835', '6676', '6304', '7048', '6839', '4303', '29103', '7159', '3551', '93594', '8800', '2263', '5468', '23131', '79170', '84159', '23588', '5708', '291', '5747', '847', '54541', '23097', '9805', '55793', '1666', '23335', '57048', '51071', '5236', '51385', '1017', '3162', '6347', '25874', '23321', '1870', '8324', '2534', '6464', '7088', '868', '8503', '3988', '902']",0.0,LINCS
"D2_LINCS_UP_['3206', '23522', '1052', '3303', '5716', '835', '6676', '6304', '7048', '6839', '4303', '29103', '7159', '3551', '93594', '8800', '2263', '5468', '23131', '79170', '84159', '23588', '5708', '291', '5747', '847', '54541', '23097', '9805', '55793', '1666', '23335', '57048', '51071', '5236', '51385', '1017', '3162', '6347', '25874', '23321', '1870', '8324', '2534', '6464', '7088', '868', '8503', '3988', '902']",0.0,LINCS
"D2_LINCS_DN_['6709', '10494', '695', '10652', '6599', '7099', '9133', '10174', '4925', '310', '58472', '9868', '25839', '5108', '9267', '25932', '1514', '5880', '23325', '8270', '1027', '55324', '9221', '10730', '8727', '8520', '5054', '25793', '3091', '51282', '54733', '2274', '831', '8318', '7358', '23223', '23597', '11168', '7849', '9924', '2064', '22809', '5300', '55818', '6050', '4931', '9112', '26136', '896', '10318']",0.0,LINCS
"D2_LINCS_UP_['6709', '10494', '695', '10652', '6599', '7099', '9133', '10174', '4925', '310', '58472', '9868', '25839', '5108', '9267', '25932', '1514', '5880', '23325', '8270', '1027', '55324', '9221', '10730', '8727', '8520', '5054', '25793', '3091', '51282', '54733', '2274', '831', '8318', '7358', '23223', '23597', '11168', '7849', '9924', '2064', '22809', '5300', '55818', '6050', '4931', '9112', '26136', '896', '10318']",0.0,LINCS
"D2_LINCS_DN_['85377', '79961', '23097', '2908', '2048', '55604', '9928', '9738', '2920', '9797', '5710', '57048', '10320', '57192', '8800', '1123', '1870', '7494', '7852', '1958', '6793', '50810', '323', '54205', '9531', '23200', '9128', '55793', '23635', '80204', '22841', '23224', '10641', '64746', '6253', '4125', '23338', '2356', '10670', '4282', '10493', '5985', '54957', '8440', '10695', '5827', '11007', '23321', '64080', '847']",0.0,LINCS
"D2_LINCS_DN_['5357', '11014', '9517', '27244', '10775', '3300', '8727', '387', '91137', '2184', '57192', '5440', '24149', '10237', '6697', '9928', '11168', '664', '1445', '124583', '8851', '310', '5300', '4144', '5223', '8800', '55148', '55699', '7088', '50865', '6894', '22934', '9134', '8678', '5048', '64943', '644', '64429', '51116', '10112', '6813', '5111', '5019', '79080', '51070', '1662', '10270', '54681', '9112', '55256']",0.0,LINCS
"D2_LINCS_UP_['5357', '11014', '9517', '27244', '10775', '3300', '8727', '387', '91137', '2184', '57192', '5440', '24149', '10237', '6697', '9928', '11168', '664', '1445', '124583', '8851', '310', '5300', '4144', '5223', '8800', '55148', '55699', '7088', '50865', '6894', '22934', '9134', '8678', '5048', '64943', '644', '64429', '51116', '10112', '6813', '5111', '5019', '79080', '51070', '1662', '10270', '54681', '9112', '55256']",0.0,LINCS
"D2_LINCS_DN_['1994', '9695', '11200', '6988', '835', '11325', '54512', '873', '4605', '53343', '5331', '23097', '9448', '9519', '1062', '51635', '51742', '5427', '29103', '57147', '230', '47', '4864', '10525', '79961', '6193', '8835', '899', '9712', '58533', '3162', '80347', '665', '1958', '58497', '7159', '4172', '2954', '55604', '3028', '5827', '23139', '116832', '5547', '54957', '664', '26128', '23463', '80212', '1050']",0.0,LINCS
"D2_LINCS_DN_['3638', '3157', '3156', '2222', '39', '11031', '50814', '10682', '3162', '5971', '26227', '55608', '79071', '79947', '54541', '10610', '843', '23011', '9961', '1026', '5106', '8444', '5641', '8321', '230', '54438', '8878', '7015', '51385', '3202', '84159', '154', '5986', '51742', '10057', '6793', '5925', '4690', '57761', '5289', '5261', '4312', '6304', '3551', '9170', '6990', '30', '7016', '8324', '8349']",0.0,LINCS
"D2_LINCS_DN_['10617', '79902', '993', '28969', '7105', '8884', '6182', '10606', '6790', '2064', '124583', '10298', '89910', '26520', '22827', '1050', '5223', '55608', '23463', '2037', '3280', '11200', '11014', '5427', '983', '3033', '10652', '3925', '51021', '6709', '25803', '128', '51293', '26993', '3930', '501', '9212', '3385', '5438', '51053', '642', '5096', '7153', '1738', '332', '11041', '26292', '55111', '55127', '5111']",0.0,LINCS
"D2_LINCS_UP_['10617', '79902', '993', '28969', '7105', '8884', '6182', '10606', '6790', '2064', '124583', '10298', '89910', '26520', '22827', '1050', '5223', '55608', '23463', '2037', '3280', '11200', '11014', '5427', '983', '3033', '10652', '3925', '51021', '6709', '25803', '128', '51293', '26993', '3930', '501', '9212', '3385', '5438', '51053', '642', '5096', '7153', '1738', '332', '11041', '26292', '55111', '55127', '5111']",0.0,LINCS
"D2_LINCS_DN_['25966', '1870', '5331', '10451', '25987', '9143', '91137', '10320', '8821', '5747', '9641', '5154', '2908', '66008', '9712', '874', '23378', '3162', '4775', '3300', '847', '6696', '5287', '147179', '5480', '5580', '7485', '7852', '84159', '9019', '1845', '5900', '55608', '5993', '25874', '2817', '8878', '1891', '10038', '4638', '22841', '5236', '7358', '1050', '79921', '1738', '51160', '7982', '2810', '9246']",0.0,LINCS
"D2_LINCS_UP_['25966', '1870', '5331', '10451', '25987', '9143', '91137', '10320', '8821', '5747', '9641', '5154', '2908', '66008', '9712', '874', '23378', '3162', '4775', '3300', '847', '6696', '5287', '147179', '5480', '5580', '7485', '7852', '84159', '9019', '1845', '5900', '55608', '5993', '25874', '2817', '8878', '1891', '10038', '4638', '22841', '5236', '7358', '1050', '79921', '1738', '51160', '7982', '2810', '9246']",0.0,LINCS
"D2_LINCS_DN_['3202', '1870', '10954', '6616', '5019', '1021', '5480', '2542', '3398', '23223', '30', '10845', '4792', '55793', '2852', '11031', '2264', '4088', '3108', '5720', '8204', '6009', '39', '3909', '10398', '1429', '11007', '2817', '2908', '9709', '965', '10165', '8624', '5710', '6390', '5696', '25932', '63874', '51026', '840', '466', '9124', '55011', '5438', '28969', '6119', '8895', '56940', '5971', '10007']",0.0,LINCS
"D2_LINCS_UP_['3202', '1870', '10954', '6616', '5019', '1021', '5480', '2542', '3398', '23223', '30', '10845', '4792', '55793', '2852', '11031', '2264', '4088', '3108', '5720', '8204', '6009', '39', '3909', '10398', '1429', '11007', '2817', '2908', '9709', '965', '10165', '8624', '5710', '6390', '5696', '25932', '63874', '51026', '840', '466', '9124', '55011', '5438', '28969', '6119', '8895', '56940', '5971', '10007']",0.0,LINCS
"D2_LINCS_DN_['148022', '6676', '4208', '2042', '7048', '8800', '10046', '2624', '54541', '9738', '23635', '9289', '2852', '64080', '11200', '55793', '85377', '10962', '27244', '66008', '1829', '4605', '2690', '25805', '7077', '5547', '22841', '5058', '2553', '55008', '1050', '10695', '4690', '965', '672', '79187', '5106', '7165', '6915', '51070', '3280', '5110', '329', '24149', '10451', '51170', '11041', '9697', '7376', '3486']",0.0,LINCS
"D2_LINCS_UP_['148022', '6676', '4208', '2042', '7048', '8800', '10046', '2624', '54541', '9738', '23635', '9289', '2852', '64080', '11200', '55793', '85377', '10962', '27244', '66008', '1829', '4605', '2690', '25805', '7077', '5547', '22841', '5058', '2553', '55008', '1050', '10695', '4690', '965', '672', '79187', '5106', '7165', '6915', '51070', '3280', '5110', '329', '24149', '10451', '51170', '11041', '9697', '7376', '3486']",0.0,LINCS
"D2_LINCS_DN_['5111', '7153', '983', '332', '1978', '10112', '10776', '22934', '5782', '11137', '3682', '5300', '54915', '23597', '5373', '6856', '1633', '51026', '4282', '665', '1848', '7159', '51203', '50813', '79080', '1019', '960', '7866', '22796', '7106', '58478', '10153', '54512', '11232', '5982', '1786', '10813', '10038', '891', '3693', '23658', '64429', '23223', '91949', '991', '51170', '51742', '8318', '10730', '1846']",0.0,LINCS
"D2_LINCS_UP_['5111', '7153', '983', '332', '1978', '10112', '10776', '22934', '5782', '11137', '3682', '5300', '54915', '23597', '5373', '6856', '1633', '51026', '4282', '665', '1848', '7159', '51203', '50813', '79080', '1019', '960', '7866', '22796', '7106', '58478', '10153', '54512', '11232', '5982', '1786', '10813', '10038', '891', '3693', '23658', '64429', '23223', '91949', '991', '51170', '51742', '8318', '10730', '1846']",0.0,LINCS
"D2_LINCS_DN_['23338', '28969', '8324', '7852', '51385', '4846', '2920', '93487', '80212', '8270', '899', '2954', '10046', '8312', '79187', '9738', '7099', '10123', '4638', '2908', '3800', '54205', '1870', '976', '79961', '5480', '5058', '5971', '1950', '5498', '1052', '93594', '25825', '2353', '50865', '57192', '998', '55604', '6850', '55008', '23522', '7015', '9686', '91137', '4851', '84890', '9053', '6284', '7416', '5287']",0.0,LINCS
"D2_LINCS_UP_['23338', '28969', '8324', '7852', '51385', '4846', '2920', '93487', '80212', '8270', '899', '2954', '10046', '8312', '79187', '9738', '7099', '10123', '4638', '2908', '3800', '54205', '1870', '976', '79961', '5480', '5058', '5971', '1950', '5498', '1052', '93594', '25825', '2353', '50865', '57192', '998', '55604', '6850', '55008', '23522', '7015', '9686', '91137', '4851', '84890', '9053', '6284', '7416', '5287']",0.0,LINCS
"D2_LINCS_DN_['6988', '5058', '4200', '64080', '9637', '4775', '780', '6839', '29916', '4016', '10320', '23378', '3815', '63874', '8396', '8727', '10451', '5588', '3398', '6443', '3508', '54438', '664', '23530', '4125', '11004', '1994', '622', '226', '55111', '7165', '6676', '387', '3964', '10606', '2778', '23338', '332', '6500', '5580', '8804', '6856', '5613', '10557', '5716', '1021', '23443', '47', '10273', '3978']",0.0,LINCS
"D2_LINCS_UP_['6988', '5058', '4200', '64080', '9637', '4775', '780', '6839', '29916', '4016', '10320', '23378', '3815', '63874', '8396', '8727', '10451', '5588', '3398', '6443', '3508', '54438', '664', '23530', '4125', '11004', '1994', '622', '226', '55111', '7165', '6676', '387', '3964', '10606', '2778', '23338', '332', '6500', '5580', '8804', '6856', '5613', '10557', '5716', '1021', '23443', '47', '10273', '3978']",0.0,LINCS
"D2_LINCS_UP_['3638', '3157', '3156', '2222', '39', '11031', '50814', '10682', '3162', '5971', '26227', '55608', '79071', '79947', '54541', '10610', '843', '23011', '9961', '1026', '5106', '8444', '5641', '8321', '230', '54438', '8878', '7015', '51385', '3202', '84159', '154', '5986', '51742', '10057', '6793', '5925', '4690', '57761', '5289', '5261', '4312', '6304', '3551', '9170', '6990', '30', '7016', '8324', '8349']",0.0,LINCS
"D2_LINCS_DN_['835', '56997', '5985', '9903', '7099', '10451', '4331', '1831', '10123', '53343', '6304', '154', '29763', '54623', '4208', '1027', '54681', '8318', '2817', '55556', '55847', '1050', '81544', '4998', '6659', '29103', '8503', '5777', '10058', '22905', '9924', '4783', '29911', '5699', '3398', '5909', '5019', '891', '3206', '79143', '10150', '11142', '11000', '10695', '10013', '642', '10489', '874', '847', '1647']",0.0,LINCS
"D2_LINCS_DN_['23530', '6714', '7074', '4780', '4172', '10606', '1861', '9217', '102', '8869', '23076', '1213', '1802', '7416', '51097', '6182', '3383', '25932', '5715', '2958', '23647', '998', '4605', '3398', '5829', '3895', '11041', '1983', '960', '10972', '9276', '9112', '5223', '1994', '23029', '16', '348', '2064', '10270', '5018', '51021', '5529', '3157', '1509', '79643', '6856', '6050', '7088', '9695', '26520']",0.0,LINCS
"D2_LINCS_UP_['23530', '6714', '7074', '4780', '4172', '10606', '1861', '9217', '102', '8869', '23076', '1213', '1802', '7416', '51097', '6182', '3383', '25932', '5715', '2958', '23647', '998', '4605', '3398', '5829', '3895', '11041', '1983', '960', '10972', '9276', '9112', '5223', '1994', '23029', '16', '348', '2064', '10270', '5018', '51021', '5529', '3157', '1509', '79643', '6856', '6050', '7088', '9695', '26520']",0.0,LINCS
"D2_LINCS_DN_['10451', '6813', '6988', '9842', '23271', '2113', '23368', '4846', '1788', '10559', '27032', '26054', '2523', '55179', '79080', '5321', '6464', '10493', '1027', '9915', '79961', '6253', '6915', '51056', '5525', '4232', '1212', '3028', '6195', '6193', '79094', '958', '2263', '7905', '3157', '8878', '7159', '9653', '51026', '9093', '5529', '26001', '9212', '23014', '991', '10190', '10131', '22934', '831', '9128']",0.0,LINCS
"D2_LINCS_UP_['10451', '6813', '6988', '9842', '23271', '2113', '23368', '4846', '1788', '10559', '27032', '26054', '2523', '55179', '79080', '5321', '6464', '10493', '1027', '9915', '79961', '6253', '6915', '51056', '5525', '4232', '1212', '3028', '6195', '6193', '79094', '958', '2263', '7905', '3157', '8878', '7159', '9653', '51026', '9093', '5529', '26001', '9212', '23014', '991', '10190', '10131', '22934', '831', '9128']",0.0,LINCS
"D2_LINCS_DN_['154', '3800', '11261', '2625', '4067', '4482', '58472', '9517', '9833', '23588', '23077', '2690', '11031', '1534', '5985', '868', '51024', '26001', '9455', '10810', '4605', '23224', '1017', '6988', '2065', '8503', '10180', '10451', '57178', '55793', '8835', '9016', '7074', '1062', '79600', '5788', '9246', '6804', '2523', '6616', '11073', '6117', '6777', '2887', '6118', '4817', '10670', '5891', '10915', '3895']",0.0,LINCS
"D2_LINCS_UP_['154', '3800', '11261', '2625', '4067', '4482', '58472', '9517', '9833', '23588', '23077', '2690', '11031', '1534', '5985', '868', '51024', '26001', '9455', '10810', '4605', '23224', '1017', '6988', '2065', '8503', '10180', '10451', '57178', '55793', '8835', '9016', '7074', '1062', '79600', '5788', '9246', '6804', '2523', '6616', '11073', '6117', '6777', '2887', '6118', '4817', '10670', '5891', '10915', '3895']",0.0,LINCS
"D2_LINCS_DN_['23588', '5601', '8974', '9126', '7106', '5641', '10112', '10818', '55825', '823', '8878', '4232', '808', '890', '10732', '64943', '5792', '23386', '4651', '387', '2264', '200734', '207', '22934', '3978', '1050', '994', '3315', '10270', '1212', '27095', '57761', '51116', '55748', '10730', '4690', '2222', '22827', '9124', '55608', '23029', '8243', '55818', '2778', '7088', '26520', '9709', '9847', '55127', '51282']",0.0,LINCS
"D2_LINCS_UP_['23588', '5601', '8974', '9126', '7106', '5641', '10112', '10818', '55825', '823', '8878', '4232', '808', '890', '10732', '64943', '5792', '23386', '4651', '387', '2264', '200734', '207', '22934', '3978', '1050', '994', '3315', '10270', '1212', '27095', '57761', '51116', '55748', '10730', '4690', '2222', '22827', '9124', '55608', '23029', '8243', '55818', '2778', '7088', '26520', '9709', '9847', '55127', '51282']",0.0,LINCS
"D2_LINCS_DN_['23378', '8321', '4780', '7016', '9641', '6347', '3383', '5096', '3682', '3454', '22905', '5607', '840', '51466', '5467', '11000', '7852', '64943', '5111', '23271', '11011', '1802', '958', '8869', '9093', '54850', '51116', '9805', '29763', '9915', '26064', '3925', '2264', '79080', '4232', '9134', '2353', '9183', '11044', '80758', '8550', '7866', '7511', '10153', '57019', '29937', '8520', '831', '1738', '51282']",0.0,LINCS
"D2_LINCS_UP_['23378', '8321', '4780', '7016', '9641', '6347', '3383', '5096', '3682', '3454', '22905', '5607', '840', '51466', '5467', '11000', '7852', '64943', '5111', '23271', '11011', '1802', '958', '8869', '9093', '54850', '51116', '9805', '29763', '9915', '26064', '3925', '2264', '79080', '4232', '9134', '2353', '9183', '11044', '80758', '8550', '7866', '7511', '10153', '57019', '29937', '8520', '831', '1738', '51282']",0.0,LINCS
"D2_LINCS_DN_['23200', '2185', '3383', '3454', '5788', '2356', '9670', '4927', '5836', '7015', '5321', '10398', '79716', '23011', '3964', '10221', '2769', '6461', '55893', '23212', '8607', '5236', '5366', '4232', '1848', '51015', '57804', '30836', '847', '2131', '5566', '4609', '4794', '5300', '6253', '23321', '2778', '2958', '581', '9093', '26064', '11182', '51001', '10813', '8061', '3280', '5373', '8870', '10059', '10318']",0.0,LINCS
"D2_LINCS_UP_['23200', '2185', '3383', '3454', '5788', '2356', '9670', '4927', '5836', '7015', '5321', '10398', '79716', '23011', '3964', '10221', '2769', '6461', '55893', '23212', '8607', '5236', '5366', '4232', '1848', '51015', '57804', '30836', '847', '2131', '5566', '4609', '4794', '5300', '6253', '23321', '2778', '2958', '581', '9093', '26064', '11182', '51001', '10813', '8061', '3280', '5373', '8870', '10059', '10318']",0.0,LINCS
"D2_LINCS_DN_['831', '79143', '9703', '30836', '10904', '1994', '2109', '7358', '2961', '6117', '85236', '50810', '2356', '10892', '5018', '23076', '23499', '84617', '55127', '9817', '6193', '8396', '11014', '9868', '1465', '5096', '55256', '7082', '9690', '3066', '1983', '51203', '2582', '79716', '51116', '3895', '84722', '9928', '4172', '128', '991', '64943', '26054', '11011', '10112', '55818', '79850', '79080', '7088', '29082']",0.0,LINCS
"D2_LINCS_UP_['831', '79143', '9703', '30836', '10904', '1994', '2109', '7358', '2961', '6117', '85236', '50810', '2356', '10892', '5018', '23076', '23499', '84617', '55127', '9817', '6193', '8396', '11014', '9868', '1465', '5096', '55256', '7082', '9690', '3066', '1983', '51203', '2582', '79716', '51116', '3895', '84722', '9928', '4172', '128', '991', '64943', '26054', '11011', '10112', '55818', '79850', '79080', '7088', '29082']",0.0,LINCS
"D2_LINCS_UP_['835', '56997', '5985', '9903', '7099', '10451', '4331', '1831', '10123', '53343', '6304', '154', '29763', '54623', '4208', '1027', '54681', '8318', '2817', '55556', '55847', '1050', '81544', '4998', '6659', '29103', '8503', '5777', '10058', '22905', '9924', '4783', '29911', '5699', '3398', '5909', '5019', '891', '3206', '79143', '10150', '11142', '11000', '10695', '10013', '642', '10489', '874', '847', '1647']",0.0,LINCS
"D2_LINCS_UP_['9019', '831', '11031', '10123', '9246', '23335', '2523', '5788', '2113', '9016', '2288', '8321', '9126', '388650', '4817', '3308', '5699', '2263', '8349', '79094', '51385', '2353', '51001', '5347', '57406', '6909', '23271', '5321', '1829', '8835', '9915', '29978', '958', '23142', '7015', '6050', '5290', '1027', '5601', '23597', '5792', '375346', '6253', '5529', '55012', '5438', '79080', '6832', '9650', '51382']",0.0,LINCS
"D2_LINCS_UP_['1994', '9695', '11200', '6988', '835', '11325', '54512', '873', '4605', '53343', '5331', '23097', '9448', '9519', '1062', '51635', '51742', '5427', '29103', '57147', '230', '47', '4864', '10525', '79961', '6193', '8835', '899', '9712', '58533', '3162', '80347', '665', '1958', '58497', '7159', '4172', '2954', '55604', '3028', '5827', '23139', '116832', '5547', '54957', '664', '26128', '23463', '80212', '1050']",0.0,LINCS
"D2_LINCS_DN_['9641', '2920', '9181', '5971', '4616', '3725', '840', '8878', '1647', '4792', '3303', '5255', '1052', '1514', '2042', '4067', '5498', '1534', '4232', '4925', '2908', '9903', '5796', '10221', '7016', '55620', '2048', '7466', '200734', '54541', '23210', '22905', '823', '1454', '116832', '56654', '7165', '10797', '2523', '10318', '4931', '9842', '5106', '7296', '9531', '10206', '22841', '4851', '1831', '9093']",0.0,LINCS
"D2_LINCS_DN_['9181', '7048', '84890', '54881', '355', '2582', '3028', '960', '5873', '868', '8869', '998', '5603', '3693', '7994', '896', '10921', '5468', '665', '26520', '51170', '26064', '5743', '23499', '25', '9926', '8821', '7416', '10276', '595', '55748', '4609', '3628', '5921', '2115', '1454', '2745', '5782', '55699', '8091', '9448', '80758', '994', '6804', '26001', '8870', '8061', '1846', '29082', '1848']",0.0,LINCS
"D2_LINCS_UP_['9181', '7048', '84890', '54881', '355', '2582', '3028', '960', '5873', '868', '8869', '998', '5603', '3693', '7994', '896', '10921', '5468', '665', '26520', '51170', '26064', '5743', '23499', '25', '9926', '8821', '7416', '10276', '595', '55748', '4609', '3628', '5921', '2115', '1454', '2745', '5782', '55699', '8091', '9448', '80758', '994', '6804', '26001', '8870', '8061', '1846', '29082', '1848']",0.0,LINCS
"D2_LINCS_DN_['2523', '10617', '4232', '11168', '2058', '10362', '5048', '1981', '1050', '4794', '9868', '1454', '596', '6772', '51024', '5111', '56997', '55012', '1802', '55699', '23658', '1500', '11011', '10523', '3553', '2852', '9112', '949', '6195', '4690', '3157', '7416', '10732', '5831', '23499', '9124', '10270', '51282', '3280', '10491', '1983', '79643', '124583', '27242', '10221', '4775', '10273', '55818', '23647', '2064']",0.0,LINCS
"D2_LINCS_UP_['2523', '10617', '4232', '11168', '2058', '10362', '5048', '1981', '1050', '4794', '9868', '1454', '596', '6772', '51024', '5111', '56997', '55012', '1802', '55699', '23658', '1500', '11011', '10523', '3553', '2852', '9112', '949', '6195', '4690', '3157', '7416', '10732', '5831', '23499', '9124', '10270', '51282', '3280', '10491', '1983', '79643', '124583', '27242', '10221', '4775', '10273', '55818', '23647', '2064']",0.0,LINCS
"D2_LINCS_DN_['6342', '8349', '51422', '1802', '93594', '6117', '9491', '10123', '4609', '4793', '3482', '5111', '9488', '6195', '57406', '10972', '23077', '211', '2037', '7099', '8202', '4232', '2065', '5290', '54505', '1022', '10298', '6464', '3628', '23658', '79947', '51495', '10523', '10270', '23647', '10112', '7416', '5547', '1500', '55111', '83743', '23', '572', '55608', '4775', '8884', '9221', '5223', '23512', '200734']",0.0,LINCS
"D2_LINCS_UP_['6342', '8349', '51422', '1802', '93594', '6117', '9491', '10123', '4609', '4793', '3482', '5111', '9488', '6195', '57406', '10972', '23077', '211', '2037', '7099', '8202', '4232', '2065', '5290', '54505', '1022', '10298', '6464', '3628', '23658', '79947', '51495', '10523', '10270', '23647', '10112', '7416', '5547', '1500', '55111', '83743', '23', '572', '55608', '4775', '8884', '9221', '5223', '23512', '200734']",0.0,LINCS
"D2_LINCS_DN_['10969', '7416', '1019', '1635', '9637', '7168', '200081', '5898', '1802', '2195', '10165', '55011', '5529', '57149', '2353', '25932', '47', '9053', '23499', '6193', '9221', '51170', '595', '54807', '3693', '58478', '3611', '79850', '83743', '79071', '993', '831', '4609', '3329', '54733', '60493', '5782', '466', '8870', '25', '11137', '4860', '7866', '11072', '8061', '27242', '7074', '1848', '4312', '1846']",0.0,LINCS
"D2_LINCS_UP_['10969', '7416', '1019', '1635', '9637', '7168', '200081', '5898', '1802', '2195', '10165', '55011', '5529', '57149', '2353', '25932', '47', '9053', '23499', '6193', '9221', '51170', '595', '54807', '3693', '58478', '3611', '79850', '83743', '79071', '993', '831', '4609', '3329', '54733', '60493', '5782', '466', '8870', '25', '11137', '4860', '7866', '11072', '8061', '27242', '7074', '1848', '4312', '1846']",0.0,LINCS
"D2_LINCS_DN_['3638', '23131', '11261', '25839', '3156', '39', '5257', '8553', '55604', '6603', '9903', '10046', '3162', '4794', '2264', '5607', '3280', '3157', '79071', '5836', '9854', '3611', '50814', '9961', '79961', '47', '5788', '10682', '1070', '5699', '2852', '5654', '10962', '7043', '7027', '6909', '3964', '9710', '54438', '2542', '5898', '7538', '5529', '3815', '890', '2222', '23142', '5927', '8321', '7376']",0.0,LINCS
