"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_DN",2,0.75,1.62160293094279,0.180819180819181,0.361638361638362,0.361638361638362,4,"tags=100%, list=40%, signal=75%","92/5728"
"HALLMARK_APICAL_JUNCTION","HALLMARK_APICAL_JUNCTION",2,0.264769375683584,0.572467727509855,0.716283716283716,0.716283716283716,0.716283716283716,8,"tags=50%, list=80%, signal=12%","4763"
