CHEMBL_ID,TARGET_CHEMBL_ID,MECHANISM
CHEMBL831,CHEMBL224,ANTAGONIST
CHEMBL908,CHEMBL224,ANTAGONIST
CHEMBL1713,CHEMBL224,ANTAGONIST
CHEMBL42,CHEMBL224,ANTAGONIST
CHEMBL1200636,CHEMBL224,ANTAGONIST
CHEMBL71,CHEMBL224,ANTAGONIST
CHEMBL1200798,CHEMBL224,ANTAGONIST
CHEMBL2358147,CHEMBL224,ANTAGONIST
CHEMBL1108,CHEMBL224,ANTAGONIST
CHEMBL1112,CHEMBL224,ANTAGONIST
CHEMBL3544974,CHEMBL224,ANTAGONIST
CHEMBL1201060,CHEMBL224,ANTAGONIST
CHEMBL1201155,CHEMBL224,ANTAGONIST
CHEMBL1615372,CHEMBL224,ANTAGONIST
CHEMBL1201052,CHEMBL224,ANTAGONIST
CHEMBL654,CHEMBL224,ANTAGONIST
CHEMBL1200419,CHEMBL224,ANTAGONIST
CHEMBL1200492,CHEMBL224,ANTAGONIST
CHEMBL715,CHEMBL224,ANTAGONIST
CHEMBL3989694,CHEMBL224,ANTAGONIST
CHEMBL1621,CHEMBL224,ANTAGONIST
CHEMBL2107360,CHEMBL224,ANTAGONIST
CHEMBL1200469,CHEMBL224,ANTAGONIST
CHEMBL3188993,CHEMBL224,ANTAGONIST
CHEMBL1423,CHEMBL224,ANTAGONIST
CHEMBL85,CHEMBL224,ANTAGONIST
CHEMBL54,CHEMBL224,ANTAGONIST
CHEMBL1200986,CHEMBL224,ANTAGONIST
CHEMBL4297147,CHEMBL224,ANTAGONIST
CHEMBL14376,CHEMBL224,ANTAGONIST
CHEMBL479,CHEMBL224,ANTAGONIST
CHEMBL1200916,CHEMBL224,ANTAGONIST
CHEMBL1201,CHEMBL224,ANTAGONIST
CHEMBL3989824,CHEMBL224,ANTAGONIST
CHEMBL1257040,CHEMBL224,ANTAGONIST
CHEMBL1200948,CHEMBL224,ANTAGONIST
CHEMBL1375743,CHEMBL224,ANTAGONIST
CHEMBL3989833,CHEMBL224,ANTAGONIST
CHEMBL831,CHEMBL225,ANTAGONIST
CHEMBL2095211,CHEMBL225,AGONIST
CHEMBL1200426,CHEMBL225,ANTAGONIST
CHEMBL1200938,CHEMBL225,ANTAGONIST
CHEMBL654,CHEMBL225,ANTAGONIST
CHEMBL1200492,CHEMBL225,ANTAGONIST
CHEMBL715,CHEMBL225,ANTAGONIST
CHEMBL3989694,CHEMBL225,ANTAGONIST
CHEMBL3188993,CHEMBL225,ANTAGONIST
CHEMBL85,CHEMBL225,ANTAGONIST
CHEMBL479,CHEMBL225,ANTAGONIST
CHEMBL1200916,CHEMBL225,ANTAGONIST
CHEMBL1200798,CHEMBL225,ANTAGONIST
CHEMBL1257040,CHEMBL225,ANTAGONIST
CHEMBL1200948,CHEMBL225,ANTAGONIST
CHEMBL1375743,CHEMBL225,ANTAGONIST
CHEMBL3989833,CHEMBL225,ANTAGONIST
CHEMBL2358147,CHEMBL225,ANTAGONIST
CHEMBL908,CHEMBL225,ANTAGONIST
CHEMBL1200636,CHEMBL225,ANTAGONIST
CHEMBL1201155,CHEMBL225,ANTAGONIST
CHEMBL1201060,CHEMBL225,ANTAGONIST
CHEMBL1200331,CHEMBL1984,INHIBITOR
CHEMBL5314342,CHEMBL1985,AGONIST
CHEMBL5314341,CHEMBL1985,AGONIST
CHEMBL3545059,CHEMBL286,INHIBITOR
CHEMBL1963683,CHEMBL1987,AGONIST
CHEMBL1051,CHEMBL1987,AGONIST
CHEMBL1200799,CHEMBL1987,AGONIST
CHEMBL1200896,CHEMBL1987,AGONIST
CHEMBL1200963,CHEMBL1987,AGONIST
CHEMBL1237105,CHEMBL1987,AGONIST
CHEMBL1200721,CHEMBL242,MODULATOR
CHEMBL1200761,CHEMBL242,MODULATOR
CHEMBL1116,CHEMBL242,MODULATOR
CHEMBL1201668,CHEMBL1988,AGONIST
CHEMBL1201057,CHEMBL1989,INHIBITOR
CHEMBL1489,CHEMBL1992,INHIBITOR
CHEMBL1201129,CHEMBL1992,INHIBITOR
CHEMBL1489,CHEMBL1993,INHIBITOR
CHEMBL1201129,CHEMBL1993,INHIBITOR
CHEMBL1095097,CHEMBL1994,ANTAGONIST
CHEMBL1200542,CHEMBL1994,AGONIST
CHEMBL1201010,CHEMBL1994,AGONIST
CHEMBL1393,CHEMBL1994,ANTAGONIST
CHEMBL1200592,CHEMBL1994,AGONIST
CHEMBL1509,CHEMBL1994,ANTAGONIST
CHEMBL1428,CHEMBL1994,ANTAGONIST
CHEMBL1480,CHEMBL1994,ANTAGONIST
CHEMBL1237119,CHEMBL1995,AGONIST
CHEMBL494,CHEMBL1995,AGONIST
CHEMBL962,CHEMBL1995,AGONIST
CHEMBL3989695,CHEMBL251,AGONIST
CHEMBL1201567,CHEMBL1996,AGONIST
CHEMBL1201568,CHEMBL1996,AGONIST
CHEMBL932,CHEMBL1997,INHIBITOR
CHEMBL1286,CHEMBL1998,MODULATOR
CHEMBL1201837,CHEMBL2000,INHIBITOR
CHEMBL1201619,CHEMBL2000,INHIBITOR
CHEMBL1265,CHEMBL2363069,AGONIST
CHEMBL614,CHEMBL2011,INHIBITOR
CHEMBL712,CHEMBL2012,INHIBITOR
CHEMBL1539,CHEMBL2013,INHIBITOR
CHEMBL1201056,CHEMBL2013,INHIBITOR
CHEMBL288441,CHEMBL267,INHIBITOR
CHEMBL24828,CHEMBL267,INHIBITOR
CHEMBL1373,CHEMBL238,INHIBITOR
CHEMBL1201192,CHEMBL238,INHIBITOR
CHEMBL1200377,CHEMBL238,RELEASING AGENT
CHEMBL405,CHEMBL238,RELEASING AGENT
CHEMBL501,CHEMBL238,RELEASING AGENT
CHEMBL1201735,CHEMBL238,INHIBITOR
CHEMBL1698,CHEMBL238,INHIBITOR
CHEMBL904,CHEMBL238,INHIBITOR
CHEMBL1200387,CHEMBL238,RELEASING AGENT
CHEMBL612,CHEMBL238,RELEASING AGENT
CHEMBL1200782,CHEMBL238,RELEASING AGENT
CHEMBL3544971,CHEMBL238,RELEASING AGENT
CHEMBL3989844,CHEMBL238,RELEASING AGENT
CHEMBL1693,CHEMBL238,INHIBITOR
CHEMBL1201178,CHEMBL238,RELEASING AGENT
CHEMBL1722,CHEMBL238,INHIBITOR
CHEMBL796,CHEMBL238,INHIBITOR
CHEMBL2062163,CHEMBL238,INHIBITOR
CHEMBL1200483,CHEMBL238,INHIBITOR
CHEMBL1237055,CHEMBL233,AGONIST
CHEMBL3989826,CHEMBL233,AGONIST
CHEMBL1707,CHEMBL233,AGONIST
CHEMBL1237065,CHEMBL233,AGONIST
CHEMBL1200531,CHEMBL233,AGONIST
CHEMBL1200599,CHEMBL233,AGONIST
CHEMBL1200665,CHEMBL233,AGONIST
CHEMBL1201159,CHEMBL233,AGONIST
CHEMBL688,CHEMBL233,AGONIST
CHEMBL1200890,CHEMBL233,AGONIST
CHEMBL2103744,CHEMBL233,AGONIST
CHEMBL3989716,CHEMBL233,AGONIST
CHEMBL270190,CHEMBL233,ANTAGONIST
CHEMBL1701,CHEMBL233,AGONIST
CHEMBL1200825,CHEMBL233,AGONIST
CHEMBL1237104,CHEMBL233,AGONIST
CHEMBL3989768,CHEMBL233,AGONIST
CHEMBL2062266,CHEMBL233,AGONIST
CHEMBL1201120,CHEMBL233,AGONIST
CHEMBL1201770,CHEMBL233,ANTAGONIST
CHEMBL1201163,CHEMBL233,AGONIST
CHEMBL596,CHEMBL233,AGONIST
CHEMBL1200817,CHEMBL233,AGONIST
CHEMBL2368861,CHEMBL233,AGONIST
CHEMBL1201047,CHEMBL233,AGONIST
CHEMBL1685,CHEMBL233,PARTIAL AGONIST
CHEMBL1200543,CHEMBL233,AGONIST
CHEMBL1201777,CHEMBL233,AGONIST
CHEMBL299400,CHEMBL233,PARTIAL AGONIST
CHEMBL511142,CHEMBL233,AGONIST
CHEMBL2062276,CHEMBL233,ANTAGONIST
CHEMBL1324,CHEMBL2023,INHIBITOR
CHEMBL953,CHEMBL2023,INHIBITOR
CHEMBL211471,CHEMBL220,INHIBITOR
CHEMBL1678,CHEMBL220,INHIBITOR
CHEMBL1200933,CHEMBL220,INHIBITOR
CHEMBL812,CHEMBL220,INHIBITOR
CHEMBL1555,CHEMBL220,INHIBITOR
CHEMBL1025,CHEMBL220,INHIBITOR
CHEMBL1128,CHEMBL220,INHIBITOR
CHEMBL1200367,CHEMBL220,INHIBITOR
CHEMBL1200514,CHEMBL220,INHIBITOR
CHEMBL1200541,CHEMBL220,INHIBITOR
CHEMBL748,CHEMBL220,ACTIVATOR
CHEMBL4297955,CHEMBL2024,AGONIST
CHEMBL1201520,CHEMBL2024,AGONIST
CHEMBL5315126,CHEMBL2024,AGONIST
CHEMBL2103868,CHEMBL279,INHIBITOR
CHEMBL5314380,CHEMBL2028,AGONIST
CHEMBL771,CHEMBL2030,INHIBITOR
CHEMBL1201490,CHEMBL2032,AGONIST
CHEMBL2111290,CHEMBL2032,AGONIST
CHEMBL488,CHEMBL2033,INHIBITOR
CHEMBL1670,CHEMBL2033,INHIBITOR
CHEMBL635,CHEMBL2034,AGONIST
CHEMBL1200845,CHEMBL2034,AGONIST
CHEMBL1201173,CHEMBL2034,AGONIST
CHEMBL1201749,CHEMBL2034,AGONIST
CHEMBL632,CHEMBL2034,AGONIST
CHEMBL389621,CHEMBL2034,AGONIST
CHEMBL1504,CHEMBL2034,AGONIST
CHEMBL1549,CHEMBL2034,AGONIST
CHEMBL1159650,CHEMBL2034,AGONIST
CHEMBL1200495,CHEMBL2034,AGONIST
CHEMBL1200600,CHEMBL2034,AGONIST
CHEMBL1200635,CHEMBL2034,AGONIST
CHEMBL1200762,CHEMBL2034,AGONIST
CHEMBL1200865,CHEMBL2034,AGONIST
CHEMBL1200909,CHEMBL2034,AGONIST
CHEMBL131,CHEMBL2034,AGONIST
CHEMBL1512,CHEMBL2034,AGONIST
CHEMBL1200342,CHEMBL2034,AGONIST
CHEMBL1200384,CHEMBL2034,AGONIST
CHEMBL1200538,CHEMBL2034,AGONIST
CHEMBL2021430,CHEMBL2034,AGONIST
CHEMBL1201081,CHEMBL2034,AGONIST
CHEMBL1201109,CHEMBL2034,AGONIST
CHEMBL1200386,CHEMBL2034,AGONIST
CHEMBL1200500,CHEMBL2034,AGONIST
CHEMBL1200545,CHEMBL2034,AGONIST
CHEMBL1200877,CHEMBL2034,AGONIST
CHEMBL1200908,CHEMBL2034,AGONIST
CHEMBL1200968,CHEMBL2034,AGONIST
CHEMBL1201064,CHEMBL2034,AGONIST
CHEMBL650,CHEMBL2034,AGONIST
CHEMBL1451,CHEMBL2034,AGONIST
CHEMBL1501,CHEMBL2034,AGONIST
CHEMBL1676,CHEMBL2034,AGONIST
CHEMBL1766,CHEMBL2034,AGONIST
CHEMBL1200376,CHEMBL2034,AGONIST
CHEMBL1200449,CHEMBL2034,AGONIST
CHEMBL1200562,CHEMBL2034,AGONIST
CHEMBL1200732,CHEMBL2034,AGONIST
CHEMBL1200989,CHEMBL2034,AGONIST
CHEMBL1201014,CHEMBL2034,AGONIST
CHEMBL1091,CHEMBL2034,AGONIST
CHEMBL1161,CHEMBL2034,AGONIST
CHEMBL1530428,CHEMBL2034,AGONIST
CHEMBL1683,CHEMBL2034,AGONIST
CHEMBL1200774,CHEMBL2034,AGONIST
CHEMBL1200878,CHEMBL2034,AGONIST
CHEMBL1200975,CHEMBL2034,AGONIST
CHEMBL1201148,CHEMBL2034,AGONIST
CHEMBL2040682,CHEMBL2034,AGONIST
CHEMBL989,CHEMBL2034,AGONIST
CHEMBL1152,CHEMBL2034,AGONIST
CHEMBL1370,CHEMBL2034,AGONIST
CHEMBL384467,CHEMBL2034,AGONIST
CHEMBL1497,CHEMBL2034,AGONIST
CHEMBL1650,CHEMBL2034,AGONIST
CHEMBL1200617,CHEMBL2034,AGONIST
CHEMBL1364144,CHEMBL2034,AGONIST
CHEMBL1200953,CHEMBL2034,AGONIST
CHEMBL1201012,CHEMBL2034,AGONIST
CHEMBL1473,CHEMBL2034,AGONIST
CHEMBL1276308,CHEMBL2034,ANTAGONIST
CHEMBL853,CHEMBL247,INHIBITOR
CHEMBL929,CHEMBL247,INHIBITOR
CHEMBL1460,CHEMBL247,INHIBITOR
CHEMBL1486,CHEMBL247,INHIBITOR
CHEMBL885,CHEMBL247,INHIBITOR
CHEMBL223228,CHEMBL247,INHIBITOR
CHEMBL129,CHEMBL247,INHIBITOR
CHEMBL4303288,CHEMBL247,INHIBITOR
CHEMBL57,CHEMBL247,INHIBITOR
CHEMBL991,CHEMBL247,INHIBITOR
CHEMBL1628504,CHEMBL247,INHIBITOR
CHEMBL308954,CHEMBL247,INHIBITOR
CHEMBL141,CHEMBL247,INHIBITOR
CHEMBL1201142,CHEMBL2039,INHIBITOR
CHEMBL1200904,CHEMBL2039,INHIBITOR
CHEMBL972,CHEMBL2039,INHIBITOR
CHEMBL1201571,CHEMBL2040,INHIBITOR
CHEMBL1201733,CHEMBL258,INHIBITOR
CHEMBL404271,CHEMBL2045,INHIBITOR
CHEMBL1551,CHEMBL2047,AGONIST
CHEMBL240597,CHEMBL2047,AGONIST
CHEMBL395429,CHEMBL2049,AGONIST
CHEMBL1200340,CHEMBL2051,INHIBITOR
CHEMBL222813,CHEMBL2051,INHIBITOR
CHEMBL535396,CHEMBL2052,INHIBITOR
CHEMBL1201746,CHEMBL202,INHIBITOR
CHEMBL3244648,CHEMBL202,INHIBITOR
CHEMBL2360464,CHEMBL202,INHIBITOR
CHEMBL1026,CHEMBL2056,AGONIST
CHEMBL1200843,CHEMBL2056,ANTAGONIST
CHEMBL1029,CHEMBL2063,INHIBITOR
CHEMBL1421,CHEMBL2068,INHIBITOR
CHEMBL1201477,CHEMBL206,AGONIST
CHEMBL786,CHEMBL206,MODULATOR
CHEMBL1405,CHEMBL206,AGONIST
CHEMBL135,CHEMBL206,AGONIST
CHEMBL1200430,CHEMBL206,AGONIST
CHEMBL1511,CHEMBL206,AGONIST
CHEMBL3185958,CHEMBL206,MODULATOR
CHEMBL691,CHEMBL206,AGONIST
CHEMBL1018,CHEMBL206,AGONIST
CHEMBL1200973,CHEMBL206,AGONIST
CHEMBL1200980,CHEMBL206,AGONIST
CHEMBL1201151,CHEMBL206,AGONIST
CHEMBL411,CHEMBL206,AGONIST
CHEMBL1200749,CHEMBL2072,BLOCKER
CHEMBL1098,CHEMBL2072,BLOCKER
CHEMBL1200396,CHEMBL2072,BLOCKER
CHEMBL1404,CHEMBL2072,BLOCKER
CHEMBL1561,CHEMBL2074,INHIBITOR
CHEMBL404271,CHEMBL2074,INHIBITOR
CHEMBL1201483,CHEMBL222,RELEASING AGENT
CHEMBL2110368,CHEMBL222,SUBSTRATE
CHEMBL1118,CHEMBL222,INHIBITOR
CHEMBL1201535,CHEMBL222,RELEASING AGENT
CHEMBL1237135,CHEMBL222,INHIBITOR
CHEMBL3184143,CHEMBL222,SUBSTRATE
CHEMBL1574,CHEMBL222,RELEASING AGENT
CHEMBL1628234,CHEMBL222,INHIBITOR
CHEMBL1696,CHEMBL222,INHIBITOR
CHEMBL1095292,CHEMBL222,SUBSTRATE
CHEMBL1345,CHEMBL222,SUBSTRATE
CHEMBL1702,CHEMBL222,INHIBITOR
CHEMBL1200912,CHEMBL222,RELEASING AGENT
CHEMBL3544906,CHEMBL222,RELEASING AGENT
CHEMBL1201735,CHEMBL222,INHIBITOR
CHEMBL1201728,CHEMBL222,INHIBITOR
CHEMBL904,CHEMBL222,INHIBITOR
CHEMBL612,CHEMBL222,RELEASING AGENT
CHEMBL1200782,CHEMBL222,RELEASING AGENT
CHEMBL3544971,CHEMBL222,RELEASING AGENT
CHEMBL3989844,CHEMBL222,RELEASING AGENT
CHEMBL1693,CHEMBL222,INHIBITOR
CHEMBL1200483,CHEMBL222,INHIBITOR
CHEMBL1200377,CHEMBL222,RELEASING AGENT
CHEMBL3989845,CHEMBL222,INHIBITOR
CHEMBL1113,CHEMBL222,INHIBITOR
CHEMBL501,CHEMBL222,RELEASING AGENT
CHEMBL1200328,CHEMBL222,INHIBITOR
CHEMBL405,CHEMBL222,RELEASING AGENT
CHEMBL3989855,CHEMBL222,RELEASING AGENT
CHEMBL1200964,CHEMBL222,INHIBITOR
CHEMBL1200332,CHEMBL222,INHIBITOR
CHEMBL1200387,CHEMBL222,RELEASING AGENT
CHEMBL1698,CHEMBL222,INHIBITOR
CHEMBL4297064,CHEMBL222,INHIBITOR
CHEMBL796,CHEMBL222,INHIBITOR
CHEMBL1722,CHEMBL222,INHIBITOR
CHEMBL1200492,CHEMBL222,INHIBITOR
CHEMBL1201156,CHEMBL222,INHIBITOR
CHEMBL1201023,CHEMBL222,INHIBITOR
CHEMBL1200395,CHEMBL222,INHIBITOR
CHEMBL1200724,CHEMBL222,RELEASING AGENT
CHEMBL2062163,CHEMBL222,INHIBITOR
CHEMBL1200695,CHEMBL222,RELEASING AGENT
CHEMBL1201777,CHEMBL222,INHIBITOR
CHEMBL1692,CHEMBL222,INHIBITOR
CHEMBL1201178,CHEMBL222,RELEASING AGENT
CHEMBL1200948,CHEMBL222,INHIBITOR
CHEMBL1201066,CHEMBL222,INHIBITOR
CHEMBL18442,CHEMBL2107,PARTIAL AGONIST
CHEMBL2109065,CHEMBL3143,INHIBITOR
CHEMBL2028852,CHEMBL3157,ANTAGONIST
CHEMBL288441,CHEMBL3234,INHIBITOR
CHEMBL17,CHEMBL3242,INHIBITOR
CHEMBL20,CHEMBL3242,INHIBITOR
CHEMBL1200814,CHEMBL3242,INHIBITOR
CHEMBL1561,CHEMBL2608,INHIBITOR
CHEMBL1201733,CHEMBL2742,INHIBITOR
CHEMBL1372,CHEMBL2755,OTHER
CHEMBL513,CHEMBL2755,INHIBITOR
CHEMBL1795071,CHEMBL2835,INHIBITOR
CHEMBL2105741,CHEMBL2964,INHIBITOR
CHEMBL1795071,CHEMBL2971,INHIBITOR
CHEMBL1201775,CHEMBL3076,ACTIVATOR
CHEMBL2095222,CHEMBL3810,PROTEOLYTIC ENZYME
CHEMBL4594217,CHEMBL3884,INHIBITOR
CHEMBL288441,CHEMBL3905,INHIBITOR
CHEMBL6067980,CHEMBL3295,INHIBITOR
CHEMBL256087,CHEMBL1075319,OPENER
CHEMBL222813,CHEMBL3377,INHIBITOR
CHEMBL1200340,CHEMBL3377,INHIBITOR
CHEMBL204656,CHEMBL3471,INHIBITOR
CHEMBL518520,CHEMBL3471,INHIBITOR
CHEMBL271227,CHEMBL3522,INHIBITOR
CHEMBL2105741,CHEMBL3587,INHIBITOR
CHEMBL2109065,CHEMBL3618,INHIBITOR
CHEMBL1201733,CHEMBL3650,INHIBITOR
CHEMBL1946170,CHEMBL3650,INHIBITOR
CHEMBL1200907,CHEMBL3670,INHIBITOR
CHEMBL606,CHEMBL3710,AGONIST
CHEMBL2103868,CHEMBL3717,INHIBITOR
CHEMBL601719,CHEMBL3717,INHIBITOR
CHEMBL17,CHEMBL3729,INHIBITOR
CHEMBL19,CHEMBL3729,INHIBITOR
CHEMBL220492,CHEMBL3729,INHIBITOR
CHEMBL20,CHEMBL3729,INHIBITOR
CHEMBL1200814,CHEMBL3729,INHIBITOR
CHEMBL2095212,CHEMBL246,AGONIST
CHEMBL1946170,CHEMBL3961,INHIBITOR
CHEMBL2360464,CHEMBL3972,INHIBITOR
CHEMBL2108184,CHEMBL4051,INHIBITOR
CHEMBL2010601,CHEMBL4051,POSITIVE MODULATOR
CHEMBL1200699,CHEMBL4073,INHIBITOR
CHEMBL2364574,CHEMBL4073,INHIBITOR
CHEMBL3989740,CHEMBL4073,INHIBITOR
CHEMBL1201821,CHEMBL4142,AGONIST
CHEMBL1946170,CHEMBL4142,INHIBITOR
CHEMBL1946170,CHEMBL4223,INHIBITOR
CHEMBL601719,CHEMBL4247,INHIBITOR
CHEMBL1371,CHEMBL4305,OPENER
CHEMBL1463,CHEMBL4665,INHIBITOR
CHEMBL1795072,CHEMBL4478,BLOCKER
CHEMBL1200699,CHEMBL4588,INHIBITOR
CHEMBL2364574,CHEMBL4588,INHIBITOR
CHEMBL3989740,CHEMBL4588,INHIBITOR
CHEMBL1200699,CHEMBL280,INHIBITOR
CHEMBL2364574,CHEMBL280,INHIBITOR
CHEMBL3989740,CHEMBL280,INHIBITOR
CHEMBL24828,CHEMBL4601,INHIBITOR
CHEMBL181,CHEMBL4770,OPENER
CHEMBL294199,CHEMBL4794,OPENER
CHEMBL1200699,CHEMBL332,INHIBITOR
CHEMBL3989740,CHEMBL332,INHIBITOR
CHEMBL2364574,CHEMBL332,INHIBITOR
CHEMBL1286,CHEMBL4478,BLOCKER
CHEMBL1946170,CHEMBL5122,INHIBITOR
CHEMBL2105729,CHEMBL5145,INHIBITOR
CHEMBL1946170,CHEMBL5145,INHIBITOR
CHEMBL1200485,CHEMBL5145,INHIBITOR
CHEMBL1229517,CHEMBL5145,INHIBITOR
CHEMBL535650,CHEMBL613897,INHIBITOR
CHEMBL1200901,CHEMBL613897,INHIBITOR
CHEMBL1357648,CHEMBL613897,INHIBITOR
CHEMBL58510,CHEMBL613897,INHIBITOR
CHEMBL566534,CHEMBL613897,INHIBITOR
CHEMBL2359966,CHEMBL613897,INHIBITOR
CHEMBL4297165,CHEMBL613897,BINDING AGENT
CHEMBL38827,CHEMBL613897,INHIBITOR
CHEMBL1690,CHEMBL613897,INHIBITOR
CHEMBL1643,CHEMBL4296320,INHIBITOR
CHEMBL1200612,CHEMBL5451,BLOCKER
CHEMBL2104987,CHEMBL5844,AGONIST
CHEMBL1201134,CHEMBL1628478,OPENER
CHEMBL1387,CHEMBL208,AGONIST
CHEMBL1531,CHEMBL208,AGONIST
CHEMBL1201139,CHEMBL208,AGONIST
CHEMBL1201146,CHEMBL208,AGONIST
CHEMBL717,CHEMBL208,AGONIST
CHEMBL1162,CHEMBL208,AGONIST
CHEMBL1200848,CHEMBL208,AGONIST
CHEMBL1200853,CHEMBL208,AGONIST
CHEMBL103,CHEMBL208,AGONIST
CHEMBL2107797,CHEMBL208,AGONIST
CHEMBL1200934,CHEMBL208,AGONIST
CHEMBL1389,CHEMBL208,AGONIST
CHEMBL1533,CHEMBL208,AGONIST
CHEMBL260538,CHEMBL208,MODULATOR
CHEMBL1200807,CHEMBL208,AGONIST
CHEMBL1200624,CHEMBL208,AGONIST
CHEMBL1276308,CHEMBL208,ANTAGONIST
CHEMBL1509,CHEMBL208,AGONIST
CHEMBL1479,CHEMBL208,AGONIST
CHEMBL473417,CHEMBL5971,INHIBITOR
CHEMBL256087,CHEMBL6007,OPENER
CHEMBL832,CHEMBL6120,INHIBITOR
CHEMBL1946170,CHEMBL4128,INHIBITOR
CHEMBL24828,CHEMBL4128,INHIBITOR
CHEMBL1742982,CHEMBL1697671,INHIBITOR
CHEMBL897,CHEMBL1641347,INHIBITOR
CHEMBL897,CHEMBL1641348,INHIBITOR
CHEMBL1214124,CHEMBL2096670,ANTAGONIST
CHEMBL220492,CHEMBL2096670,ANTAGONIST
CHEMBL957,CHEMBL2096678,ANTAGONIST
CHEMBL1111,CHEMBL2096678,ANTAGONIST
CHEMBL897,CHEMBL2073677,INHIBITOR
CHEMBL1201536,CHEMBL1907589,AGONIST
CHEMBL3,CHEMBL1907589,AGONIST
CHEMBL6067972,CHEMBL1907589,AGONIST
CHEMBL3301675,CHEMBL1795197,AGONIST
CHEMBL675,CHEMBL1782,INHIBITOR
CHEMBL1654,CHEMBL1782,INHIBITOR
CHEMBL4303669,CHEMBL1782,INHIBITOR
CHEMBL3989569,CHEMBL1782,INHIBITOR
CHEMBL3989401,CHEMBL1782,INHIBITOR
CHEMBL503,CHEMBL402,INHIBITOR
CHEMBL1200563,CHEMBL402,INHIBITOR
CHEMBL1237061,CHEMBL402,INHIBITOR
CHEMBL2218894,CHEMBL402,INHIBITOR
CHEMBL1744447,CHEMBL402,INHIBITOR
CHEMBL690,CHEMBL402,INHIBITOR
CHEMBL393220,CHEMBL402,INHIBITOR
CHEMBL1064,CHEMBL402,INHIBITOR
CHEMBL1096,CHEMBL2093863,INHIBITOR
CHEMBL1752,CHEMBL2093863,INHIBITOR
CHEMBL193240,CHEMBL2093863,INHIBITOR
CHEMBL1355736,CHEMBL2093863,INHIBITOR
CHEMBL1200578,CHEMBL2093863,INHIBITOR
CHEMBL1200875,CHEMBL2093863,INHIBITOR
CHEMBL1370561,CHEMBL2093863,INHIBITOR
CHEMBL343448,CHEMBL2093865,INHIBITOR
CHEMBL1201468,CHEMBL2093866,AGONIST
CHEMBL1201466,CHEMBL2093866,AGONIST
CHEMBL1201649,CHEMBL2093866,AGONIST
CHEMBL1201467,CHEMBL2093866,AGONIST
CHEMBL2105395,CHEMBL2093866,MODULATOR
CHEMBL1200598,CHEMBL2093866,AGONIST
CHEMBL1201165,CHEMBL2093866,AGONIST
CHEMBL1358,CHEMBL206,ANTAGONIST
CHEMBL1200675,CHEMBL2093866,MODULATOR
CHEMBL1201584,CHEMBL2093869,INHIBITOR
CHEMBL1174,CHEMBL2093869,INHIBITOR
CHEMBL3189072,CHEMBL2093869,INHIBITOR
CHEMBL1503,CHEMBL2095173,INHIBITOR
CHEMBL1201863,CHEMBL2095173,INHIBITOR
CHEMBL1567328,CHEMBL2095173,INHIBITOR
CHEMBL1200930,CHEMBL2095173,INHIBITOR
CHEMBL3989559,CHEMBL2095173,INHIBITOR
CHEMBL480,CHEMBL2095173,INHIBITOR
CHEMBL1200470,CHEMBL2095173,INHIBITOR
CHEMBL5314366,CHEMBL2095173,INHIBITOR
CHEMBL18,CHEMBL2095180,INHIBITOR
CHEMBL1201470,CHEMBL2095181,AGONIST
CHEMBL1201463,CHEMBL2095181,AGONIST
CHEMBL1200794,CHEMBL2095181,AGONIST
CHEMBL19019,CHEMBL2095181,ANTAGONIST
CHEMBL6067642,CHEMBL2095181,AGONIST
CHEMBL4297091,CHEMBL2095181,AGONIST
CHEMBL1201149,CHEMBL2095181,ANTAGONIST
CHEMBL1201132,CHEMBL2095181,AGONIST
CHEMBL1718,CHEMBL2095181,ANTAGONIST
CHEMBL3989677,CHEMBL2095181,AGONIST
CHEMBL1743082,CHEMBL2095182,INHIBITOR
CHEMBL1742994,CHEMBL2095182,INHIBITOR
CHEMBL428647,CHEMBL2095182,INHIBITOR
CHEMBL3545252,CHEMBL2095182,INHIBITOR
CHEMBL1683544,CHEMBL2095182,INHIBITOR
CHEMBL1201748,CHEMBL2095182,INHIBITOR
CHEMBL107,CHEMBL2095182,INHIBITOR
CHEMBL1201752,CHEMBL2095182,INHIBITOR
CHEMBL501867,CHEMBL2095182,INHIBITOR
CHEMBL538943,CHEMBL2095182,INHIBITOR
CHEMBL378544,CHEMBL2095182,INHIBITOR
CHEMBL1201607,CHEMBL2095184,INHIBITOR
CHEMBL1200826,CHEMBL2095188,INHIBITOR
CHEMBL2103738,CHEMBL2095188,INHIBITOR
CHEMBL1201556,CHEMBL2095189,AGONIST
CHEMBL1201733,CHEMBL2095189,INHIBITOR
CHEMBL1946170,CHEMBL2095189,INHIBITOR
CHEMBL1567,CHEMBL2095189,INHIBITOR
CHEMBL2105708,CHEMBL2096618,INHIBITOR
CHEMBL723,CHEMBL2094118,ANTAGONIST
CHEMBL1201167,CHEMBL2094118,ANTAGONIST
CHEMBL3989521,CHEMBL2094118,AGONIST
CHEMBL1201002,CHEMBL2094118,ANTAGONIST
CHEMBL1711,CHEMBL2094118,AGONIST
CHEMBL1200395,CHEMBL2094124,ANTAGONIST
CHEMBL2068724,CHEMBL2094124,ANTAGONIST
CHEMBL1569,CHEMBL2094124,ANTAGONIST
CHEMBL1699,CHEMBL2094124,NEGATIVE ALLOSTERIC MODULATOR
CHEMBL1201023,CHEMBL2094124,ANTAGONIST
CHEMBL1094,CHEMBL2094124,ANTAGONIST
