"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0014014","negative regulation of gliogenesis","2/10","45/18986",0.0444444444444444,84.3822222222222,12.8552709619517,0.000244222676233533,0.00277969809676712,0.000846015395182191,"NF1/TP53",2
"GO:0019098","reproductive behavior","2/10","45/18986",0.0444444444444444,84.3822222222222,12.8552709619517,0.000244222676233533,0.00277969809676712,0.000846015395182191,"PTEN/ACVR2A",2
"GO:0045663","positive regulation of myoblast differentiation","2/10","46/18986",0.0434782608695652,82.5478260869565,12.7117189262656,0.000255251963601027,0.0028533523073972,0.000868432432552368,"ARID1A/SMARCA4",2
"GO:0048512","circadian behavior","2/10","46/18986",0.0434782608695652,82.5478260869565,12.7117189262656,0.000255251963601027,0.0028533523073972,0.000868432432552368,"PTEN/TP53",2
"GO:0033002","muscle cell proliferation","3/10","252/18986",0.0119047619047619,22.602380952381,7.92482348789623,0.000258800267754843,0.00286741535600941,0.000872712593639993,"PTEN/NF1/PIK3CA",3
"GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","2/10","47/18986",0.0425531914893617,80.7914893617021,12.5727402548497,0.000266521584096516,0.00292706160779682,0.000890866236776905,"TP53/EP300",2
"GO:0032984","protein-containing complex disassembly","3/10","258/18986",0.0116279069767442,22.0767441860465,7.82475308404605,0.000277343646239154,0.00297517289103072,0.000905509152978913,"ARID1A/PIK3CA/SMARCA4",3
"GO:0033044","regulation of chromosome organization","3/10","258/18986",0.0116279069767442,22.0767441860465,7.82475308404605,0.000277343646239154,0.00297517289103072,0.000905509152978913,"ARID1A/TP53/SMARCA4",3
"GO:0007622","rhythmic behavior","2/10","48/18986",0.0416666666666667,79.1083333333333,12.4380958276492,0.000278031332468525,0.00297517289103072,0.000905509152978913,"PTEN/TP53",2
"GO:0030521","androgen receptor signaling pathway","2/10","49/18986",0.0408163265306122,77.4938775510204,12.3075636831308,0.000289781003579792,0.00297784210081665,0.00090632154068911,"EP300/SMARCA4",2
"GO:1902459","positive regulation of stem cell population maintenance","2/10","49/18986",0.0408163265306122,77.4938775510204,12.3075636831308,0.000289781003579792,0.00297784210081665,0.00090632154068911,"ARID1A/SMARCA4",2
"GO:0001649","osteoblast differentiation","3/10","262/18986",0.0114503816793893,21.7396946564885,7.75990943088815,0.000290173112060408,0.00297784210081665,0.00090632154068911,"PTEN/NF1/ACVR2A",3
"GO:0005996","monosaccharide metabolic process","3/10","262/18986",0.0114503816793893,21.7396946564885,7.75990943088815,0.000290173112060408,0.00297784210081665,0.00090632154068911,"TP53/EP300/PIK3CA",3
"GO:0071824","protein-DNA complex organization","3/10","262/18986",0.0114503816793893,21.7396946564885,7.75990943088815,0.000290173112060408,0.00297784210081665,0.00090632154068911,"ARID1A/TP53/SMARCA4",3
"GO:0043368","positive T cell selection","2/10","50/18986",0.04,75.944,12.180937466632,0.000301770392407212,0.00307167911621,0.000934881318368942,"EP300/BRAF",2
"GO:0010001","glial cell differentiation","3/10","267/18986",0.0112359550561798,21.3325842696629,7.68086009066008,0.000306744279939465,0.00309712772971137,0.00094262673461873,"PTEN/NF1/KRAS",3
"GO:0016601","Rac protein signal transduction","2/10","51/18986",0.0392156862745098,74.4549019607843,12.058025046852,0.000313999294041794,0.00314501692912261,0.000957202058468459,"NF1/KRAS",2
"GO:0010171","body morphogenesis","2/10","52/18986",0.0384615384615385,73.0230769230769,11.9386472793657,0.000326467503688613,0.00324394694141383,0.000987311915917108,"EP300/BRAF",2
"GO:0060324","face development","2/10","53/18986",0.0377358490566038,71.6452830188679,11.8226368990446,0.000339174816666755,0.0033436761454077,0.00101766501146594,"EP300/BRAF",2
"GO:0019083","viral transcription","2/10","54/18986",0.037037037037037,70.3185185185185,11.7098375257955,0.000352121028409277,0.00339119636591088,0.00103212803468954,"EP300/SMARCA4",2
"GO:1902692","regulation of neuroblast proliferation","2/10","54/18986",0.037037037037037,70.3185185185185,11.7098375257955,0.000352121028409277,0.00339119636591088,0.00103212803468954,"NF1/TP53",2
"GO:2000772","regulation of cellular senescence","2/10","54/18986",0.037037037037037,70.3185185185185,11.7098375257955,0.000352121028409277,0.00339119636591088,0.00103212803468954,"PTEN/TP53",2
